Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,320.0000,320.0000,320.0000,320.0000,313.8160,313.8160,313.8160,313.8160,281.8160,281.8160,281.8160,281.8160,281.8160,281.8160,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,269.9999,269.9999,269.9998,269.9998,269.9998,269.9998,269.9998,269.9998,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,273.7280,273.7280,273.7280,327.7279,327.7279,327.7279,327.7279,427.7281,427.7281,427.7282,427.7282,460.0296,460.0296,470.0296,475.0296,477.0296,484.0296,498.0296,530.0001,530.0001,530.0001,530.0001,530.0001
DC Considered for Schedule,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00
