Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:45 - 08:00,-105.00,-83.00,-1.50,26.92,-50.00,0.00,-71.00
08:00 - 08:15,-106.00,-90.00,-1.50,25.96,-40.00,0.00,-90.00
08:15 - 08:30,-98.00,-102.00,-1.50,24.99,-40.00,0.00,-95.00
08:30 - 08:45,-115.00,-25.00,-1.50,24.99,-35.00,0.00,-105.00
08:45 - 09:00,-26.00,-20.00,-1.50,24.03,-30.00,0.00,-112.00
09:00 - 09:15,66.33,-64.00,-1.30,23.07,-30.00,0.00,-53.00
09:15 - 09:30,63.45,-59.00,-1.30,23.07,-25.00,0.00,-37.00
09:30 - 09:45,62.49,-89.00,-1.30,22.78,-25.00,0.00,-40.00
09:45 - 10:00,6.73,-104.00,-1.30,22.49,-25.00,0.00,33.65
10:00 - 10:15,72.10,0.00,-0.50,22.01,-25.00,0.00,-30.00
10:15 - 10:30,99.97,52.87,-0.50,21.44,-25.00,0.00,33.65
10:30 - 10:45,145.16,0.00,-0.50,20.76,-25.00,0.00,29.80
10:45 - 11:00,154.77,0.00,-0.50,20.28,-25.00,0.00,37.49
11:00 - 11:15,241.28,0.00,-0.50,19.90,-25.00,0.00,80.75
11:15 - 11:30,228.80,0.00,-0.50,19.51,-25.00,0.00,82.67
11:30 - 11:45,172.07,0.00,-0.50,19.23,-25.00,0.00,70.17
11:45 - 12:00,162.46,0.00,-0.50,18.26,-25.00,0.00,71.14
12:00 - 12:15,171.12,74.98,-0.50,18.26,0.00,0.00,104.78
12:15 - 12:30,211.49,26.92,-0.50,17.30,0.00,0.00,99.01
12:30 - 12:45,161.51,23.07,-0.50,17.30,0.00,0.00,69.21
12:45 - 13:00,131.70,16.34,-0.50,16.34,0.00,0.00,102.86
13:00 - 13:15,98.05,20.19,-0.50,15.86,0.00,0.00,29.80
13:15 - 13:30,138.43,31.72,-0.50,15.38,0.00,0.00,-79.00
13:30 - 13:45,139.39,0.00,-0.50,14.90,0.00,0.00,-12.00
13:45 - 14:00,145.15,0.00,-0.50,14.90,0.00,0.00,27.88
14:00 - 14:15,121.12,0.00,-0.50,14.42,0.00,0.00,25.96
14:15 - 14:30,88.44,0.00,-0.50,13.46,0.00,0.00,18.26
14:30 - 14:45,74.98,-26.00,-0.50,13.46,0.00,0.00,49.03
14:45 - 15:00,56.72,-36.00,-0.50,13.46,0.00,0.00,32.68
15:00 - 15:15,51.91,-35.00,-0.50,13.46,0.00,0.00,-23.00
15:15 - 15:30,43.26,0.00,-0.50,13.94,0.00,0.00,0.00
15:30 - 15:45,29.80,0.00,-0.50,13.94,0.00,0.00,10.57
15:45 - 16:00,0.00,-10.00,-0.50,13.94,0.00,0.00,20.19
16:00 - 16:15,-35.00,-12.00,-0.50,14.42,0.00,0.00,28.84
16:15 - 16:30,-59.00,-49.00,-0.50,15.38,0.00,0.00,-15.00
16:30 - 16:45,-88.00,-80.00,-0.50,15.38,0.00,0.00,-66.00
16:45 - 17:00,-124.00,-37.00,-0.50,15.38,0.00,0.00,-105.00
17:00 - 17:15,-174.99,-47.00,-0.50,15.86,0.00,0.00,-96.00
17:15 - 17:30,-176.00,-97.00,-0.50,15.38,0.00,0.00,-90.00
17:30 - 17:45,-168.00,-86.00,-0.50,15.86,0.00,0.00,-94.00
17:45 - 18:00,-139.00,-45.00,-0.50,16.34,0.00,0.00,-60.00
18:00 - 18:15,-124.00,-64.00,-0.50,16.34,0.00,0.00,-52.00
18:15 - 18:30,-241.00,-61.00,-0.50,17.30,0.00,0.00,-62.00
18:30 - 18:45,-149.00,-7.00,-0.50,19.23,0.00,1.15,-61.00
18:45 - 19:00,-155.00,-7.00,-0.50,19.71,0.00,0.38,-48.00
19:00 - 19:15,-188.00,-43.00,-0.50,19.71,0.00,1.25,-47.00
19:15 - 19:30,-206.00,-13.00,-0.50,19.23,0.00,1.44,-38.00
19:30 - 19:45,-446.00,-18.00,-0.50,18.75,0.00,1.44,-62.00
19:45 - 20:00,-254.00,-32.00,-0.50,18.74,0.00,7.02,-64.00
20:00 - 20:15,-63.00,-68.00,-0.50,18.27,0.00,6.34,-70.00
20:15 - 20:30,-49.00,-55.00,-0.50,18.26,0.00,0.00,-59.00
20:30 - 20:45,-57.00,-35.00,-0.50,18.26,0.00,0.00,-89.00
20:45 - 21:00,-53.00,-30.00,-0.50,18.17,0.00,0.00,-97.00
21:00 - 21:15,-36.00,-52.00,-0.50,17.30,0.00,0.00,-174.00
21:15 - 21:30,-40.00,-45.00,-0.50,16.53,0.00,0.00,-114.00
21:30 - 21:45,-197.00,0.00,-0.50,15.86,0.00,0.00,-40.00
21:45 - 22:00,-104.00,0.00,-0.50,14.80,0.00,0.00,-23.00
22:00 - 22:15,-71.00,0.00,-0.50,14.80,0.00,0.00,-28.00
22:15 - 22:30,9.61,0.00,-0.50,13.94,0.00,0.00,29.80
22:30 - 22:45,-11.00,0.00,-0.50,12.79,0.00,0.00,-42.00
22:45 - 23:00,-16.00,0.00,-0.50,11.54,0.00,0.00,-64.00
23:00 - 23:15,-14.00,0.00,-0.90,11.34,0.00,0.00,-48.00
23:15 - 23:30,-17.00,0.00,-0.90,10.96,0.00,0.00,-48.00
23:30 - 23:45,-33.00,0.00,-0.90,10.57,0.00,0.00,-45.00
23:45 - 24:00,-58.00,0.00,-0.90,10.09,0.00,0.00,-46.00
