Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,140.35,-106.00,-1.50,9.61,-34.00,0.00,-44.00
00:15 - 00:30,116.30,-76.00,-1.50,9.61,-35.00,0.00,-19.00
00:30 - 00:45,99.98,-48.00,-1.50,9.13,-36.00,0.00,-25.00
00:45 - 01:00,89.40,-21.00,-1.50,9.13,-38.00,0.00,-25.00
01:00 - 01:15,76.91,-19.00,-1.50,9.13,-39.00,0.00,28.84
01:15 - 01:30,63.44,-33.00,-1.50,9.13,-40.00,0.00,26.92
01:30 - 01:45,39.42,-49.00,-1.50,9.13,-41.00,0.00,15.38
01:45 - 02:00,29.80,-52.00,-1.50,9.13,-42.00,0.00,16.34
02:00 - 02:15,35.57,-100.00,-1.50,9.13,-42.00,0.00,-27.00
02:15 - 02:30,54.80,-100.00,-1.50,9.13,-43.00,0.00,-89.00
02:30 - 02:45,54.80,-98.00,-1.50,9.13,-42.00,0.00,-92.00
02:45 - 03:00,51.91,-102.00,-1.50,8.65,-43.00,0.00,-92.00
03:00 - 03:15,55.76,-98.00,-1.50,8.65,-43.00,0.00,-98.00
03:15 - 03:30,61.52,-100.00,-1.50,8.65,-43.00,0.00,-97.00
03:30 - 03:45,46.14,-93.00,-1.50,8.65,-44.00,0.00,-100.00
03:45 - 04:00,27.88,-92.00,-1.50,8.94,-43.00,0.00,-138.00
04:00 - 04:15,51.91,-74.00,-1.50,9.61,-43.00,0.00,-31.00
04:15 - 04:30,72.10,-88.00,-1.50,10.09,-42.00,0.00,-35.00
04:30 - 04:45,74.02,-90.00,-1.50,10.57,-43.00,0.00,-17.00
04:45 - 05:00,35.56,-91.00,-1.50,11.54,-42.00,0.00,-19.00
05:00 - 05:15,24.99,-100.00,-1.50,13.46,-41.00,0.00,-26.00
05:15 - 05:30,46.14,-90.00,-1.50,15.38,-42.00,0.00,-79.00
05:30 - 05:45,79.79,-97.00,-1.50,16.34,-38.00,0.00,-140.00
05:45 - 06:00,85.56,-90.00,-1.50,17.30,-35.00,0.00,-27.00
