Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:00 - 06:15,-208.00,-101.00,-1.50,18.26,-58.00,0.00,-33.00
06:15 - 06:30,-238.00,-110.00,-1.50,20.19,-49.00,0.00,-55.00
06:30 - 06:45,-236.00,-180.00,-1.50,21.15,-42.00,0.00,-73.00
06:45 - 07:00,-167.00,-200.00,-1.50,22.11,-40.00,0.00,-59.00
07:00 - 07:15,-208.00,-205.00,-1.50,23.07,-28.00,0.00,-110.00
07:15 - 07:30,-165.00,-198.00,-1.50,24.03,-23.00,0.00,-110.00
07:30 - 07:45,-115.00,-194.00,-1.50,24.99,-19.00,0.00,-122.00
07:45 - 08:00,-98.00,-185.00,-1.50,25.96,-14.00,0.00,-122.00
08:00 - 08:15,-54.00,-106.00,-1.50,24.03,-29.00,0.10,-85.00
08:15 - 08:30,-76.00,-177.00,-1.50,24.03,-27.00,0.00,-188.00
08:30 - 08:45,-94.00,-164.00,-1.50,22.69,-22.00,0.00,-100.00
08:45 - 09:00,-117.00,-193.00,-1.50,22.69,-22.00,0.00,-210.00
09:00 - 09:15,-155.00,-113.00,-1.10,22.11,-40.00,0.00,-65.00
09:15 - 09:30,-154.00,-130.00,-1.10,21.15,-40.00,0.00,-85.00
09:30 - 09:45,0.00,-209.00,-1.10,20.19,-40.00,0.00,-22.00
09:45 - 10:00,-79.00,-221.00,-1.10,19.23,-40.00,0.00,-124.00
10:00 - 10:15,-39.00,-191.00,-0.50,19.23,-40.00,0.00,-70.00
10:15 - 10:30,-1.00,-109.00,-0.50,19.23,-40.00,0.00,-26.00
10:30 - 10:45,-30.00,-147.00,-0.50,18.26,-44.00,0.00,-32.00
10:45 - 11:00,-30.00,-135.00,-0.50,18.26,-46.00,0.00,-31.00
11:00 - 11:15,-24.00,-131.00,-0.50,18.26,-45.00,0.00,-71.00
11:15 - 11:30,-50.00,-135.00,-0.50,17.30,-44.00,0.00,-86.00
11:30 - 11:45,-70.00,-165.00,-0.50,16.34,-44.00,0.00,-91.00
11:45 - 12:00,-50.00,-159.00,-0.50,15.38,-42.00,0.00,-103.00
12:00 - 12:15,-65.00,-165.00,-0.50,17.30,-43.00,0.00,-90.00
12:15 - 12:30,-10.00,-160.00,-0.50,15.38,-44.00,0.00,-60.00
12:30 - 12:45,0.00,-156.00,-0.50,14.90,-44.00,0.00,-21.00
12:45 - 13:00,-26.00,-144.00,-0.50,14.42,-44.00,0.00,-60.00
13:00 - 13:15,-74.00,-136.00,-0.50,13.94,-45.00,0.00,-138.00
13:15 - 13:30,-73.00,-137.00,-0.50,13.46,-47.00,0.00,-143.00
13:30 - 13:45,-59.00,-149.00,-0.50,12.50,-49.00,0.00,-160.00
13:45 - 14:00,-44.00,-149.00,-0.50,12.50,-51.00,0.00,-169.00
14:00 - 14:15,-24.00,-141.00,-0.50,13.46,-53.00,0.00,-150.00
14:15 - 14:30,-26.00,-145.00,-0.50,12.50,-54.00,0.00,-133.00
14:30 - 14:45,-15.00,-138.00,-0.50,12.50,-57.00,0.00,-109.00
14:45 - 15:00,-76.00,-126.00,-0.50,12.02,-58.00,0.00,-115.00
15:00 - 15:15,-51.00,-132.00,-0.50,12.02,-57.00,0.00,-68.00
15:15 - 15:30,-40.00,-128.00,-0.50,12.02,-57.00,0.00,-104.00
15:30 - 15:45,-15.00,-105.00,-0.50,12.02,-57.00,0.00,-162.00
15:45 - 16:00,-10.00,-101.00,-0.50,12.01,-56.00,0.10,-154.00
16:00 - 16:15,-29.00,-119.00,-0.50,12.50,-57.00,0.00,-123.00
16:15 - 16:30,7.69,-195.00,-0.50,12.98,-56.00,0.00,-87.00
16:30 - 16:45,35.57,-196.00,-0.50,12.98,-78.00,0.00,-101.00
16:45 - 17:00,38.45,-189.00,-0.50,13.94,-68.00,0.00,-97.00
17:00 - 17:15,56.72,-212.00,-0.50,14.90,-33.00,0.00,-86.00
17:15 - 17:30,92.29,-207.00,-0.50,15.38,-32.00,0.00,-152.00
17:30 - 17:45,51.91,-196.00,-0.50,16.34,-30.00,0.00,-145.00
17:45 - 18:00,0.00,-160.00,-0.50,16.34,-29.00,0.00,-189.00
18:00 - 18:15,24.04,-126.00,-0.50,16.82,-26.00,0.00,0.00
18:15 - 18:30,-19.00,-117.00,-0.50,15.57,-21.00,0.00,-52.00
18:30 - 18:45,10.31,-34.00,-0.50,5.91,-6.00,0.00,-55.00
18:45 - 19:00,11.43,-29.00,-0.50,3.62,-6.00,0.11,-51.00
19:00 - 19:15,11.38,-22.00,-0.50,3.64,-6.00,0.00,-42.00
19:15 - 19:30,0.00,-31.00,-0.50,4.76,-6.00,0.00,-51.00
19:30 - 19:45,-20.00,0.00,-0.50,12.72,-6.00,0.00,-48.00
19:45 - 20:00,6.73,-14.00,-0.50,19.23,-6.00,0.00,-49.00
20:00 - 20:15,50.94,14.42,-0.50,18.75,-25.00,0.00,-67.00
20:15 - 20:30,33.65,0.00,-0.50,18.26,-26.00,0.00,-67.00
20:30 - 20:45,40.37,55.76,-0.50,18.26,-29.00,0.00,-158.00
20:45 - 21:00,39.41,76.91,-0.50,18.26,-31.00,0.00,-93.00
21:00 - 21:15,29.81,15.38,-0.60,17.78,-6.00,0.00,-86.00
21:15 - 21:30,17.30,21.16,-0.60,17.30,-9.00,0.00,-75.00
21:30 - 21:45,15.38,9.61,-0.60,15.38,-10.00,0.00,29.80
21:45 - 22:00,16.34,0.00,-0.60,15.19,-12.00,0.00,-82.00
22:00 - 22:15,132.66,11.54,-0.60,14.90,-14.00,0.00,-24.00
22:15 - 22:30,91.32,0.00,-0.60,14.23,-16.00,0.00,-23.00
22:30 - 22:45,-25.00,52.87,-0.60,13.94,-18.00,0.00,-28.00
22:45 - 23:00,-28.00,57.68,-0.60,13.46,-20.00,0.00,-43.00
23:00 - 23:15,27.88,61.52,-0.60,12.50,-23.00,0.00,-78.00
23:15 - 23:30,31.72,69.21,-0.60,11.73,-25.00,0.00,-73.00
23:30 - 23:45,93.24,71.14,-0.60,10.96,-27.00,0.00,-63.00
23:45 - 24:00,139.39,28.84,-0.60,10.38,-28.00,0.00,-63.00
