Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-98.00,28.78,-1.50,9.88,-10.00,0.00,9.59
00:15 - 00:30,-102.00,9.59,-1.50,9.88,-10.00,0.00,4.80
00:30 - 00:45,-58.00,0.00,-1.50,9.59,-10.00,0.00,-15.00
00:45 - 01:00,-8.00,0.00,-1.50,9.59,-10.00,0.00,-15.00
01:00 - 01:15,-2.00,-5.00,-1.50,9.40,-10.00,0.00,-20.00
01:15 - 01:30,-13.00,-10.00,-1.50,9.40,-10.00,0.00,-20.00
01:30 - 01:45,-19.00,0.00,-1.50,9.11,-11.00,0.00,-15.00
01:45 - 02:00,-26.00,0.00,-1.50,9.11,-11.00,0.00,-15.00
02:00 - 02:15,-69.00,-45.00,-1.50,9.11,-12.00,0.00,-35.00
02:15 - 02:30,-71.00,-75.00,-1.50,9.11,-12.00,0.00,-35.00
02:30 - 02:45,-65.00,-81.00,-1.50,9.11,-12.00,0.00,-25.00
02:45 - 03:00,-64.00,-78.00,-1.50,9.11,-12.00,0.00,-25.00
03:00 - 03:15,-79.00,-61.00,-1.50,9.11,-12.00,0.00,-20.00
03:15 - 03:30,-77.00,-61.00,-1.50,9.11,-12.00,0.00,-15.00
03:30 - 03:45,-82.00,-64.00,-1.50,9.11,-12.00,0.00,-15.00
03:45 - 04:00,-76.00,-61.00,-1.50,9.59,-12.00,0.00,-15.00
04:00 - 04:15,-65.00,-65.00,-1.50,9.59,-12.00,0.00,-5.00
04:15 - 04:30,-58.00,-63.00,-1.50,10.07,-12.00,0.00,-5.00
04:30 - 04:45,-36.00,-72.00,-1.50,10.55,-12.00,0.00,-60.00
04:45 - 05:00,-59.00,-35.00,-1.50,11.03,-12.00,0.00,52.76
05:00 - 05:15,-61.00,0.00,-1.50,12.85,-12.00,0.00,-10.00
05:15 - 05:30,-56.00,-80.00,-1.50,15.35,-12.00,0.00,-45.00
05:30 - 05:45,-4.00,-115.00,-1.50,15.34,-11.00,0.00,4.80
05:45 - 06:00,12.47,-140.00,-1.50,18.22,-9.00,0.00,-30.00
06:00 - 06:15,-155.00,-136.00,-1.50,19.95,-13.00,0.00,-85.00
06:15 - 06:30,-122.00,-137.00,-1.50,21.10,-13.00,0.00,-90.00
