Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:30 - 06:45,-73.00,-133.00,-1.50,23.02,-13.00,1.82,-90.00
06:45 - 07:00,-17.00,-126.00,-1.50,23.33,-13.00,1.02,-94.00
07:00 - 07:15,-34.00,-82.00,-1.50,19.66,-13.00,2.25,-80.00
07:15 - 07:30,-58.00,-58.00,-1.50,19.26,-13.00,1.54,-70.00
07:30 - 07:45,6.39,-50.00,-1.50,23.91,-13.00,0.82,-15.00
07:45 - 08:00,-16.00,-43.00,-1.50,25.22,-13.00,1.06,-15.00
08:00 - 08:15,10.55,-116.00,-1.50,25.71,-13.00,0.00,0.00
08:15 - 08:30,5.76,-108.00,-1.50,24.94,-13.00,0.00,28.77
08:30 - 08:45,37.41,-109.00,-1.50,25.13,-11.00,0.00,-70.00
08:45 - 09:00,-83.00,-134.00,-1.50,24.17,-7.00,0.00,-130.00
09:00 - 09:15,-33.00,0.00,-1.50,23.98,-12.00,0.00,86.33
09:15 - 09:30,0.00,-33.00,-1.50,23.02,-11.00,0.00,-20.00
09:30 - 09:45,-93.00,-70.00,-1.50,22.06,-10.00,0.00,33.57
09:45 - 10:00,-42.00,-76.00,-1.50,21.10,-6.00,0.00,67.15
10:00 - 10:15,-17.00,-63.00,-1.00,20.14,-6.00,0.00,91.13
10:15 - 10:30,-19.00,-63.00,-1.00,19.18,-6.00,0.00,76.74
10:30 - 10:45,-39.00,-67.00,-1.00,18.22,-6.00,0.00,27.82
10:45 - 11:00,-23.00,-69.00,-1.00,19.19,-6.00,0.00,7.67
11:00 - 11:15,-21.00,-75.00,-1.00,19.18,-6.00,0.00,47.96
11:15 - 11:30,-24.00,-78.00,-1.00,19.18,-6.00,0.00,41.25
11:30 - 11:45,-29.00,-77.00,-1.00,18.22,-6.00,0.00,25.90
11:45 - 12:00,-46.00,-75.00,-1.00,17.27,-10.00,0.00,19.18
12:00 - 12:15,-62.00,-61.00,-1.00,17.75,-9.00,0.00,37.40
12:15 - 12:30,-38.00,-68.00,-1.00,17.75,-10.00,0.00,48.91
12:30 - 12:45,89.20,-66.00,-1.00,17.27,-7.00,0.00,25.90
12:45 - 13:00,58.51,-70.00,-1.00,16.79,-9.00,0.00,22.06
13:00 - 13:15,17.26,-57.00,-1.00,16.31,-10.00,0.00,-67.00
13:15 - 13:30,-29.00,-58.00,-1.00,15.35,-12.00,0.00,-63.00
13:30 - 13:45,-25.00,-54.00,-1.00,14.87,-12.00,0.00,-67.00
13:45 - 14:00,-21.00,-56.00,-1.00,14.39,-12.00,0.00,-46.00
14:00 - 14:15,10.55,-51.00,-1.00,13.91,-9.00,0.00,-34.00
14:15 - 14:30,17.26,-57.00,-1.00,13.91,-9.00,0.00,-23.00
14:30 - 14:45,-28.00,-81.00,-1.00,13.43,-9.00,0.00,-28.00
14:45 - 15:00,-94.00,-74.00,-1.00,11.99,-9.00,0.00,-24.00
15:00 - 15:15,-142.00,-78.00,-1.00,11.99,-9.00,0.00,-80.00
15:15 - 15:30,-139.00,-62.00,-1.00,12.95,-9.00,0.00,-81.00
15:30 - 15:45,-127.00,-57.00,-1.00,12.95,-9.00,0.00,-99.00
15:45 - 16:00,-126.00,-53.00,-1.00,13.43,-9.00,0.00,-91.00
16:00 - 16:15,-98.00,-53.00,-1.00,13.91,-9.00,0.00,-81.00
16:15 - 16:30,-55.00,-53.00,-1.00,13.91,-9.00,0.00,-56.00
16:30 - 16:45,-103.00,-131.00,-1.00,14.39,-9.00,0.00,-50.00
16:45 - 17:00,-84.00,-125.00,-1.00,14.39,-9.00,0.00,-34.00
17:00 - 17:15,-79.00,-161.00,-1.00,14.87,-6.00,0.00,-30.00
17:15 - 17:30,-70.00,-149.00,-1.00,15.35,-6.00,0.00,-16.00
17:30 - 17:45,-64.00,-165.00,-1.00,14.87,-6.00,0.00,-70.00
17:45 - 18:00,-67.00,-142.00,-1.00,15.35,-6.00,0.00,-83.00
18:00 - 18:15,-98.00,-181.00,-1.00,15.35,-6.00,0.00,-25.00
18:15 - 18:30,-46.00,-181.00,-1.00,15.35,-6.00,0.48,-47.00
18:30 - 18:45,-17.00,-225.00,-1.00,14.09,-10.00,2.18,-49.00
18:45 - 19:00,-16.00,-186.00,-1.00,8.82,-10.00,2.09,-37.00
19:00 - 19:15,-11.00,-177.00,-1.00,4.25,-10.00,1.04,-55.00
19:15 - 19:30,-21.00,-175.00,-1.00,4.58,-10.00,1.47,-48.00
19:30 - 19:45,-57.00,-197.00,-1.00,9.64,-10.00,1.93,-61.00
19:45 - 20:00,-51.00,-212.00,-1.00,15.21,-10.00,4.24,-59.00
20:00 - 20:15,0.00,-237.00,-1.00,17.74,-10.00,5.18,-34.00
20:15 - 20:30,-12.00,-225.00,-1.00,17.75,-10.00,2.97,-35.00
20:30 - 20:45,-68.00,-273.00,-1.00,17.26,-10.00,1.44,-2.00
20:45 - 21:00,-72.00,-283.00,-1.00,16.30,-10.00,0.77,-3.00
21:00 - 21:15,0.00,-212.00,-1.00,16.30,0.00,0.10,-20.00
21:15 - 21:30,0.00,-205.00,-1.00,15.35,0.00,0.00,-20.00
21:30 - 21:45,20.14,-213.00,-1.00,14.87,0.00,0.00,-20.00
21:45 - 22:00,19.18,-212.00,-1.00,14.39,0.00,0.00,-20.00
22:00 - 22:15,30.69,-201.00,-1.00,13.43,0.00,0.00,-39.00
22:15 - 22:30,54.67,-199.00,-1.00,12.95,0.00,0.00,-34.00
22:30 - 22:45,58.51,-107.00,-1.00,12.47,0.00,0.00,-10.00
22:45 - 23:00,53.72,-106.00,-1.00,11.51,-6.00,0.00,-5.00
23:00 - 23:15,74.81,-105.00,-1.00,11.03,-6.00,0.10,-30.00
23:15 - 23:30,70.02,-105.00,-1.00,10.55,-6.00,0.10,-20.00
23:30 - 23:45,66.19,-182.00,-1.00,10.07,-6.00,0.00,33.57
23:45 - 24:00,58.51,-192.00,-1.00,10.07,-6.00,0.00,28.78
