Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,16.38,-27.00,15.70,-60.00,0.00,111.74
00:15 - 00:30,24.08,-10.00,15.70,-59.00,0.00,122.34
00:30 - 00:45,14.45,-23.00,15.41,-56.00,0.00,-58.00
00:45 - 01:00,0.00,-41.00,14.93,-58.00,0.00,-81.00
01:00 - 01:15,-14.00,-30.00,14.45,-57.00,0.00,-78.00
01:15 - 01:30,-55.00,-28.00,14.16,-57.00,0.00,-100.00
01:30 - 01:45,26.01,-48.00,13.49,-57.00,0.00,-100.00
01:45 - 02:00,20.23,-47.00,13.49,-56.00,0.00,-96.00
02:00 - 02:15,-15.00,-62.00,13.49,-65.00,0.00,-82.00
02:15 - 02:30,-15.00,-64.00,12.14,-66.00,0.00,-82.00
02:30 - 02:45,-10.00,-57.00,12.72,-81.00,0.00,-77.00
02:45 - 03:00,-11.00,-56.00,12.72,-82.00,0.00,-86.00
03:00 - 03:15,11.56,-58.00,12.72,-81.00,0.00,-79.00
03:15 - 03:30,-22.00,-61.00,12.33,-79.00,0.00,-84.00
03:30 - 03:45,-75.00,-45.00,12.14,-79.00,0.00,-63.00
03:45 - 04:00,-102.00,-69.00,11.94,-79.00,0.00,-67.00
04:00 - 04:15,-19.00,-77.00,11.75,-77.00,0.00,-92.00
04:15 - 04:30,-39.00,-89.00,11.56,-77.00,0.00,-39.00
04:30 - 04:45,-48.00,-65.00,11.56,-77.00,0.00,-32.00
04:45 - 05:00,-66.00,-68.00,11.56,-76.00,0.00,-36.00
05:00 - 05:15,-59.00,-59.00,11.17,-87.00,0.00,-22.00
05:15 - 05:30,-71.00,-64.00,11.56,-83.00,0.00,-19.00
05:30 - 05:45,-81.00,-63.00,11.17,-85.00,0.00,-17.00
05:45 - 06:00,-99.00,-68.00,12.14,-83.00,0.00,-19.00
06:00 - 06:15,-126.00,-62.00,12.52,-84.00,0.00,-22.00
06:15 - 06:30,0.00,-60.00,13.49,-87.00,0.00,-31.00
06:30 - 06:45,-12.00,-49.00,14.06,-86.00,0.00,-38.00
06:45 - 07:00,-64.00,-55.00,14.45,-85.00,0.00,-38.00
07:00 - 07:15,-80.00,-58.00,15.03,-93.00,0.00,-133.00
07:15 - 07:30,-75.00,-61.00,15.41,-84.00,0.00,-90.00
07:30 - 07:45,-71.00,-23.00,15.89,-124.00,0.00,-75.00
07:45 - 08:00,-63.00,-23.00,15.99,-114.00,0.00,-44.00
08:00 - 08:15,-56.00,-47.00,13.49,-108.00,0.00,-17.00
08:15 - 08:30,-34.00,-49.00,14.45,-123.00,0.10,-14.00
08:30 - 08:45,-54.00,-66.00,14.45,-119.00,0.00,-21.00
08:45 - 09:00,-39.00,-69.00,15.41,-103.00,0.00,-9.00
09:00 - 09:15,-13.00,-105.00,12.52,-88.00,0.00,-11.00
09:15 - 09:30,11.56,-97.00,13.48,-85.00,0.00,1.93
09:30 - 09:45,46.24,-80.00,14.45,-72.00,0.00,59.72
09:45 - 10:00,72.25,-70.00,15.41,-59.00,0.00,80.92
10:00 - 10:15,112.71,-102.00,14.45,-45.00,0.00,96.33
10:15 - 10:30,118.48,-110.00,14.45,-37.00,0.00,86.70
10:30 - 10:45,99.22,-46.00,14.45,-32.00,0.00,56.83
10:45 - 11:00,108.85,-35.00,14.45,-27.00,0.00,32.75
11:00 - 11:15,6.74,-28.00,15.41,-25.00,0.00,28.90
11:15 - 11:30,12.52,-55.00,15.41,-22.00,0.00,28.90
11:30 - 11:45,14.45,-20.00,15.41,-19.00,0.00,38.53
11:45 - 12:00,10.60,-25.00,15.41,-19.00,0.00,48.16
12:00 - 12:15,28.90,0.00,15.41,-17.00,0.00,33.72
12:15 - 12:30,26.01,0.00,15.41,-14.00,0.00,38.53
12:30 - 12:45,-14.00,14.45,15.41,-13.00,0.00,52.98
12:45 - 13:00,0.00,19.27,15.41,-11.00,0.00,48.16
13:00 - 13:15,0.00,0.00,15.41,-13.00,0.00,28.90
13:15 - 13:30,0.00,0.00,15.41,-12.00,0.00,57.80
13:30 - 13:45,-20.00,0.00,15.41,-12.00,0.00,48.17
13:45 - 14:00,-14.00,0.00,15.41,-12.00,0.00,72.25
14:00 - 14:15,-11.00,0.00,16.38,-12.00,0.00,24.08
14:15 - 14:30,-9.00,0.00,16.38,-10.00,0.00,24.08
14:30 - 14:45,-11.00,0.00,17.34,-7.00,0.00,28.90
14:45 - 15:00,33.71,0.00,17.34,-5.00,0.00,19.27
15:00 - 15:15,59.72,0.00,18.30,-2.00,0.10,33.72
15:15 - 15:30,89.59,0.00,18.30,-2.00,0.00,33.72
15:30 - 15:45,61.65,0.00,18.30,-4.00,0.00,19.27
15:45 - 16:00,67.44,0.00,18.30,-8.00,0.00,24.08
16:00 - 16:15,42.38,0.00,20.23,-14.00,0.00,19.27
16:15 - 16:30,37.56,0.00,19.27,-21.00,0.00,19.27
16:30 - 16:45,42.39,0.00,18.30,-26.00,0.00,28.90
16:45 - 17:00,56.84,0.00,17.34,-34.00,0.00,24.08
17:00 - 17:15,30.83,0.00,19.27,-49.00,0.00,32.74
17:15 - 17:30,49.13,0.00,17.34,-65.00,0.00,18.30
17:30 - 17:45,37.57,0.00,17.34,-80.00,0.00,11.56
17:45 - 18:00,18.30,0.00,17.34,-96.00,0.00,-89.00
18:00 - 18:15,61.65,-7.00,11.56,-81.00,0.00,63.58
18:15 - 18:30,91.51,-10.00,11.56,-79.00,0.00,-42.00
18:30 - 18:45,-34.00,0.00,13.97,-81.00,0.00,-62.00
18:45 - 19:00,-76.00,0.00,14.93,-82.00,0.00,-76.00
19:00 - 19:15,-102.00,24.08,15.41,-81.00,2.12,-37.00
19:15 - 19:30,-146.00,26.01,15.41,-80.00,2.89,-32.00
19:30 - 19:45,-86.00,36.60,17.34,-81.00,4.24,-17.00
19:45 - 20:00,-69.00,36.61,18.30,-82.00,5.68,-21.00
20:00 - 20:15,-71.00,16.38,18.78,-80.00,6.84,-20.00
20:15 - 20:30,-46.00,17.34,19.27,-82.00,9.34,-21.00
20:30 - 20:45,30.82,0.00,19.75,-77.00,7.13,-34.00
20:45 - 21:00,62.61,0.00,19.75,-78.00,5.97,-21.00
21:00 - 21:15,29.86,0.00,19.75,-77.00,5.78,-45.00
21:15 - 21:30,2.89,0.00,19.36,-78.00,4.05,-51.00
21:30 - 21:45,-7.00,-11.00,19.27,-76.00,4.33,-9.00
21:45 - 22:00,30.82,-10.00,19.27,-77.00,2.60,-22.00
22:00 - 22:15,11.56,-8.00,18.30,-75.00,1.06,0.00
22:15 - 22:30,68.39,-9.00,17.82,-76.00,3.28,43.35
22:30 - 22:45,98.77,-54.00,15.73,-76.00,3.50,24.48
22:45 - 23:00,141.49,-45.00,16.62,-73.00,4.28,36.09
23:00 - 23:15,141.60,-14.00,16.38,-63.00,4.05,14.45
23:15 - 23:30,142.57,-12.00,15.89,-65.00,1.83,10.60
23:30 - 23:45,133.91,-34.00,15.41,-68.00,1.44,17.34
23:45 - 24:00,99.22,-54.00,14.93,-69.00,1.06,2.89
