Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,19.21,0.00,-1.30,5.00,0.00,-65.00
00:15 - 00:30,21.13,0.00,-1.30,5.00,0.00,-70.00
00:30 - 00:45,60.52,0.00,-1.30,5.00,0.00,-70.00
00:45 - 01:00,45.16,0.00,-1.30,4.80,0.00,-75.00
01:00 - 01:15,16.34,0.00,-1.30,4.80,0.00,-80.00
01:15 - 01:30,15.37,0.00,-1.30,4.80,0.00,-80.00
01:30 - 01:45,-30.00,0.00,-1.30,4.80,0.00,-80.00
01:45 - 02:00,-9.00,0.00,-1.30,4.80,0.00,-90.00
02:00 - 02:15,0.00,0.00,-1.30,4.80,0.00,-95.00
02:15 - 02:30,0.00,0.00,-1.30,4.80,0.00,-95.00
02:30 - 02:45,28.82,0.00,-1.30,4.80,0.00,-95.00
02:45 - 03:00,0.00,0.00,-1.30,4.80,0.00,-95.00
03:00 - 03:15,0.00,0.00,-1.30,4.80,0.00,-95.00
03:15 - 03:30,0.00,0.00,-1.30,4.80,0.00,-95.00
03:30 - 03:45,0.00,0.00,-1.30,4.80,0.00,-95.00
03:45 - 04:00,0.00,0.00,-1.30,4.80,0.00,-95.00
04:00 - 04:15,0.00,0.00,-1.30,4.80,0.00,-95.00
04:15 - 04:30,0.00,0.00,-1.30,5.76,0.00,-95.00
04:30 - 04:45,3.84,0.00,-1.30,6.73,0.00,-80.00
04:45 - 05:00,13.45,0.00,-1.30,7.69,0.00,-80.00
05:00 - 05:15,13.45,0.00,-1.30,9.03,0.00,-95.00
05:15 - 05:30,36.51,0.00,-1.30,11.53,0.00,-90.00
05:30 - 05:45,56.68,0.00,-1.30,13.55,0.00,-65.00
05:45 - 06:00,84.54,0.00,-1.30,14.03,0.00,-65.00
06:00 - 06:15,-21.00,-25.00,-1.30,15.66,0.00,-90.00
06:15 - 06:30,-19.00,-23.00,-1.30,17.10,0.00,-105.00
06:30 - 06:45,24.98,0.00,-1.30,17.29,0.00,-20.00
06:45 - 07:00,41.31,0.00,-1.30,17.77,0.00,-10.00
07:00 - 07:15,66.29,0.00,-1.30,18.16,0.00,-75.00
07:15 - 07:30,69.17,0.00,-1.30,18.25,0.00,-35.00
07:30 - 07:45,47.08,-16.00,-1.30,18.25,0.67,-45.00
07:45 - 08:00,7.69,-18.00,-1.30,18.25,2.11,-40.00
08:00 - 08:15,72.05,-15.00,-1.30,18.64,0.00,-40.00
08:15 - 08:30,88.39,0.00,-1.30,17.58,0.00,-50.00
08:30 - 08:45,43.23,0.00,-1.30,17.29,0.00,-60.00
08:45 - 09:00,33.63,0.00,-1.30,17.29,0.00,-95.00
09:00 - 09:15,33.62,-3.00,-0.30,13.45,0.10,-40.00
09:15 - 09:30,16.33,-7.00,-0.30,13.74,0.10,-35.00
09:30 - 09:45,14.41,0.00,-0.30,12.78,0.00,-70.00
09:45 - 10:00,8.65,0.00,-0.30,12.77,0.00,-60.00
10:00 - 10:15,7.69,0.00,-0.30,11.52,0.00,-20.00
10:15 - 10:30,11.52,0.00,-0.30,11.34,0.00,0.00
10:30 - 10:45,37.47,4.80,-0.30,11.34,0.00,-10.00
10:45 - 11:00,34.58,9.61,-0.30,10.86,0.00,-5.00
11:00 - 11:15,36.52,14.41,-0.30,8.93,0.00,20.17
11:15 - 11:30,33.62,11.53,-0.30,8.17,0.00,27.86
11:30 - 11:45,35.54,0.00,-0.30,7.69,0.00,10.57
11:45 - 12:00,33.62,0.00,-0.30,7.69,0.00,0.00
12:00 - 12:15,36.50,0.00,-0.30,7.21,0.00,0.00
12:15 - 12:30,35.54,0.00,-0.30,7.21,0.00,0.00
12:30 - 12:45,9.61,0.00,-0.30,6.72,0.00,0.00
12:45 - 13:00,3.84,0.00,-0.30,6.73,0.00,0.00
13:00 - 13:15,12.48,0.00,-0.30,7.21,0.00,0.00
13:15 - 13:30,11.53,0.00,-0.30,6.72,0.00,0.00
13:30 - 13:45,29.79,13.45,-0.30,6.24,0.00,0.00
13:45 - 14:00,34.59,10.57,-0.30,6.24,0.00,0.00
14:00 - 14:15,27.86,0.00,-0.30,6.24,0.00,11.53
14:15 - 14:30,29.79,0.00,-0.30,5.76,0.00,14.41
14:30 - 14:45,29.79,0.00,-0.30,5.76,0.00,13.45
14:45 - 15:00,25.95,0.00,-0.30,5.28,0.00,18.25
15:00 - 15:15,27.86,-5.00,-0.30,4.80,0.10,0.96
15:15 - 15:30,14.42,-16.00,-0.30,5.28,0.00,2.88
15:30 - 15:45,-23.00,-15.00,-0.30,4.80,0.10,16.33
15:45 - 16:00,2.88,-20.00,-0.30,4.81,0.00,1.92
16:00 - 16:15,-21.00,0.00,-0.30,6.72,0.00,-35.00
16:15 - 16:30,-23.00,0.00,-0.30,7.21,0.00,-113.00
16:30 - 16:45,13.45,0.00,-0.30,7.21,0.00,-138.00
16:45 - 17:00,-11.00,0.00,-0.30,8.17,0.00,-138.00
17:00 - 17:15,11.53,42.27,-0.30,11.53,0.00,25.94
17:15 - 17:30,20.17,28.82,-0.30,12.01,0.00,-37.00
17:30 - 17:45,18.03,19.42,-0.30,9.70,0.00,-49.00
17:45 - 18:00,20.67,18.23,-0.30,9.42,0.00,-57.00
18:00 - 18:15,52.88,17.96,-0.30,8.00,0.00,-50.00
18:15 - 18:30,14.85,21.98,-0.30,9.50,0.00,-44.00
18:30 - 18:45,-14.00,26.84,-0.30,12.99,0.00,-45.00
18:45 - 19:00,-70.00,9.61,-0.30,14.41,0.00,-60.00
19:00 - 19:15,-72.00,0.00,-0.30,14.41,0.00,-116.00
19:15 - 19:30,-27.00,19.21,-0.30,13.93,0.00,-7.00
19:30 - 19:45,0.00,0.00,-0.30,12.97,0.00,24.02
19:45 - 20:00,0.00,0.00,-0.30,12.97,0.00,21.13
20:00 - 20:15,0.00,0.00,-0.30,12.49,0.00,32.66
20:15 - 20:30,-7.00,0.00,-0.30,12.49,0.00,61.48
20:30 - 20:45,-40.00,0.00,-0.30,11.53,0.00,43.23
20:45 - 21:00,-50.00,0.00,-0.30,11.53,0.00,72.05
21:00 - 21:15,42.27,0.00,-0.30,11.53,0.00,44.19
21:15 - 21:30,42.27,0.00,-0.30,11.05,0.00,48.03
21:30 - 21:45,0.00,0.00,0.00,0.00,0.00,0.00
21:45 - 22:00,0.00,0.00,0.00,0.00,0.00,0.00
22:00 - 22:15,0.00,0.00,0.00,0.00,0.00,0.00
22:15 - 22:30,0.00,0.00,0.00,0.00,0.00,0.00
22:30 - 22:45,0.00,0.00,0.00,0.00,0.00,0.00
22:45 - 23:00,0.00,0.00,0.00,0.00,0.00,0.00
23:00 - 23:15,0.00,0.00,0.00,0.00,0.00,0.00
23:15 - 23:30,0.00,0.00,0.00,0.00,0.00,0.00
23:30 - 23:45,0.00,0.00,0.00,0.00,0.00,0.00
23:45 - 24:00,0.00,0.00,0.00,0.00,0.00,0.00
