Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,12.29,75.32,-1.10,5.95,-30.00,0.00,-35.00,51.53
00:15 - 00:30,15.19,75.96,-1.10,7.59,-31.00,0.00,-35.00,65.84
00:30 - 00:45,41.87,119.16,-1.10,9.66,-30.00,0.00,-35.00,119.79
00:45 - 01:00,45.82,114.55,-1.10,10.13,-32.00,0.00,-35.00,118.98
01:00 - 01:15,13.48,125.12,-1.10,12.99,-34.00,0.00,0.00,88.55
01:15 - 01:30,-32.00,101.07,-1.10,12.99,-35.00,0.00,0.00,74.11
01:30 - 01:45,0.00,57.75,-1.10,12.22,-37.00,0.00,0.00,-12.00
01:45 - 02:00,0.00,86.63,-1.10,12.22,-39.00,0.00,0.00,77.00
02:00 - 02:15,-91.00,35.61,-1.40,12.03,-41.00,0.00,0.00,73.15
02:15 - 02:30,-106.00,64.49,-1.40,12.03,-42.00,0.00,0.00,85.66
02:30 - 02:45,-39.00,0.00,-1.40,12.22,-43.00,0.00,0.00,-5.00
02:45 - 03:00,-57.00,-12.00,-1.40,12.22,-43.00,0.00,0.00,-40.00
03:00 - 03:15,-6.00,-54.00,-1.40,12.22,-42.00,0.00,0.00,-70.00
03:15 - 03:30,39.47,-56.00,-1.40,12.22,-42.00,0.00,0.00,-70.00
03:30 - 03:45,24.07,-60.00,-1.40,12.22,-42.00,0.00,0.00,-70.00
03:45 - 04:00,7.70,-63.00,-1.40,12.22,-44.00,0.00,0.00,-70.00
04:00 - 04:15,18.29,-37.00,-1.40,13.86,-44.00,0.00,0.00,-79.00
04:15 - 04:30,12.51,-38.00,-1.40,13.86,-45.00,0.00,0.00,-79.00
04:30 - 04:45,19.25,-25.00,-1.40,13.86,-45.00,0.00,0.00,-76.00
04:45 - 05:00,36.57,-24.00,-1.40,14.44,-48.00,0.10,0.00,-65.00
05:00 - 05:15,-14.00,58.71,-1.40,14.92,-50.00,0.10,0.00,-55.00
05:15 - 05:30,-23.00,66.41,-1.40,15.98,-50.00,0.10,0.00,43.31
05:30 - 05:45,-48.00,57.74,-1.40,15.98,-50.00,0.10,0.00,52.94
05:45 - 06:00,-83.00,36.58,-1.40,17.33,-49.00,0.10,0.00,58.70
06:00 - 06:15,-87.00,24.06,-1.40,20.21,-45.00,0.00,0.00,62.57
06:15 - 06:30,-125.00,20.67,-1.40,18.61,-42.00,3.06,-16.80,62.02
06:30 - 06:45,-93.00,33.09,-1.40,13.84,-39.00,3.25,-16.80,42.11
06:45 - 07:00,-115.00,50.12,-1.40,18.12,-38.00,0.00,-13.80,53.98
07:00 - 07:15,-88.00,51.97,-1.40,23.10,-37.00,0.00,0.00,33.69
07:15 - 07:30,-85.00,-30.00,-1.40,23.10,-38.00,0.00,0.00,-65.00
07:30 - 07:45,19.25,-20.00,-1.40,25.99,-38.00,0.00,0.00,-25.00
07:45 - 08:00,64.48,34.65,-1.40,26.95,-38.00,0.10,0.00,-10.00
08:00 - 08:15,23.10,28.88,-1.40,24.06,-57.00,0.00,0.00,-65.00
08:15 - 08:30,51.01,36.58,-1.40,24.06,-47.00,0.00,0.00,-115.00
08:30 - 08:45,48.12,38.50,-1.40,22.14,-35.00,0.00,0.00,-57.00
08:45 - 09:00,21.18,26.94,-1.40,22.14,-23.00,0.00,0.00,-79.00
09:00 - 09:15,84.70,43.31,-0.40,19.25,-33.00,0.00,0.00,-110.00
09:15 - 09:30,88.55,48.13,-0.40,19.25,-21.00,0.00,0.00,-80.00
09:30 - 09:45,127.05,62.56,-0.40,19.25,-13.00,0.00,0.00,-105.00
09:45 - 10:00,145.34,62.56,-0.40,19.25,-10.00,0.00,0.00,-81.00
10:00 - 10:15,75.07,67.38,-0.40,20.21,-10.00,0.00,0.00,-99.00
10:15 - 10:30,79.89,63.53,-0.40,20.21,0.00,0.00,0.00,-86.00
