Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,161.20,50.20,17.38,0.00,0.00,-125.00
00:15 - 00:30,150.58,25.10,17.38,0.00,0.00,-25.00
00:30 - 00:45,104.25,21.24,16.41,-30.00,0.00,-10.00
00:45 - 01:00,16.41,20.27,16.41,-30.00,0.00,4.83
01:00 - 01:15,0.00,14.48,15.44,-30.00,0.00,33.79
01:15 - 01:30,55.99,14.48,15.44,-59.00,0.00,62.75
01:30 - 01:45,95.56,38.61,14.48,0.00,0.00,19.31
01:45 - 02:00,155.42,38.61,14.48,0.00,0.00,9.65
02:00 - 02:15,168.93,108.11,11.58,-89.00,0.00,-10.00
02:15 - 02:30,163.14,62.74,11.58,-90.00,0.00,-30.00
02:30 - 02:45,118.73,41.51,11.58,-90.00,0.00,0.00
02:45 - 03:00,144.80,41.51,11.58,-81.00,0.00,-25.00
03:00 - 03:15,209.47,96.53,10.62,-46.00,0.00,-5.00
03:15 - 03:30,201.74,99.43,10.62,-44.00,0.00,28.96
03:30 - 03:45,176.65,95.56,10.62,-43.00,0.00,33.79
03:45 - 04:00,166.03,94.60,10.62,-41.00,0.00,-15.00
04:00 - 04:15,160.24,94.60,9.65,-48.00,0.00,48.27
04:15 - 04:30,137.07,91.70,9.65,-45.00,0.00,48.27
04:30 - 04:45,201.75,138.04,9.65,-43.00,0.00,28.96
04:45 - 05:00,188.23,139.97,9.65,-40.00,0.00,28.96
05:00 - 05:15,194.99,129.35,9.65,-39.00,0.00,33.79
05:15 - 05:30,191.13,136.11,9.65,-37.00,0.00,14.48
05:30 - 05:45,127.42,80.12,10.62,-39.00,0.00,0.00
05:45 - 06:00,59.85,76.25,10.62,-40.00,0.00,4.83
06:00 - 06:15,67.57,111.01,20.27,-38.00,0.00,9.65
06:15 - 06:30,63.71,88.81,20.27,-40.00,0.00,9.65
06:30 - 06:45,84.95,86.88,20.27,-37.00,0.00,9.65
06:45 - 07:00,111.98,82.05,20.27,-35.00,0.00,14.48
07:00 - 07:15,117.76,97.50,21.24,-36.00,0.00,9.65
07:15 - 07:30,90.74,93.63,21.24,-33.00,0.00,-5.00
07:30 - 07:45,88.81,124.52,21.24,-30.00,0.00,28.96
07:45 - 08:00,56.95,80.13,20.27,-28.00,0.00,38.61
08:00 - 08:15,45.37,82.05,20.27,-23.00,0.00,48.27
08:15 - 08:30,49.23,79.15,19.31,-15.00,0.00,38.61
08:30 - 08:45,62.74,69.50,23.17,0.00,0.00,48.27
08:45 - 09:00,119.71,77.22,24.13,0.00,0.00,53.09
09:00 - 09:15,213.33,57.92,25.10,0.00,0.00,67.57
09:15 - 09:30,298.28,101.36,25.10,0.00,0.00,106.18
09:30 - 09:45,358.12,118.73,27.03,0.00,0.00,150.59
09:45 - 10:00,349.44,125.49,27.03,0.00,0.00,137.07
10:00 - 10:15,296.34,163.14,27.03,0.00,0.00,67.57
10:15 - 10:30,297.31,174.72,27.03,0.00,0.00,72.40
10:30 - 10:45,280.90,157.34,23.17,0.00,0.00,43.44
10:45 - 11:00,293.45,148.66,22.20,0.00,0.00,43.44
11:00 - 11:15,256.76,179.55,21.24,0.00,0.00,72.40
11:15 - 11:30,248.09,184.37,19.79,0.00,0.00,62.74
11:30 - 11:45,276.08,195.96,18.82,0.00,0.00,77.22
11:45 - 12:00,274.15,200.78,17.38,0.00,0.00,77.22
12:00 - 12:15,285.73,212.37,17.86,0.00,0.00,91.70
12:15 - 12:30,287.65,165.07,17.38,0.00,0.00,91.70
12:30 - 12:45,352.33,214.30,17.38,0.00,0.00,67.57
12:45 - 13:00,318.54,216.23,17.38,0.00,0.00,67.57
13:00 - 13:15,263.53,243.26,27.99,0.00,0.00,91.70
13:15 - 13:30,277.04,246.15,27.99,0.00,0.00,86.88
13:30 - 13:45,271.26,206.57,27.99,0.00,0.00,159.27
13:45 - 14:00,287.66,223.95,27.99,0.00,0.00,154.45
14:00 - 14:15,312.76,253.87,27.99,0.00,0.00,43.44
14:15 - 14:30,329.18,270.28,27.99,0.00,0.00,62.74
14:30 - 14:45,282.84,270.28,0.00,0.00,0.00,77.22
14:45 - 15:00,308.90,284.76,0.00,0.00,0.00,77.22
15:00 - 15:15,228.77,67.57,23.17,0.00,0.00,4.83
15:15 - 15:30,248.08,65.64,23.17,0.00,0.00,0.00
15:30 - 15:45,195.96,160.24,22.20,0.00,0.00,-80.00
15:45 - 16:00,191.13,168.93,22.20,0.00,0.00,-85.00
16:00 - 16:15,210.44,192.09,21.24,0.00,0.00,-40.00
16:15 - 16:30,233.60,195.96,21.24,0.00,0.00,-35.00
16:30 - 16:45,199.82,82.05,20.27,0.00,0.00,-35.00
16:45 - 17:00,150.58,48.27,21.24,0.00,0.00,-45.00
17:00 - 17:15,106.19,27.99,12.55,0.00,0.00,-80.00
17:15 - 17:30,20.27,32.83,11.58,-6.00,0.00,-86.00
17:30 - 17:45,0.00,48.26,10.62,-58.00,0.00,-90.00
17:45 - 18:00,0.00,57.92,9.65,-67.00,0.00,67.57
18:00 - 18:15,39.58,79.15,8.69,-77.00,0.00,92.67
18:15 - 18:30,27.03,74.33,10.62,-87.00,0.00,93.63
18:30 - 18:45,114.87,67.57,12.55,-76.00,0.00,53.09
18:45 - 19:00,68.54,67.57,14.48,-80.00,0.00,38.61
19:00 - 19:15,74.33,9.65,17.38,-60.00,0.00,115.83
19:15 - 19:30,56.97,0.00,14.05,-57.00,0.00,7.80
19:30 - 19:45,77.51,0.00,12.03,-58.00,0.00,-20.00
19:45 - 20:00,91.02,0.00,11.15,-58.00,0.62,-25.00
20:00 - 20:15,49.67,-25.00,9.34,-58.00,0.49,-60.00
20:15 - 20:30,41.82,-22.00,8.93,-55.00,0.23,-60.00
20:30 - 20:45,35.94,-24.00,7.42,-57.00,0.19,-50.00
20:45 - 21:00,35.01,-23.00,7.31,-55.00,0.27,-50.00
21:00 - 21:15,92.35,-81.00,15.40,-54.00,0.00,-60.00
21:15 - 21:30,85.56,-66.00,15.15,-52.00,0.00,-55.00
21:30 - 21:45,48.39,-63.00,18.98,-56.00,0.00,-72.00
21:45 - 22:00,36.68,-48.00,19.31,-55.00,0.00,-72.00
22:00 - 22:15,68.53,-55.00,19.31,0.00,0.00,-100.00
22:15 - 22:30,98.46,-34.00,19.31,0.00,0.00,-95.00
22:30 - 22:45,79.15,-18.00,16.41,0.00,0.00,-93.00
22:45 - 23:00,97.50,-5.00,16.41,0.00,0.00,-82.00
23:00 - 23:15,95.57,0.00,16.41,0.00,1.93,-91.00
23:15 - 23:30,72.40,0.00,15.44,0.00,0.00,-94.00
23:30 - 23:45,73.37,0.00,15.44,0.00,0.00,-86.00
23:45 - 24:00,45.37,-10.00,15.44,0.00,0.00,-84.00
