Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,684.0000,684.0000,684.0000,684.0000,491.6800,491.6800,491.6800,491.6800,491.6800,491.6800,473.0400,473.0400,473.0400,473.0400,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,470.0000,470.0000,470.0000,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,470.0001,470.0001,469.9999,469.9999,470.0000,470.0001,469.9999,470.0000,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,469.9999,470.0001,470.0000,470.0000,470.0001,470.0001,470.0001,470.0001,470.0001,470.0000,470.0000,470.0000,470.0000,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0000,470.0000,470.0000,470.0000,470.0000,470.0000,519.5400,518.6400,516.6400,543.6400,542.6400,542.6400,542.6400,543.6400,544.5400,544.5400,544.5400,544.5400,542.6400,542.6400,541.6400,539.6400
DC Considered for Schedule,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1060.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00
