Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,44.4000,44.4000,44.4000,44.4000,44.4000,44.4000,44.4000,44.4000,44.4000,44.4000,45.9226,45.9226,65.9226,65.9226,65.9226,65.9226,150.0000,150.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0001,287.4819,287.4819,307.0883,307.0883,307.0883,307.0883,307.0883,311.0883,311.0883,311.0883,311.0883,311.0883,311.0883,311.0883,311.0883,307.0883,307.0883,307.0883,297.0883,277.4819,277.4819,277.4819,277.4819,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,307.0883,287.4819,270.0000,270.0000,269.9999,269.9999,269.9999,269.9999,269.9999,269.9999,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000
DC Considered for Schedule,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,640.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,320.00,150.00,150.00,70.00,70.00,70.00,70.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
