Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:15 - 15:30,155.41,167.00,16.41,0.00,0.00,67.57
15:30 - 15:45,161.21,164.09,17.38,0.00,0.00,86.88
15:45 - 16:00,155.41,156.37,17.38,0.00,0.00,86.88
16:00 - 16:15,207.53,152.52,17.38,-13.00,0.00,33.79
16:15 - 16:30,209.46,153.48,17.38,-16.00,0.00,33.79
16:30 - 16:45,171.82,124.52,16.41,0.00,0.00,33.79
16:45 - 17:00,117.77,131.27,18.34,-19.00,0.00,33.79
17:00 - 17:15,-56.00,169.90,9.65,0.00,0.00,-35.00
17:15 - 17:30,-84.00,180.51,8.69,0.00,0.00,-35.00
17:30 - 17:45,30.89,135.14,8.69,0.00,0.00,-40.00
17:45 - 18:00,0.00,139.97,8.69,0.00,0.00,-45.00
18:00 - 18:15,-31.00,140.93,6.76,0.00,0.00,-66.00
18:15 - 18:30,-56.00,137.08,9.65,0.00,0.00,-27.00
18:30 - 18:45,-107.00,48.27,11.58,-33.00,0.00,-60.00
18:45 - 19:00,-102.00,38.62,13.51,-23.00,0.00,-70.00
19:00 - 19:15,0.00,98.46,16.41,-38.00,0.00,-25.00
19:15 - 19:30,30.89,107.15,16.41,-37.00,0.00,-25.00
19:30 - 19:45,-15.00,88.80,17.38,-31.00,0.68,-13.00
19:45 - 20:00,7.72,71.43,17.38,-11.00,0.00,-9.00
20:00 - 20:15,0.00,-54.00,18.34,-17.00,0.00,-40.00
20:15 - 20:30,31.86,-42.00,18.34,-28.00,1.54,-42.00
20:30 - 20:45,54.06,-44.00,13.51,-16.00,1.16,-70.00
20:45 - 21:00,57.93,-70.00,13.51,-17.00,1.25,-70.00
21:00 - 21:15,20.28,-135.00,13.51,-15.00,0.00,-40.00
21:15 - 21:30,14.48,-122.00,13.51,-10.00,0.00,-55.00
21:30 - 21:45,20.28,-168.00,13.51,-10.00,0.00,-90.00
21:45 - 22:00,30.89,-146.00,12.55,-10.00,0.00,-80.00
22:00 - 22:15,-12.00,-132.00,12.55,-10.00,0.00,-110.00
22:15 - 22:30,-7.00,-114.00,12.55,-10.00,0.00,-90.00
22:30 - 22:45,-33.00,-141.00,12.55,-10.00,0.00,-80.00
22:45 - 23:00,-8.00,-129.00,12.55,-10.00,0.00,-70.00
23:00 - 23:15,26.06,-116.00,12.55,-10.00,0.00,-40.00
23:15 - 23:30,27.99,-110.00,12.55,-10.00,0.00,-40.00
23:30 - 23:45,43.44,-93.00,11.58,-11.00,0.00,-60.00
23:45 - 24:00,25.10,-90.00,11.58,-14.00,0.00,-70.00
