Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,856.0000,920.0000,920.0000,920.0000,915.7680,900.4680,900.2680,900.1680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,891.7680,759.7680,759.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,739.7680,736.6552,736.6552,736.6552,736.6552,736.6552,736.6552,673.0000,745.0000,744.9997,744.9997,744.9997,744.9997,751.6552,751.6552,781.6552,781.6552,781.6552,781.6552,801.6552,853.6552,940.0001,940.0001,940.0000,940.0000,970.0000,970.0000,960.0000,1030.1520,1030.1520,1030.1520,940.0001,1027.1520,1083.2648,1163.2648,1188.2648,1180.2648,1017.2648,1051.2648,1093.2648,1154.2648,1230.0000,1230.0000,1046.2648,1046.2648,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.2648,740.2648
DC Considered for Schedule,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,910.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00,920.00
