Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,48.98,-75.00,0.00,7.68,0.00,-35.00
00:15 - 00:30,22.09,-69.00,0.00,7.49,0.00,-10.00
00:30 - 00:45,21.12,0.00,0.00,7.40,0.00,-12.00
00:45 - 01:00,0.00,0.00,0.00,7.20,0.00,-12.00
01:00 - 01:15,0.00,0.00,-1.00,7.01,0.00,-45.00
01:15 - 01:30,0.00,0.00,-1.00,7.01,0.00,-55.00
01:30 - 01:45,0.00,0.00,-1.00,7.01,0.00,-50.00
01:45 - 02:00,0.00,0.00,-1.00,7.01,0.00,-55.00
02:00 - 02:15,27.85,0.00,-1.00,7.01,0.00,-60.00
02:15 - 02:30,66.27,0.00,-1.00,6.91,0.00,-55.00
02:30 - 02:45,82.60,0.00,-1.00,6.91,0.00,-45.00
02:45 - 03:00,44.18,0.00,-1.00,6.91,0.00,-45.00
03:00 - 03:15,36.50,0.00,-1.00,6.91,0.00,-55.00
03:15 - 03:30,35.54,0.00,-1.00,6.91,0.00,-55.00
03:30 - 03:45,22.09,0.00,-1.00,6.91,0.00,-55.00
03:45 - 04:00,25.94,0.00,-1.00,6.91,0.00,-60.00
04:00 - 04:15,-6.00,-17.00,-1.00,7.20,0.00,-55.00
04:15 - 04:30,-10.00,-24.00,-1.00,7.78,0.00,-50.00
04:30 - 04:45,-30.00,-46.00,-1.00,8.07,0.00,-40.00
04:45 - 05:00,-18.00,-51.00,-1.00,9.03,0.00,-15.00
05:00 - 05:15,28.82,-40.00,-1.00,10.37,0.00,4.80
05:15 - 05:30,31.69,-5.00,-1.00,12.49,0.00,-15.00
05:30 - 05:45,45.14,0.00,0.00,14.50,0.00,-15.00
05:45 - 06:00,17.29,-40.00,0.00,15.08,0.00,-10.00
06:00 - 06:15,19.21,-40.00,0.00,16.71,0.00,-35.00
06:15 - 06:30,50.90,-55.00,0.00,18.06,0.00,-45.00
06:30 - 06:45,50.90,-88.00,0.00,18.25,0.00,-55.00
06:45 - 07:00,31.70,-106.00,0.00,18.82,0.00,11.52
07:00 - 07:15,24.97,-135.00,0.00,19.21,0.00,-30.00
07:15 - 07:30,28.81,-153.00,0.00,19.59,0.00,-30.00
07:30 - 07:45,34.58,-157.00,0.00,20.26,0.00,-20.00
07:45 - 08:00,31.70,-155.00,0.00,20.26,0.00,-25.00
08:00 - 08:15,-11.00,-78.00,0.00,20.07,0.00,-5.00
08:15 - 08:30,-15.00,-80.00,0.00,19.50,0.00,-10.00
08:30 - 08:45,-15.00,-76.00,0.00,20.17,0.00,-45.00
08:45 - 09:00,-3.00,-74.00,0.00,19.21,0.00,-50.00
09:00 - 09:15,9.60,-89.00,0.00,15.37,0.00,-70.00
09:15 - 09:30,9.60,-116.00,0.00,15.37,0.00,-60.00
09:30 - 09:45,0.00,-93.00,0.00,14.41,0.00,-65.00
09:45 - 10:00,0.00,-92.00,0.00,14.21,0.00,-50.00
10:00 - 10:15,14.41,-130.00,0.00,13.06,0.00,-15.00
10:15 - 10:30,0.00,-50.00,0.00,12.87,0.00,-15.00
10:30 - 10:45,-9.00,-40.00,0.00,12.77,0.00,-15.00
10:45 - 11:00,-18.00,-40.00,0.00,12.20,0.00,-10.00
11:00 - 11:15,-8.00,-56.00,0.00,9.80,0.00,-25.00
11:15 - 11:30,-23.00,-53.00,0.00,9.51,0.00,-20.00
11:30 - 11:45,-28.00,0.00,0.00,7.20,0.00,-5.00
11:45 - 12:00,-29.00,0.00,0.00,7.20,0.00,-10.00
12:00 - 12:15,-14.00,0.00,0.00,6.72,0.00,-12.00
12:15 - 12:30,-33.00,0.00,0.00,6.72,0.00,9.61
12:30 - 12:45,-30.00,9.61,0.00,6.72,0.00,5.76
12:45 - 13:00,0.00,9.61,0.00,6.24,0.00,4.80
13:00 - 13:15,-32.00,14.40,0.00,7.11,0.00,0.00
13:15 - 13:30,-26.00,9.61,0.00,6.72,0.00,0.00
