timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.9921,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,187.2500,35.1200,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0300,0.0000,0.0000,6.1600,27.9200,35.8700,0.0000,61.9200,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,3.2400,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.1300,0.0000,0.0000,0.0000,15.6500,9.7900,12.9300,8.1000,2.9800,0.0000,14.9900,4.3000,0.0000,0.7500,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1208.7331,511.89,0.00,13.4209,0.00,1707.2022
2,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.9921,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,187.2500,24.5000,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2400,0.0000,0.0000,6.1600,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.6200,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.1300,0.0000,0.0000,0.0000,15.6500,9.7900,12.9300,8.1000,2.9800,0.0000,14.9900,4.3000,0.0000,0.7500,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1196.6131,497.48,0.00,13.2139,0.00,1680.8792
3,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.9921,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,187.2500,19.0600,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2400,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.5300,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,8.1000,2.9800,0.0000,14.9900,4.3000,0.0000,0.7500,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1186.0231,486.29,0.00,13.0440,0.00,1659.2691
4,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.9921,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,187.2500,19.0600,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2400,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.5300,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,8.1000,2.9800,0.0000,14.9900,4.3000,0.0000,0.7500,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1185.6831,474.35,0.00,12.9483,0.00,1647.0848
5,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.7570,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,187.2500,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6700,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.5300,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,8.1000,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1175.8080,460.21,0.00,12.7609,0.00,1623.2571
6,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,7.7570,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,158.3000,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6700,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.5100,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,4.0500,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1142.4580,478.15,0.00,12.6407,0.00,1607.9673
7,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,11.0000,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,144.7800,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6700,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.5100,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,4.0500,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1131.8510,480.19,0.00,12.5739,0.00,1599.4671
8,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,11.0000,51.0000,0.0000,0.0000,0.0000,0.0000,26.7100,138.0300,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6700,0.0000,0.0000,5.3900,27.9200,35.8700,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.3400,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.3100,0.0000,0.0000,0.0000,15.6500,9.7900,8.6200,4.0500,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1124.5910,469.48,0.00,12.4338,0.00,1581.6372
9,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,11.0000,51.1858,0.0000,0.0000,0.0000,0.0000,26.7100,109.0700,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9700,0.0000,0.0000,5.3900,27.6400,35.5100,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,1.2500,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.6500,0.0000,0.0000,0.0000,15.6500,9.7900,8.2100,4.0500,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,1.9700,3.6200,0.0000,0.0000,0.0000,0.0000,0.0000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1093.3168,485.01,0.00,12.3109,0.00,1566.0159
10,NDPL,71DSNDPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4900,0.0000,11.0000,51.1858,0.0000,0.0000,0.0000,0.0000,26.7100,103.2800,19.0600,0.0000,57.0000,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9700,0.0000,0.0000,5.3900,27.6400,35.5100,0.0000,62.0000,42.8000,6.2300,12.5900,7.9000,13.5700,43.9200,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,2.7200,0.0000,0.0000,6.0500,0.0000,0.0000,0.0000,15.2900,2.6500,0.0000,0.0000,0.0000,15.6500,9.7900,8.1900,4.0500,2.9800,0.0000,14.9900,4.3000,0.0000,0.4300,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,3.3500,0.0000,0.0000,0.0000,1.9700,3.6200,0.0000,0.0000,0.0000,0.0000,0.0000,11.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0000,6.0900,0.0000,1085.9268,513.64,0.00,12.4766,0.00,1587.0902
