Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-117.00,-63.00,2.90,-18.00,0.00,-150.00
00:15 - 00:30,-93.00,-40.00,3.38,-16.00,0.00,-125.00
00:30 - 00:45,-18.00,-4.00,3.38,-17.00,0.00,-99.99
00:45 - 01:00,24.16,-25.00,3.38,-20.00,0.00,-125.00
01:00 - 01:15,44.45,-45.00,2.90,-22.00,0.00,-130.00
01:15 - 01:30,94.71,-55.00,2.90,-26.00,0.00,-145.00
01:30 - 01:45,117.90,-62.00,2.42,-27.00,0.00,-135.00
01:45 - 02:00,143.02,-44.00,2.42,-28.00,0.00,-155.00
02:00 - 02:15,154.63,28.99,1.93,-46.00,0.00,-165.00
02:15 - 02:30,147.87,12.56,1.93,-88.00,0.00,-170.00
02:30 - 02:45,143.99,-5.00,0.97,-92.00,0.00,-160.00
02:45 - 03:00,103.40,-23.00,0.97,-93.00,0.00,-150.00
03:00 - 03:15,277.36,23.19,0.00,-105.00,0.00,-155.00
03:15 - 03:30,240.63,10.63,0.00,-106.00,0.00,-175.00
03:30 - 03:45,213.57,-11.00,0.00,-107.00,0.00,-145.00
03:45 - 04:00,175.88,-11.00,0.00,-109.00,0.00,-145.00
04:00 - 04:15,144.96,0.00,-2.00,-111.00,0.00,77.31
04:15 - 04:30,108.24,0.00,-2.00,-113.00,0.00,28.99
04:30 - 04:45,91.81,0.00,-2.00,-114.00,0.00,-30.00
04:45 - 05:00,67.65,0.00,-2.00,-113.00,0.00,-50.00
05:00 - 05:15,157.53,0.00,-3.00,-115.00,0.19,-55.00
05:15 - 05:30,144.97,6.76,-3.00,-117.00,0.77,-85.00
05:30 - 05:45,125.63,10.63,-3.00,-120.00,0.00,-105.00
05:45 - 06:00,87.94,10.63,-3.00,-122.00,0.00,-124.99
06:00 - 06:15,58.95,-10.00,-2.00,-123.00,0.00,-111.00
06:15 - 06:30,18.36,-10.00,-2.00,-123.00,1.06,-111.00
06:30 - 06:45,107.27,28.99,-2.00,-121.00,0.00,-70.00
06:45 - 07:00,67.65,28.99,-2.00,-119.00,0.00,-90.00
07:00 - 07:15,52.19,0.00,-1.00,-116.00,0.00,-125.00
07:15 - 07:30,56.05,0.00,-1.00,-112.00,0.00,-125.00
07:30 - 07:45,29.96,72.48,-1.00,-109.00,0.00,-90.00
07:45 - 08:00,65.72,53.15,-1.00,-114.00,0.00,-90.00
08:00 - 08:15,115.00,67.65,-4.00,-56.00,0.00,-45.00
08:15 - 08:30,111.13,65.72,-4.00,-51.00,0.00,-40.00
08:30 - 08:45,42.52,77.31,-5.00,-47.00,0.00,-15.00
08:45 - 09:00,40.59,72.48,-5.00,-44.00,0.00,-15.00
09:00 - 09:15,59.92,79.24,1.93,-61.00,0.00,-40.00
09:15 - 09:30,58.95,82.15,1.93,-57.00,0.00,-35.00
09:30 - 09:45,46.39,69.58,4.83,-54.00,0.00,-5.00
09:45 - 10:00,56.05,85.04,4.83,-56.00,0.00,19.33
10:00 - 10:15,24.16,85.05,2.90,-62.00,0.00,9.66
10:15 - 10:30,18.36,95.68,2.90,-58.00,0.00,9.66
10:30 - 10:45,37.69,97.60,3.87,-81.00,0.00,-50.00
10:45 - 11:00,44.45,100.51,3.87,-79.00,0.00,-50.00
11:00 - 11:15,147.86,69.58,3.87,-74.00,0.00,-50.00
11:15 - 11:30,148.82,78.28,3.87,-71.00,0.00,-50.00
11:30 - 11:45,184.58,54.12,3.87,-68.00,0.00,-50.00
11:45 - 12:00,179.75,57.98,3.87,-66.00,0.00,-50.00
12:00 - 12:15,172.02,54.12,4.83,-63.00,0.00,-120.00
12:15 - 12:30,163.33,53.15,4.83,-62.00,0.00,-120.00
12:30 - 12:45,-10.00,0.00,4.83,-61.00,0.00,-150.00
12:45 - 13:00,-16.00,0.00,4.83,-60.00,0.00,-140.00
13:00 - 13:15,-100.00,0.00,4.83,-41.00,0.00,-150.00
13:15 - 13:30,-100.00,0.00,4.83,-40.00,0.00,-100.00
13:30 - 13:45,-81.00,9.67,4.83,-39.00,0.00,-25.00
13:45 - 14:00,-85.00,9.67,4.83,-37.00,0.00,-25.00
14:00 - 14:15,-16.00,0.00,5.80,-37.00,0.00,-120.00
14:15 - 14:30,-6.00,0.00,5.80,-34.00,0.00,-85.00
14:30 - 14:45,55.09,0.00,4.83,-37.00,0.00,-90.00
14:45 - 15:00,39.62,0.00,4.83,-37.00,0.00,-55.00
15:00 - 15:15,32.87,9.66,6.76,-37.00,0.00,-15.00
15:15 - 15:30,34.80,12.56,6.76,-39.00,0.00,-17.00
15:30 - 15:45,-14.00,-18.00,6.76,-45.00,0.00,-60.00
15:45 - 16:00,-25.00,-25.00,7.73,-49.00,0.00,-60.00
16:00 - 16:15,-114.00,-24.00,0.97,-50.00,0.00,-65.00
16:15 - 16:30,-134.00,-23.00,0.97,-49.00,0.00,-60.00
16:30 - 16:45,-221.00,-45.00,0.00,-50.00,0.00,-70.00
16:45 - 17:00,-223.00,-39.00,0.00,-6.00,0.00,-70.00
17:00 - 17:15,-216.00,-22.00,4.83,-6.00,0.00,-87.00
17:15 - 17:30,-237.00,-26.00,4.83,-6.00,0.00,-99.00
17:30 - 17:45,-258.00,0.00,4.83,-6.00,0.00,-130.00
17:45 - 18:00,-254.00,0.00,4.83,-6.00,0.00,-130.00
18:00 - 18:15,-140.00,-62.00,5.80,-6.00,0.00,-139.00
18:15 - 18:30,-135.00,-128.00,5.80,-8.00,0.00,-147.00
18:30 - 18:45,-117.00,-71.00,6.76,-14.00,0.00,-118.00
18:45 - 19:00,-99.00,-69.00,6.76,-15.00,0.00,-115.00
19:00 - 19:15,-65.00,-50.00,7.73,-25.00,0.00,-93.00
19:15 - 19:30,-46.00,-29.00,7.73,-26.00,0.00,-85.00
19:30 - 19:45,9.66,-41.00,7.73,-23.00,0.97,-57.00
19:45 - 20:00,13.53,-46.00,7.73,-23.00,0.77,-49.00
20:00 - 20:15,4.83,-30.00,8.70,-24.00,0.48,-32.00
20:15 - 20:30,24.16,-34.00,8.70,-24.00,0.00,-22.00
20:30 - 20:45,51.22,-37.00,9.66,-24.00,0.00,-33.00
20:45 - 21:00,40.59,-39.00,9.66,-24.00,3.00,0.00
21:00 - 21:15,59.92,-10.00,9.66,-25.00,0.00,-60.00
21:15 - 21:30,67.65,0.00,9.66,-23.00,0.00,-140.00
21:30 - 21:45,56.06,-6.00,9.66,-23.00,0.00,-160.00
21:45 - 22:00,52.19,-9.00,9.66,-24.00,0.00,-160.00
22:00 - 22:15,25.13,-31.00,7.73,0.00,0.00,-160.00
22:15 - 22:30,58.95,-16.00,7.73,0.00,0.00,-140.00
22:30 - 22:45,24.16,-83.00,7.73,0.00,0.00,-146.00
22:45 - 23:00,30.93,-99.00,7.73,0.00,0.00,-134.00
23:00 - 23:15,14.50,-82.00,7.73,0.00,0.00,-151.00
23:15 - 23:30,51.22,-85.00,7.73,0.00,0.00,-148.00
23:30 - 23:45,25.13,-27.00,6.76,0.00,0.00,-165.00
23:45 - 24:00,19.33,-37.00,6.76,0.00,0.00,-177.00
