Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,-7.00,-1.00,3.84,-15.00,0.00,-33.00
00:15 - 00:30,0.00,-16.00,-1.00,3.84,-16.00,0.00,-32.00
00:30 - 00:45,44.17,-15.00,-1.00,3.84,-19.00,0.00,-27.00
00:45 - 01:00,45.12,-17.00,-1.00,3.65,-19.00,0.00,-24.00
01:00 - 01:15,33.60,-17.00,-1.00,3.36,-16.00,0.00,-32.00
01:15 - 01:30,34.56,-20.00,-1.00,2.88,-16.00,0.00,-30.00
01:30 - 01:45,0.00,-7.00,-1.00,2.88,-17.00,0.00,-27.00
01:45 - 02:00,0.00,-9.00,-1.00,2.88,-18.00,0.00,-28.00
02:00 - 02:15,0.00,-16.00,-1.00,2.88,-18.00,0.00,-29.00
02:15 - 02:30,0.00,-17.00,-1.00,2.88,-20.00,0.00,-28.00
02:30 - 02:45,0.00,0.00,-1.00,2.88,-19.00,0.00,-25.00
02:45 - 03:00,0.00,0.00,-1.00,2.88,-20.00,0.00,-24.00
03:00 - 03:15,0.00,0.00,-1.00,2.88,-21.00,0.00,-31.00
03:15 - 03:30,0.00,0.00,-1.00,2.88,-21.00,0.00,-33.00
03:30 - 03:45,-7.00,0.00,-1.00,2.88,-21.00,0.00,-37.00
03:45 - 04:00,-32.00,0.00,-1.00,3.84,-21.00,0.00,-37.00
04:00 - 04:15,-46.00,-16.00,-1.00,4.13,-20.00,0.00,-31.00
04:15 - 04:30,-48.00,-13.00,-1.00,4.80,-19.00,0.00,-31.00
04:30 - 04:45,-65.00,-26.00,-1.00,4.80,-19.00,0.00,-27.00
04:45 - 05:00,-141.00,-25.00,-1.00,6.24,-18.00,0.00,-27.00
05:00 - 05:15,-158.00,-20.00,-1.00,7.68,-16.00,0.00,-8.00
05:15 - 05:30,-88.00,-14.00,-1.00,9.79,-14.00,0.00,-34.00
05:30 - 05:45,-39.00,0.00,-1.00,12.48,-12.00,0.00,-91.00
05:45 - 06:00,-18.00,-17.00,-1.00,16.32,-10.00,0.00,-180.00
06:00 - 06:15,-36.00,-63.00,-1.00,14.40,-10.00,0.00,-202.00
06:15 - 06:30,-46.00,-75.00,-1.00,16.61,-10.00,0.00,-224.00
06:30 - 06:45,-102.00,-104.00,-1.00,17.09,-30.00,0.00,-200.00
06:45 - 07:00,-167.00,-107.00,-1.00,15.30,-25.00,1.69,-222.00
07:00 - 07:15,-173.00,-124.00,-1.00,10.34,-20.00,2.04,-215.00
07:15 - 07:30,-113.00,-127.00,-1.00,6.31,-10.00,0.44,-174.00
07:30 - 07:45,-16.00,-123.00,-1.00,3.28,-10.00,0.54,-134.00
07:45 - 08:00,-10.00,-125.00,-1.00,3.71,0.00,0.58,-125.00
08:00 - 08:15,-12.00,-119.00,-1.00,13.19,0.00,1.53,-110.00
08:15 - 08:30,-29.00,-112.00,-1.00,13.46,0.00,1.65,-120.00
08:30 - 08:45,21.13,-78.00,-1.00,17.28,0.00,1.82,-87.00
08:45 - 09:00,43.21,-82.00,-1.00,16.51,0.00,0.00,-79.00
