timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,195.7400,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6100,0.0000,0.0000,3.4500,26.9700,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.3400,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,3.0500,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,10.1900,12.9300,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.9200,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1215.5276,-2.15,-96.00,12.9431,0.00,1104.4345
2,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,182.0100,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8100,0.0000,0.0000,3.4500,27.1600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,3.0500,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,10.1900,12.9300,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.9200,0.0000,0.0000,0.0000,0.0000,0.0000,30.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1202.6276,4.29,-94.00,13.0176,0.00,1099.9000
3,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,179.6900,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,3.4500,24.0600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,10.1900,12.9300,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,0.2400,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.9200,0.0000,0.0000,0.0000,0.0000,0.0000,30.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1193.0876,-38.96,-81.00,12.9802,0.00,1060.1474
4,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,182.5400,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8100,0.0000,0.0000,3.4500,24.0600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,10.1900,12.9300,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.9200,0.0000,0.0000,0.0000,0.0000,0.0000,31.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1197.6376,-86.15,-48.00,13.4588,0.00,1050.0288
5,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,179.6900,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8100,0.0000,0.0000,3.4500,24.0600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,8.6200,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.7600,0.0000,0.0000,0.0000,0.0000,0.0000,31.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1192.3276,-63.02,-31.00,13.9878,0.00,1084.3198
6,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,179.6900,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8100,0.0000,0.0000,3.4500,24.0600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,8.6200,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.7600,0.0000,0.0000,0.0000,0.0000,0.0000,31.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1191.9876,-97.21,-8.00,14.3269,0.00,1072.4507
7,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,180.0000,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8100,0.0000,0.0000,3.4500,21.0100,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,8.6200,4.0400,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.7600,0.0000,0.0000,0.0000,0.0000,0.0000,31.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1188.9176,-125.65,0.00,14.2995,0.00,1048.9681
8,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,180.0000,20.0200,0.0000,58.5634,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9600,0.0000,0.0000,3.4500,21.0100,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,4.3100,0.0000,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.6600,2.7600,0.0000,0.0000,0.0000,0.0000,0.0000,30.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1180.3876,-132.64,0.00,14.2876,0.00,1033.4600
9,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,368.9400,20.0200,0.0000,58.5634,0.0000,0.0000,66.0400,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9600,0.0000,0.0000,3.4500,12.9600,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,4.0200,0.0000,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.5700,2.6900,0.0000,0.0000,0.0000,0.0000,0.0000,30.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1309.4376,-276.82,0.00,12.4848,0.00,1020.1328
10,NDPL,66DSNDPL2025/04/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,74.7800,0.0000,10.6812,0.0000,0.0000,0.0000,0.0000,0.0000,26.6300,368.9400,20.0200,0.0000,58.5634,0.0000,0.0000,66.0400,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9600,0.0000,0.0000,3.4500,12.9900,35.0500,0.0000,103.0500,41.2400,6.0700,12.5100,7.6500,13.4500,43.7900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.5600,0.0000,0.0000,0.0000,0.0000,15.4600,9.7000,4.0200,0.0000,0.0000,2.6100,5.0500,4.1400,0.0000,1.7900,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8300,2.7900,0.0000,0.0000,0.0000,2.5700,2.6900,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1309.1376,-287.82,0.00,12.5683,0.00,1008.7493
