Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,60.47,36.47,-1.50,15.26,-10.00,0.00,-83.00
00:15 - 00:30,45.11,74.87,-1.50,14.97,-10.00,0.00,-73.00
00:30 - 00:45,0.00,38.39,-1.50,14.97,-10.00,0.00,-39.00
00:45 - 01:00,26.88,0.00,-1.50,14.97,-10.00,0.00,-47.00
01:00 - 01:15,20.16,-20.00,-1.50,14.97,-10.00,0.00,-30.00
01:15 - 01:30,52.79,-14.00,-1.50,14.97,-10.00,0.00,-39.00
01:30 - 01:45,64.31,-25.00,-1.50,14.97,-16.00,0.00,-24.00
01:45 - 02:00,63.35,-20.00,-1.50,14.97,-16.00,0.00,-29.00
02:00 - 02:15,90.22,77.74,-1.50,14.40,-16.00,0.00,-40.00
02:15 - 02:30,81.58,85.42,-1.50,14.40,-16.00,0.00,-49.00
02:30 - 02:45,52.79,91.18,-1.50,14.40,-16.00,0.00,-45.00
02:45 - 03:00,8.64,101.73,-1.50,14.40,-16.00,0.00,-45.00
03:00 - 03:15,26.87,23.04,-1.50,14.40,-16.00,0.00,-56.00
03:15 - 03:30,30.71,0.00,-1.50,14.40,-16.00,0.00,-56.00
03:30 - 03:45,28.79,0.00,-1.50,14.40,-16.00,0.00,-53.00
03:45 - 04:00,36.48,0.00,-1.50,14.01,-16.00,0.00,-55.00
04:00 - 04:15,16.32,0.00,-1.50,14.01,-16.00,0.00,-61.00
04:15 - 04:30,39.35,0.00,-1.50,14.01,-16.00,0.00,-50.00
04:30 - 04:45,52.79,0.00,-1.50,14.40,-16.00,0.00,-38.00
04:45 - 05:00,48.95,0.00,-1.50,14.40,-16.00,0.00,-14.00
05:00 - 05:15,13.44,31.67,-1.50,15.36,-16.00,0.00,-90.00
05:15 - 05:30,17.28,33.58,-1.50,17.76,-16.00,6.05,-88.00
05:30 - 05:45,20.16,42.22,-1.50,18.24,-16.00,5.28,-76.00
05:45 - 06:00,21.12,45.11,-1.50,20.16,-16.00,5.85,-41.00
06:00 - 06:15,-17.00,49.90,-1.50,21.12,0.00,4.13,-106.00
06:15 - 06:30,9.60,49.91,-1.50,21.12,0.00,7.29,-74.00
06:30 - 06:45,0.00,-20.00,-1.50,22.07,0.00,8.16,-83.00
06:45 - 07:00,0.00,-20.00,-1.50,22.07,0.00,4.32,-57.00
07:00 - 07:15,-38.00,-36.00,-1.50,23.03,0.00,2.69,-140.00
07:15 - 07:30,-53.00,-34.00,-1.50,23.99,0.00,3.94,-140.00
07:30 - 07:45,-96.00,-50.00,-1.50,24.00,0.00,0.00,-154.00
07:45 - 08:00,-58.00,-100.00,-1.50,24.00,0.00,0.00,-114.00
08:00 - 08:15,-235.00,-36.00,-1.50,23.04,-20.00,0.00,-117.00
08:15 - 08:30,-182.00,23.99,-1.50,23.04,-17.00,0.00,-84.00
08:30 - 08:45,-157.00,-10.00,-1.50,22.08,-13.00,0.00,-92.00
08:45 - 09:00,-131.00,-10.00,-1.50,22.08,-9.00,0.00,-113.00
09:00 - 09:15,-83.00,-40.00,-1.50,22.08,-24.00,0.00,-84.00
09:15 - 09:30,-90.00,-46.00,-1.50,21.12,-22.00,0.00,-33.00
09:30 - 09:45,-59.00,-30.00,-1.50,21.11,-18.00,0.00,19.20
09:45 - 10:00,-55.00,-30.00,-1.50,20.16,-17.00,0.00,-45.00
10:00 - 10:15,17.28,-39.00,-1.00,20.15,-16.00,0.00,-64.00
10:15 - 10:30,-1.00,-33.00,-1.00,19.20,-14.00,0.00,-68.00
10:30 - 10:45,14.40,-33.00,-1.00,19.19,-12.00,0.00,-68.00
10:45 - 11:00,0.00,-33.00,-1.00,19.20,-12.00,0.00,-69.00
11:00 - 11:15,-31.00,-29.00,-1.00,19.20,-11.00,0.00,-70.00
11:15 - 11:30,-32.00,-23.00,-1.00,19.20,-11.00,0.00,-75.00
11:30 - 11:45,-10.00,-41.00,-1.00,19.20,-11.00,0.00,-64.00
11:45 - 12:00,-16.00,-43.00,-1.00,18.24,-11.00,0.00,-65.00
12:00 - 12:15,-54.00,-43.00,-1.00,18.24,-11.00,0.00,-46.00
12:15 - 12:30,-59.00,-38.00,-1.00,18.24,-13.00,0.00,-46.00
12:30 - 12:45,-13.00,-40.00,-1.00,15.36,-14.00,0.00,-14.00
12:45 - 13:00,-28.00,-43.00,-1.00,14.40,-14.00,0.00,-21.00
13:00 - 13:15,-52.00,-30.00,-1.00,15.36,-14.00,0.00,-116.00
13:15 - 13:30,-74.00,-30.00,-1.00,15.36,-16.00,0.00,-142.00
13:30 - 13:45,-111.00,-51.00,-1.00,14.40,-19.00,0.00,-80.00
13:45 - 14:00,-125.00,-55.00,-1.00,14.40,-21.00,0.00,-121.00
14:00 - 14:15,-75.00,-41.00,-1.00,12.48,-20.00,0.00,-84.00
14:15 - 14:30,-64.00,-40.00,-1.00,12.48,-20.00,0.00,-89.00
14:30 - 14:45,-88.00,-58.00,-1.00,12.48,-19.00,0.00,-75.00
14:45 - 15:00,-71.00,-51.00,-1.00,11.52,-18.00,0.00,-92.00
15:00 - 15:15,-49.00,-82.00,-1.00,10.56,-17.00,0.00,-83.00
15:15 - 15:30,-30.00,-84.00,-1.00,11.52,-16.00,0.00,-83.00
15:30 - 15:45,15.35,-32.00,-1.00,12.48,-16.00,0.00,-84.00
15:45 - 16:00,36.47,-31.00,-1.00,13.44,-16.00,0.00,-84.00
16:00 - 16:15,11.52,-48.00,-1.00,14.39,-17.00,0.00,-92.00
16:15 - 16:30,52.79,-99.00,-1.00,14.40,-17.00,0.00,-92.00
16:30 - 16:45,-19.00,-93.00,-1.00,15.36,-17.00,0.00,-90.00
16:45 - 17:00,14.40,-94.00,-1.00,15.35,-19.00,0.00,-95.00
17:00 - 17:15,7.68,-111.00,-1.00,15.36,-8.00,0.00,-79.00
17:15 - 17:30,-7.00,-109.00,-1.00,15.36,-10.00,0.00,-81.00
17:30 - 17:45,-43.00,-67.00,-1.00,15.36,0.00,3.36,-100.00
17:45 - 18:00,-45.00,-59.00,-1.00,15.36,0.00,0.00,-100.00
18:00 - 18:15,-40.00,0.00,-1.00,16.32,0.00,0.00,-80.00
18:15 - 18:30,-49.00,0.00,-1.00,17.28,0.00,0.00,-110.00
18:30 - 18:45,-85.00,-29.00,-1.00,17.27,0.00,2.69,-140.00
18:45 - 19:00,-58.00,-61.00,-1.00,12.20,0.00,2.51,-95.00
19:00 - 19:15,-57.00,-48.00,-1.00,9.62,0.00,3.09,-85.00
19:15 - 19:30,-88.00,-46.00,-1.00,8.42,0.00,2.49,-75.00
19:30 - 19:45,210.70,-55.00,-1.00,13.93,0.00,2.38,-80.00
19:45 - 20:00,-87.00,-67.00,-1.00,18.76,0.00,0.00,-90.00
20:00 - 20:15,17.28,-77.00,-1.00,23.03,0.00,0.00,-85.00
20:15 - 20:30,24.95,-86.00,-1.00,22.08,0.00,0.00,-90.00
20:30 - 20:45,0.00,-74.00,-1.00,23.04,0.00,7.39,-85.00
20:45 - 21:00,0.00,-66.00,-1.00,23.03,0.00,5.76,-115.00
21:00 - 21:15,12.48,-78.00,-1.00,18.23,0.00,2.21,-100.00
21:15 - 21:30,17.28,-82.00,-1.00,18.23,0.00,9.41,-100.00
21:30 - 21:45,20.15,-27.00,-1.00,18.24,0.00,4.99,-60.00
21:45 - 22:00,25.91,-27.00,-1.00,17.28,0.00,5.09,-45.00
22:00 - 22:15,22.08,-44.00,-1.00,16.32,0.00,4.89,-40.00
22:15 - 22:30,21.11,-44.00,-1.00,15.36,0.00,3.36,-40.00
22:30 - 22:45,0.00,-39.00,-1.00,14.40,0.00,0.96,-40.00
22:45 - 23:00,7.68,-42.00,-1.00,13.44,0.00,2.59,-40.00
23:00 - 23:15,-22.00,-24.00,-1.00,13.44,0.00,0.00,-68.00
23:15 - 23:30,-30.00,-28.00,-1.00,12.48,0.00,0.00,-92.00
23:30 - 23:45,-42.00,-27.00,-1.00,11.52,0.00,0.00,-174.00
23:45 - 24:00,-46.00,-31.00,-1.00,10.56,0.00,0.00,-259.00
