Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
20:30 - 20:45,38.42,24.98,-1.20,12.49,0.00,0.00,9.61
20:45 - 21:00,21.13,13.45,-1.20,11.53,0.00,0.00,0.00
21:00 - 21:15,77.82,0.00,-1.20,11.53,0.00,0.00,0.00
21:15 - 21:30,77.81,0.00,-1.20,10.57,0.00,0.00,0.00
21:30 - 21:45,54.76,0.00,-1.20,9.61,0.00,0.00,-5.00
21:45 - 22:00,37.46,0.00,-1.20,9.61,0.00,0.00,-5.00
22:00 - 22:15,66.28,-6.00,-2.20,8.65,0.00,0.00,9.61
22:15 - 22:30,63.40,-14.00,-2.20,8.65,0.00,0.00,14.41
22:30 - 22:45,72.05,-11.00,-2.20,7.69,-10.00,0.00,26.90
22:45 - 23:00,47.07,-7.00,-2.20,7.69,-10.00,0.00,24.98
23:00 - 23:15,-10.00,0.00,-2.20,6.72,-10.00,0.00,10.57
23:15 - 23:30,20.18,0.00,-2.20,6.72,-10.00,0.00,10.57
23:30 - 23:45,30.74,0.00,-2.20,7.69,-10.00,0.00,5.76
23:45 - 24:00,22.09,0.00,-2.20,7.21,-10.00,0.00,13.45
