Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,18.26,14.41,-2.20,4.80,0.00,0.00,18.25
00:15 - 00:30,22.10,9.61,-2.20,4.80,0.00,0.00,13.45
00:30 - 00:45,0.00,9.61,-2.20,4.80,0.00,0.00,9.61
00:45 - 01:00,10.56,9.61,-2.20,4.61,0.00,0.00,8.65
01:00 - 01:15,17.30,14.41,-2.20,4.32,0.00,0.00,2.88
01:15 - 01:30,0.00,14.41,-2.20,4.32,0.00,0.00,-5.00
01:30 - 01:45,0.00,0.00,-2.20,4.32,0.00,0.00,0.00
01:45 - 02:00,20.18,0.00,-2.20,4.32,0.00,0.00,0.00
02:00 - 02:15,40.35,0.00,-2.20,3.84,0.00,0.00,10.57
02:15 - 02:30,40.36,0.00,-2.20,3.84,0.00,0.00,5.76
02:30 - 02:45,25.94,0.00,-2.20,3.84,0.00,0.00,14.41
02:45 - 03:00,23.06,0.00,-2.20,3.84,0.00,0.00,7.69
03:00 - 03:15,16.33,0.00,-2.20,3.84,0.00,0.00,0.00
03:15 - 03:30,15.37,0.00,-2.20,3.84,0.00,0.00,0.00
03:30 - 03:45,12.49,0.00,-2.20,3.84,0.00,0.00,-4.00
03:45 - 04:00,0.00,0.00,-2.20,3.84,0.00,0.00,-6.00
04:00 - 04:15,0.00,0.00,-2.20,4.80,0.00,0.00,7.69
04:15 - 04:30,0.00,0.00,-2.20,4.80,0.00,0.00,15.37
04:30 - 04:45,0.00,0.00,-2.20,5.76,0.00,0.00,24.98
04:45 - 05:00,0.00,0.00,-2.20,6.72,0.00,0.00,42.28
05:00 - 05:15,22.10,0.00,-2.20,6.72,0.00,0.00,22.10
05:15 - 05:30,32.66,0.00,-2.20,7.69,0.00,0.00,14.41
05:30 - 05:45,46.11,0.00,-2.20,8.65,0.00,0.00,18.25
05:45 - 06:00,50.91,-10.00,-2.20,10.57,0.00,0.00,12.49
06:00 - 06:15,0.00,0.00,-2.20,11.53,0.00,0.00,-20.00
06:15 - 06:30,0.00,-5.00,-2.20,11.53,0.00,0.00,-14.00
06:30 - 06:45,28.82,-13.00,-2.20,11.53,0.00,0.00,-27.00
06:45 - 07:00,69.17,-13.00,-2.20,12.49,0.00,0.00,-77.00
07:00 - 07:15,0.00,-35.00,-2.20,12.49,0.00,0.00,-2.00
07:15 - 07:30,0.00,0.00,-2.20,12.49,0.00,0.00,21.13
07:30 - 07:45,64.37,-40.00,-2.20,12.49,0.00,1.83,97.98
07:45 - 08:00,74.93,-33.00,-2.20,12.49,0.00,1.34,22.10
08:00 - 08:15,15.37,0.00,-2.20,12.49,0.00,0.10,-186.00
08:15 - 08:30,12.49,0.00,-2.20,12.49,0.00,0.00,-210.00
08:30 - 08:45,43.23,12.49,-2.20,14.41,0.00,0.00,0.00
08:45 - 09:00,49.00,15.37,-2.20,14.41,0.00,0.00,11.53
09:00 - 09:15,65.33,25.94,-1.20,11.53,-15.00,0.00,15.37
09:15 - 09:30,72.05,28.82,-1.20,11.53,-10.00,0.00,13.45
09:30 - 09:45,87.42,22.10,-1.20,10.57,-10.00,0.00,12.49
09:45 - 10:00,99.91,9.61,-1.20,10.57,-10.00,0.00,26.90
10:00 - 10:15,54.75,0.00,-1.20,8.65,-10.00,0.00,10.57
10:15 - 10:30,59.56,5.76,-1.20,7.69,-10.00,0.00,13.45
10:30 - 10:45,63.40,19.21,-1.20,7.69,-10.00,0.00,9.61
10:45 - 11:00,68.21,0.00,-1.20,7.01,-10.00,0.00,9.61
11:00 - 11:15,81.66,16.33,-1.20,5.09,-10.00,0.00,28.82
11:15 - 11:30,68.21,15.37,-1.20,5.09,-10.00,0.00,26.90
11:30 - 11:45,49.96,10.57,-1.20,6.72,0.00,0.00,24.02
11:45 - 12:00,50.92,3.84,-1.20,6.72,0.00,0.00,24.02
12:00 - 12:15,36.51,14.41,-1.20,6.72,0.00,0.00,14.41
12:15 - 12:30,42.28,16.33,-1.20,6.72,0.00,0.00,17.29
12:30 - 12:45,20.18,14.41,-1.20,6.72,0.00,0.00,0.00
12:45 - 13:00,12.49,28.83,-1.20,6.72,0.00,0.00,0.00
13:00 - 13:15,17.29,22.10,-1.20,6.72,0.00,0.00,0.00
13:15 - 13:30,21.14,23.06,-1.20,6.72,0.00,0.00,28.82
13:30 - 13:45,35.55,17.29,-1.20,5.76,0.00,0.00,48.04
13:45 - 14:00,34.59,13.45,-1.20,5.76,0.00,0.00,48.03
14:00 - 14:15,26.90,24.98,-1.20,5.76,0.00,0.00,57.64
14:15 - 14:30,26.90,24.02,-1.20,5.76,0.00,0.00,57.64
14:30 - 14:45,10.57,4.80,-1.20,5.76,0.00,0.00,57.65
14:45 - 15:00,10.57,0.00,-1.20,5.76,0.00,0.00,67.25
15:00 - 15:15,11.53,-13.00,-1.20,5.76,0.00,0.00,38.43
15:15 - 15:30,-7.00,-29.00,-1.20,5.76,0.00,0.00,24.02
15:30 - 15:45,0.00,-31.00,-1.20,5.76,0.00,0.00,0.00
15:45 - 16:00,0.00,8.65,-1.20,5.76,0.00,0.00,0.00
16:00 - 16:15,0.00,9.60,-1.20,8.65,0.00,0.00,0.00
16:15 - 16:30,0.00,0.00,-1.20,8.65,0.00,0.00,-45.00
16:30 - 16:45,30.74,-26.00,-1.20,8.65,0.00,0.00,-110.00
16:45 - 17:00,63.40,-142.00,-1.20,9.61,0.00,0.00,-15.00
17:00 - 17:15,-22.00,-91.00,-1.20,10.51,0.00,0.00,26.28
17:15 - 17:30,-9.00,-97.00,-1.20,7.70,0.00,0.12,-60.00
17:30 - 17:45,-35.00,-90.00,-1.20,6.02,0.00,0.69,-65.00
17:45 - 18:00,14.56,-73.00,-1.20,5.92,0.00,1.59,-60.00
18:00 - 18:15,21.57,-55.00,-1.20,4.87,0.00,1.98,-55.00
18:15 - 18:30,11.00,-65.00,-1.20,5.70,0.00,1.33,-55.00
18:30 - 18:45,38.84,-74.00,-1.20,8.69,0.00,0.35,-70.00
18:45 - 19:00,-24.00,-89.00,-1.20,13.88,0.00,0.10,-75.00
19:00 - 19:15,51.88,-90.00,-1.20,14.41,0.00,0.77,-55.00
19:15 - 19:30,49.00,-28.00,-1.20,14.41,0.00,0.00,-170.00
19:30 - 19:45,22.10,0.00,-1.20,13.45,0.00,0.00,-10.00
19:45 - 20:00,23.06,18.25,-1.20,13.45,0.00,0.00,-5.00
20:00 - 20:15,33.62,10.57,-1.20,12.49,0.00,0.00,0.00
20:15 - 20:30,38.43,28.82,-1.20,12.49,0.00,0.00,0.00
