Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-215.00,-60.00,15.70,-64.00,0.00,34.68
00:15 - 00:30,-85.00,-80.00,15.51,-64.00,0.00,31.79
00:30 - 00:45,-47.00,-57.00,15.22,-60.00,0.00,87.66
00:45 - 01:00,-12.00,-34.00,14.93,-63.00,0.00,146.42
01:00 - 01:15,26.01,-46.00,14.45,-61.00,0.00,74.17
01:15 - 01:30,22.16,0.00,14.16,-61.00,0.00,-20.00
01:30 - 01:45,19.26,0.00,13.49,-62.00,0.00,-16.00
01:45 - 02:00,26.00,0.00,13.49,-60.00,0.00,10.60
02:00 - 02:15,0.00,4.82,13.49,-68.00,0.00,9.63
02:15 - 02:30,0.00,4.82,12.14,-71.00,0.00,13.48
02:30 - 02:45,0.00,10.60,12.72,-70.00,0.00,15.40
02:45 - 03:00,0.00,19.26,12.72,-68.00,0.00,6.74
03:00 - 03:15,0.00,16.38,12.72,-66.00,0.00,22.15
03:15 - 03:30,0.00,16.38,12.33,-65.00,0.00,26.01
03:30 - 03:45,-51.00,0.00,12.14,-64.00,0.00,31.79
03:45 - 04:00,-55.00,0.00,11.94,-65.00,0.00,29.87
04:00 - 04:15,0.00,0.00,11.75,-65.00,0.00,32.75
04:15 - 04:30,0.00,0.00,11.56,-65.00,0.00,39.49
04:30 - 04:45,62.60,-10.00,11.56,-65.00,0.00,52.98
04:45 - 05:00,44.31,-10.00,11.56,-65.00,0.00,47.20
05:00 - 05:15,69.36,-13.00,11.56,-76.00,0.00,18.30
05:15 - 05:30,50.09,-18.00,11.56,-72.00,0.00,50.09
05:30 - 05:45,0.00,-10.00,11.56,-70.00,0.00,54.91
05:45 - 06:00,0.00,-10.00,12.13,-72.00,0.00,4.82
06:00 - 06:15,-9.00,-5.00,12.52,-72.00,0.00,52.98
06:15 - 06:30,-48.00,-10.00,13.00,-71.00,0.00,-147.00
06:30 - 06:45,14.45,-60.00,13.49,-69.00,0.00,-153.00
06:45 - 07:00,-18.00,-117.00,13.97,-70.00,0.00,-107.00
07:00 - 07:15,-79.00,-70.00,14.45,-92.00,0.00,-277.00
07:15 - 07:30,-85.00,-80.00,14.93,-85.00,0.00,-131.00
07:30 - 07:45,-68.00,-47.00,15.41,-124.00,0.00,-59.00
07:45 - 08:00,-59.00,-76.00,15.99,-113.00,0.10,-67.00
08:00 - 08:15,-294.00,-144.00,9.15,-111.00,0.00,-83.00
08:15 - 08:30,-573.00,-169.00,9.63,-113.00,0.00,-70.00
08:30 - 08:45,-613.00,-175.00,10.11,-109.00,0.00,-50.00
08:45 - 09:00,-615.00,-180.00,10.60,-95.00,0.00,-25.00
09:00 - 09:15,-581.00,-194.00,8.67,-112.00,0.00,-72.00
09:15 - 09:30,-583.00,-194.00,9.63,-100.00,0.00,12.53
09:30 - 09:45,-550.00,-190.00,10.60,-86.00,0.00,21.19
09:45 - 10:00,-541.00,-183.00,11.56,-73.00,0.00,6.74
10:00 - 10:15,-525.00,-167.00,10.60,-27.60,0.00,28.90
10:15 - 10:30,-509.00,-151.00,11.56,-26.20,0.00,48.16
10:30 - 10:45,-517.00,-128.00,12.04,-24.60,0.00,28.90
10:45 - 11:00,-488.00,-106.00,12.04,-23.30,0.00,52.02
11:00 - 11:15,-479.00,-117.00,11.17,-23.10,0.00,57.80
11:15 - 11:30,-465.00,-104.00,11.17,-22.20,0.00,67.44
11:30 - 11:45,-454.00,-93.00,11.17,-21.30,0.00,72.25
11:45 - 12:00,-447.00,-86.00,11.17,-20.50,0.00,72.25
12:00 - 12:15,-431.00,-71.00,13.49,-21.30,0.00,96.33
12:15 - 12:30,-422.00,-65.00,13.49,-21.60,0.00,96.33
12:30 - 12:45,-434.00,-57.00,13.49,-21.60,0.00,115.59
12:45 - 13:00,-428.00,-52.00,13.49,-21.30,0.00,92.47
13:00 - 13:15,-431.00,-65.00,14.45,-20.90,0.00,46.24
13:15 - 13:30,-415.00,-61.00,14.45,-20.50,0.00,42.38
13:30 - 13:45,-378.00,-50.00,14.45,-20.00,0.00,78.03
13:45 - 14:00,-330.00,-25.00,14.45,-19.50,0.00,123.30
14:00 - 14:15,-87.00,0.00,16.38,-14.30,0.00,48.16
14:15 - 14:30,-72.00,0.00,16.38,-15.00,0.00,99.22
14:30 - 14:45,-128.00,0.00,16.38,-16.10,0.00,110.78
14:45 - 15:00,-126.00,0.00,16.38,-16.70,0.00,110.78
15:00 - 15:15,-179.00,0.00,19.27,-48.00,0.00,52.98
15:15 - 15:30,-130.00,0.00,19.27,-48.00,0.00,33.71
15:30 - 15:45,-72.00,0.00,19.27,-47.00,0.00,38.53
15:45 - 16:00,-49.00,0.00,19.27,-50.00,0.00,44.31
16:00 - 16:15,-17.00,0.00,22.16,-55.00,0.00,53.94
16:15 - 16:30,-46.00,0.00,22.16,-62.00,0.00,39.49
16:30 - 16:45,-91.00,0.00,21.19,-72.00,0.00,28.90
16:45 - 17:00,-108.00,0.00,20.23,-76.00,0.00,19.27
17:00 - 17:15,-105.00,0.00,18.30,-36.00,0.00,-10.00
17:15 - 17:30,-86.00,0.00,17.34,-47.00,0.00,0.00
17:30 - 17:45,-40.00,0.00,17.34,-60.00,0.00,-25.00
17:45 - 18:00,-38.00,0.00,17.34,-76.00,0.00,-30.00
18:00 - 18:15,-119.00,0.00,14.45,-60.00,0.00,0.00
18:15 - 18:30,-126.00,0.00,14.45,-59.00,0.00,14.45
18:30 - 18:45,-86.00,-25.00,14.45,-61.00,0.00,19.27
18:45 - 19:00,-101.00,-23.00,15.41,-66.00,0.00,-75.00
19:00 - 19:15,25.05,-32.00,15.41,-66.00,0.00,48.16
19:15 - 19:30,48.17,-35.00,15.41,-64.00,0.00,-35.00
19:30 - 19:45,45.27,-34.00,20.23,-64.00,0.00,-45.00
19:45 - 20:00,59.72,-30.00,20.23,-64.00,0.00,-45.00
20:00 - 20:15,51.05,-23.00,20.23,-62.00,0.00,-55.00
20:15 - 20:30,54.91,-24.00,20.23,-62.00,0.00,-40.00
20:30 - 20:45,20.23,-57.00,18.30,-59.00,0.10,-50.00
20:45 - 21:00,15.41,-64.00,18.30,-59.00,0.10,-50.00
21:00 - 21:15,34.68,-69.00,18.30,-59.00,0.00,4.82
21:15 - 21:30,16.38,-82.00,17.34,-65.00,0.00,62.61
21:30 - 21:45,52.02,-62.00,17.34,-62.00,0.10,72.24
21:45 - 22:00,22.16,-113.00,19.27,-63.00,0.10,67.42
22:00 - 22:15,86.70,-79.00,18.30,-62.00,0.10,77.06
22:15 - 22:30,117.53,-48.00,18.30,-62.00,0.00,67.43
22:30 - 22:45,46.24,-61.00,17.34,-60.00,0.29,81.88
22:45 - 23:00,72.24,0.00,16.86,-57.00,0.58,72.25
23:00 - 23:15,89.59,-17.00,18.30,-46.00,2.50,91.52
23:15 - 23:30,98.26,-9.00,18.30,-48.00,1.73,105.97
23:30 - 23:45,81.88,-25.00,17.34,-49.00,0.19,105.97
23:45 - 24:00,54.91,-19.00,17.34,-51.00,0.00,91.51
