Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-79.00,-17.00,12.55,-25.00,0.00,-150.00
00:15 - 00:30,-89.00,-31.00,12.26,-25.00,0.00,-155.00
00:30 - 00:45,-130.00,-35.00,11.97,-25.00,0.00,-150.00
00:45 - 01:00,-137.00,-32.00,11.78,-25.00,0.00,-140.00
01:00 - 01:15,-146.00,-62.00,11.78,-35.00,0.00,-135.00
01:15 - 01:30,-185.00,-80.00,11.78,-35.00,0.00,-130.00
01:30 - 01:45,-63.00,0.00,11.58,-35.00,0.00,-130.00
01:45 - 02:00,-129.00,-15.00,11.58,-35.00,0.00,-125.00
02:00 - 02:15,-120.00,-35.00,11.29,-35.00,0.00,-70.00
02:15 - 02:30,-32.00,-18.00,10.62,-35.00,0.00,-70.00
02:30 - 02:45,-74.00,-75.00,10.04,-35.00,0.00,-85.00
02:45 - 03:00,-74.00,-68.00,9.85,-35.00,0.00,-75.00
03:00 - 03:15,-37.00,-25.00,10.14,-45.00,0.00,-50.00
03:15 - 03:30,-40.00,-21.00,10.14,-45.00,0.00,-35.00
03:30 - 03:45,-46.00,7.72,10.14,-45.00,0.00,-40.00
03:45 - 04:00,-42.00,-6.00,10.14,-45.00,0.00,-40.00
04:00 - 04:15,-10.00,7.72,9.66,-45.00,0.00,-20.00
04:15 - 04:30,-16.00,7.72,9.17,-45.00,0.00,-10.00
04:30 - 04:45,-56.00,-7.00,8.69,-45.00,0.00,-15.00
04:45 - 05:00,-57.00,-5.00,8.49,-45.00,0.00,-15.00
05:00 - 05:15,0.00,9.66,8.49,-45.00,0.00,-5.00
05:15 - 05:30,0.00,4.83,8.49,-45.00,0.00,0.00
05:30 - 05:45,0.00,0.00,9.17,-45.00,0.00,0.00
05:45 - 06:00,0.00,0.00,9.65,-45.00,0.00,-5.00
06:00 - 06:15,15.44,-7.00,19.31,-45.00,0.00,9.65
06:15 - 06:30,71.43,-6.00,20.27,-45.00,0.00,0.00
06:30 - 06:45,37.64,0.00,20.27,-45.00,0.00,4.83
06:45 - 07:00,-10.00,-46.00,20.75,-45.00,0.00,0.00
07:00 - 07:15,0.00,0.00,20.75,-45.00,0.00,0.00
07:15 - 07:30,15.44,-41.00,20.76,-45.00,0.00,4.83
07:30 - 07:45,86.88,-22.00,20.75,-45.00,0.00,-20.00
07:45 - 08:00,90.74,-27.00,20.27,-45.00,0.00,0.00
08:00 - 08:15,88.81,-16.00,20.56,-40.00,0.00,14.48
08:15 - 08:30,98.45,-10.00,19.02,-29.00,0.00,19.31
