Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,-32.00,6.91,0.00,-26.00
00:15 - 00:30,0.00,-25.00,6.72,0.00,-28.00
00:30 - 00:45,-27.00,-31.00,6.52,0.00,-22.00
00:45 - 01:00,-41.00,-32.00,6.43,0.00,-25.00
01:00 - 01:15,-41.00,-27.00,6.33,0.00,-26.00
01:15 - 01:30,-60.00,-33.00,6.24,0.00,-26.00
01:30 - 01:45,-71.00,-27.00,6.24,0.00,-17.00
01:45 - 02:00,-71.00,-28.00,6.24,0.00,-19.00
02:00 - 02:15,-81.00,-66.00,6.24,0.00,-23.00
02:15 - 02:30,-46.00,-59.00,6.14,0.00,-22.00
02:30 - 02:45,-33.00,-52.00,6.14,0.00,-21.00
02:45 - 03:00,-30.00,-49.00,6.04,0.00,-21.00
03:00 - 03:15,0.00,-35.00,6.04,0.00,-21.00
03:15 - 03:30,0.00,-25.00,5.95,0.00,-20.00
03:30 - 03:45,0.00,-15.00,5.95,0.00,-20.00
03:45 - 04:00,0.00,-17.00,5.95,0.00,-18.00
04:00 - 04:15,0.00,-15.00,6.14,0.00,-13.00
04:15 - 04:30,0.00,-25.00,6.52,0.00,-13.00
04:30 - 04:45,17.26,0.00,6.72,0.00,-12.00
04:45 - 05:00,40.29,0.00,7.87,0.00,-14.00
05:00 - 05:15,61.39,9.59,6.72,0.00,-10.00
05:15 - 05:30,69.08,9.59,8.63,0.00,-5.00
05:30 - 05:45,90.17,16.31,2.40,0.00,-16.00
05:45 - 06:00,48.92,18.23,3.84,0.00,-13.00
06:00 - 06:15,46.05,-20.00,5.28,0.00,7.67
06:15 - 06:30,51.80,-20.00,6.72,0.00,-14.00
06:30 - 06:45,21.10,-24.00,7.87,0.00,-31.00
06:45 - 07:00,18.23,-117.00,9.40,0.00,29.74
07:00 - 07:15,0.00,-145.00,10.17,0.00,26.86
07:15 - 07:30,0.00,-139.00,10.55,0.00,-15.00
07:30 - 07:45,-29.00,-144.00,10.17,0.00,-66.00
07:45 - 08:00,0.00,-150.00,9.78,0.00,-118.00
08:00 - 08:15,2.88,-62.00,9.30,0.00,-108.00
08:15 - 08:30,23.99,-29.00,8.63,0.00,-105.00
08:30 - 08:45,32.61,-47.00,17.08,0.00,-5.00
08:45 - 09:00,51.80,-58.00,16.12,0.00,-65.00
09:00 - 09:15,38.37,-39.00,11.61,0.00,-49.00
09:15 - 09:30,4.80,-46.00,11.03,0.00,-42.00
09:30 - 09:45,0.00,-24.00,10.36,0.00,-36.00
09:45 - 10:00,0.00,-40.00,9.88,0.00,28.78
10:00 - 10:15,20.15,0.00,8.63,0.00,32.62
10:15 - 10:30,34.53,9.59,8.35,0.00,75.79
10:30 - 10:45,77.71,35.49,8.25,0.00,8.63
10:45 - 11:00,61.40,28.78,7.67,0.00,1.92
11:00 - 11:15,89.22,0.00,8.92,0.00,55.64
11:15 - 11:30,104.57,0.00,8.63,0.00,77.70
11:30 - 11:45,121.83,0.00,8.25,0.00,99.77
11:45 - 12:00,91.13,0.00,8.35,0.00,98.81
12:00 - 12:15,91.13,0.00,6.72,0.00,54.68
12:15 - 12:30,70.99,0.00,6.72,0.00,37.41
12:30 - 12:45,49.88,0.00,6.72,0.00,26.86
12:45 - 13:00,47.96,0.00,6.72,0.00,26.86
13:00 - 13:15,59.48,24.94,6.72,0.00,9.59
13:15 - 13:30,61.39,22.06,6.24,0.00,6.72
13:30 - 13:45,46.04,0.00,4.80,-13.00,11.51
13:45 - 14:00,33.57,0.00,3.84,-13.00,15.35
14:00 - 14:15,55.63,0.00,3.84,-20.00,16.31
14:15 - 14:30,58.51,0.00,3.84,-20.00,16.31
14:30 - 14:45,18.22,0.00,3.84,-20.00,16.31
14:45 - 15:00,13.43,0.00,3.36,-20.00,12.47
15:00 - 15:15,23.98,0.00,3.36,-20.00,10.55
15:15 - 15:30,-15.00,0.00,3.84,-20.00,0.00
15:30 - 15:45,-40.00,-29.00,5.75,-20.00,4.80
15:45 - 16:00,-67.00,-32.00,5.76,-15.00,-18.00
16:00 - 16:15,-67.00,-10.00,7.67,-10.00,-4.00
16:15 - 16:30,-73.00,-35.00,7.67,-10.00,-7.00
16:30 - 16:45,-108.00,-22.00,8.63,-10.00,-40.00
16:45 - 17:00,-106.00,-24.00,8.63,-10.00,-75.00
17:00 - 17:15,-64.00,-35.00,7.67,0.00,-202.00
17:15 - 17:30,-53.00,-30.00,8.15,0.00,-439.00
17:30 - 17:45,-92.00,-43.00,10.55,0.00,-474.00
17:45 - 18:00,-105.00,-73.00,10.55,0.00,-497.00
18:00 - 18:15,-71.00,-35.00,6.33,0.00,-212.00
18:15 - 18:30,-58.00,-25.00,7.25,0.00,-189.00
18:30 - 18:45,-30.00,-38.00,9.06,0.00,-340.00
18:45 - 19:00,-65.00,-13.00,12.47,0.00,-515.00
19:00 - 19:15,-5.00,-9.00,12.47,0.00,-380.00
19:15 - 19:30,19.19,0.00,11.51,0.00,-200.00
19:30 - 19:45,57.56,0.00,12.47,0.00,-210.00
19:45 - 20:00,59.48,0.00,11.51,0.00,-200.00
20:00 - 20:15,55.64,39.33,10.65,0.00,-195.00
20:15 - 20:30,66.19,45.09,10.36,0.00,-70.00
20:30 - 20:45,65.23,38.37,10.17,0.00,-70.00
20:45 - 21:00,69.07,38.37,9.69,0.00,-60.00
21:00 - 21:15,82.50,9.59,9.40,0.00,-35.00
21:15 - 21:30,73.87,9.59,8.73,0.00,-35.00
21:30 - 21:45,79.63,9.59,8.15,0.00,-30.00
21:45 - 22:00,81.54,0.00,8.15,0.00,-15.00
22:00 - 22:15,61.40,0.00,10.74,0.00,-10.00
22:15 - 22:30,54.68,0.00,9.78,0.00,14.39
22:30 - 22:45,57.56,-15.00,9.59,0.00,28.78
22:45 - 23:00,59.47,-19.00,8.83,0.00,23.98
23:00 - 23:15,71.94,30.70,8.35,0.00,11.51
23:15 - 23:30,97.84,33.58,7.96,0.00,3.84
23:30 - 23:45,151.58,35.49,7.67,0.00,-4.00
23:45 - 24:00,164.04,31.66,7.48,0.00,-16.00
