Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-146.00,-94.00,-1.10,17.33,-46.00,0.00,22.13
00:15 - 00:30,-134.00,-109.00,-1.10,17.33,-46.00,0.00,61.60
00:30 - 00:45,-92.00,-119.00,-1.10,16.84,-46.00,0.00,75.08
00:45 - 01:00,-84.00,-123.00,-1.10,16.65,-49.00,0.00,70.26
01:00 - 01:15,-102.00,-145.00,-1.10,15.88,-48.00,0.00,90.48
01:15 - 01:30,-96.00,-100.00,-1.10,15.69,-45.00,0.00,88.55
01:30 - 01:45,-91.00,-85.00,-1.10,15.40,-46.00,0.00,98.18
01:45 - 02:00,-123.00,-90.00,-1.10,15.40,-47.00,0.00,98.18
02:00 - 02:15,-115.00,0.00,-1.40,15.40,-47.00,0.00,95.29
02:15 - 02:30,-115.00,0.00,-1.40,14.44,-47.00,0.00,97.21
02:30 - 02:45,-141.00,-52.00,-1.40,14.44,-48.00,0.00,89.51
02:45 - 03:00,-138.00,-49.00,-1.40,14.44,-47.00,0.00,89.51
03:00 - 03:15,-130.00,-27.00,-1.40,14.44,-47.00,0.00,42.35
03:15 - 03:30,-149.00,-28.00,-1.40,14.44,-48.00,0.00,-19.00
03:30 - 03:45,-112.00,-24.00,-1.40,13.48,-48.00,0.00,-8.00
03:45 - 04:00,-92.00,-13.00,-1.40,13.48,-47.00,0.00,-10.00
04:00 - 04:15,-145.00,-15.00,-1.40,13.48,-46.00,0.00,-30.00
04:15 - 04:30,-169.00,-19.00,-1.40,13.48,-47.00,0.00,119.35
04:30 - 04:45,-110.00,-7.00,-1.40,13.48,-49.00,0.00,115.50
04:45 - 05:00,-120.00,-4.00,-1.40,13.48,-47.00,0.00,106.83
05:00 - 05:15,-119.00,-10.00,-1.40,14.44,-44.00,0.00,91.44
05:15 - 05:30,-121.00,-5.00,-1.40,15.40,-43.00,0.00,92.40
05:30 - 05:45,-38.00,0.00,-1.40,17.42,-44.00,0.10,105.87
