Timeslot,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR
1,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,472.0400,0.0000,0.0000,270.0000,0.0000,0.0000,115.0100,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,414.7700,0.0000,0.0000,13.3700,91.1300,116.9100,122.4400,402.8100,103.1900,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,25.4200,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,15.6300,11.2100,0.0000,19.0600,0.0000,25.7100,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.3000,0.0000,0.0000,0.0000,30.0000,10.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3400,34.0000,34.0000,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
2,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,396.8100,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,419.9600,0.0000,0.0000,13.3700,91.1300,116.9000,122.4300,402.8100,103.2000,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,12.7300,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,15.6300,11.2100,0.0000,19.0600,0.0000,68.1800,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.3000,0.0000,0.0000,0.0000,31.5000,10.5000,10.5000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3400,34.3300,34.3300,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
3,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,319.8600,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,420.2800,0.0000,0.0000,13.3700,91.1300,116.9000,122.4300,402.8100,103.2000,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,15.6300,11.2100,0.0000,19.0600,0.0000,68.1800,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.3000,0.0000,0.0000,0.0000,33.0000,11.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3400,36.0000,36.0000,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
4,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,278.5000,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,427.1500,0.0000,0.0000,13.3700,91.1300,116.9000,122.4300,402.8100,103.2000,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,15.6300,0.0000,0.0000,19.0600,0.0000,68.1800,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.3000,0.0000,0.0000,0.0000,34.5000,11.5000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3400,38.3300,38.3300,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
5,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,345.3400,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,91.1300,116.9000,122.4300,402.8100,103.2000,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,68.1800,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,48.4900,16.1700,16.1700,0.0000,0.0000,0.0000,0.0000,0.0000,7.6600,41.3300,41.3300,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
6,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2900,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.7600,345.8300,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,91.1300,116.9000,122.4300,402.8100,103.2000,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,68.1800,0.0000,6.2600,1.0300,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,51.0000,17.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6600,44.3300,44.3300,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
7,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.4300,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.8500,346.3900,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,92.0300,117.4700,123.7000,402.8100,105.3400,15.0900,32.4300,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,26.8300,6.0200,6.2600,1.7500,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,54.0000,18.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,45.6700,45.6700,3.0100,5.4200,0.0000,7.6800,0.0000,30.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
8,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.4300,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.8500,346.3900,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,92.0300,117.4700,123.7000,402.8100,105.3400,15.0900,32.4800,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,0.0000,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,25.7100,6.0200,6.2600,1.7500,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,57.0000,19.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,46.3300,46.3300,3.0100,5.4200,0.0000,7.6800,0.0000,30.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
9,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.4300,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.8500,346.3900,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,92.0300,117.4700,123.7000,402.8100,105.3500,15.0900,32.4800,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,18.1600,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,25.7100,6.0200,6.2600,1.7500,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,59.5100,19.8300,19.8300,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,47.0000,47.0000,3.0100,5.4200,0.0000,7.6800,0.0000,30.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
10,54IS2025/04/05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.4300,0.0000,38.0000,0.0000,0.0000,0.0000,0.0000,0.0000,68.8500,346.3900,0.0000,0.0000,270.0000,0.0000,0.0000,66.0000,100.2100,252.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,433.9200,0.0000,0.0000,13.3700,92.0300,117.4700,123.7000,402.8100,105.3500,15.0900,32.4800,20.0000,44.0800,142.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0100,18.1600,0.0000,50.2800,0.0000,0.0000,0.0000,67.2800,0.0000,0.0000,0.0000,0.0000,34.5100,38.1300,0.0000,0.0000,0.0000,0.0000,19.0600,0.0000,25.7100,6.0200,6.2600,1.7500,0.0000,0.0000,0.0000,0.0000,0.8400,2.1000,2.6000,0.0000,0.0000,1.9600,2.2200,0.0000,0.0000,0.0000,61.0100,20.3300,20.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.3400,48.0000,48.0000,3.0100,5.4200,0.0000,7.6800,0.0000,31.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7300,4.5900
