Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:30 - 11:45,76.64,-25.00,24.91,0.00,0.00,76.64
11:45 - 12:00,142.74,-28.00,23.95,0.00,0.00,0.00
12:00 - 12:15,140.83,34.49,22.99,0.00,0.00,-15.00
12:15 - 12:30,196.39,19.16,22.99,0.00,0.00,33.53
12:30 - 12:45,180.10,38.32,22.51,0.00,0.00,35.45
12:45 - 13:00,177.23,47.90,22.51,0.00,0.00,47.90
13:00 - 13:15,45.98,0.00,23.95,0.00,0.00,91.01
13:15 - 13:30,14.37,0.00,22.99,0.00,0.00,65.15
13:30 - 13:45,50.77,25.87,18.20,0.00,0.00,92.93
13:45 - 14:00,32.57,26.82,17.24,0.00,0.00,84.31
14:00 - 14:15,-42.00,0.00,17.24,0.00,0.00,81.43
14:15 - 14:30,-66.00,0.00,16.29,0.00,0.00,57.48
14:30 - 14:45,-177.00,0.00,13.89,0.00,0.00,0.00
14:45 - 15:00,-184.00,0.00,13.89,0.00,0.00,-17.00
15:00 - 15:15,-117.00,-20.00,11.98,0.00,0.00,2.87
15:15 - 15:30,-136.00,-20.00,11.98,0.00,0.00,-33.00
15:30 - 15:45,-159.00,-26.00,11.02,0.00,0.00,-120.00
15:45 - 16:00,-262.00,-32.00,11.02,0.00,0.00,-170.00
16:00 - 16:15,-206.00,-50.00,12.93,0.00,0.00,21.08
16:15 - 16:30,-172.00,-55.00,12.93,0.00,0.00,21.08
16:30 - 16:45,-94.00,-14.00,13.41,0.00,0.00,-63.00
16:45 - 17:00,-104.00,-28.00,13.41,0.00,0.00,-88.00
17:00 - 17:15,-273.00,-24.00,15.33,0.00,4.50,-45.00
17:15 - 17:30,-314.00,-25.00,15.32,0.00,4.22,-25.00
17:30 - 17:45,-400.00,-102.00,19.16,0.00,4.22,-51.00
17:45 - 18:00,-378.00,-110.00,21.07,19.16,2.78,-24.00
18:00 - 18:15,-257.00,0.00,15.02,15.64,5.13,25.04
18:15 - 18:30,-239.00,0.00,10.33,7.95,2.54,19.87
18:30 - 18:45,-214.00,13.94,6.59,0.00,1.19,40.81
18:45 - 19:00,-169.00,17.68,7.07,0.00,1.01,113.67
19:00 - 19:15,-268.00,0.00,9.34,0.00,1.97,197.13
19:15 - 19:30,-250.00,-10.00,12.34,0.00,2.04,294.12
19:30 - 19:45,-173.00,-12.00,24.91,0.00,6.13,106.34
19:45 - 20:00,-199.00,-31.00,24.91,0.00,6.04,63.22
20:00 - 20:15,-306.00,-35.00,22.81,0.00,8.33,-24.00
20:15 - 20:30,-370.00,-37.00,22.61,0.00,7.47,-52.00
20:30 - 20:45,-230.00,-40.00,22.61,0.00,0.00,-44.00
20:45 - 21:00,-162.00,-50.00,21.84,0.00,0.00,-39.00
21:00 - 21:15,-110.00,0.00,20.31,0.00,0.00,-25.00
21:15 - 21:30,-221.00,-25.00,20.31,0.00,0.00,-20.00
21:30 - 21:45,-258.00,-27.00,18.39,0.00,0.00,50.78
21:45 - 22:00,-258.00,-11.00,17.05,0.00,0.00,-41.00
22:00 - 22:15,-288.00,-10.00,15.42,0.00,0.00,27.79
22:15 - 22:30,-232.00,-22.00,13.51,0.00,0.00,-3.00
22:30 - 22:45,-217.00,-27.00,13.22,0.00,0.00,14.37
22:45 - 23:00,-163.00,-26.00,11.50,0.00,0.00,19.16
23:00 - 23:15,-135.00,-82.00,9.87,0.00,0.00,40.23
23:15 - 23:30,-136.00,-80.00,9.20,0.00,0.00,39.27
23:30 - 23:45,-90.00,-65.00,7.95,0.00,0.00,52.69
23:45 - 24:00,-89.00,-55.00,6.99,0.00,0.00,19.16
