Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,269.9999,270.0000,270.0000,270.0000,269.9999,299.9999,300.0000,299.9999,269.9999,299.9999,300.0001,299.9999,300.0001,300.6096,300.6096,300.0000,301.6096,345.0003,345.0003,390.0001,420.0001,540.0001,625.0001,640.0001,571.5761,640.0001,611.5761,625.2701,640.0001,640.0001,640.0001,640.0001,615.0001,605.0000,605.0000,565.0000,525.0001,484.6801,481.2201,505.9001,500.6701,499.4501,494.9100,491.2300,483.9000,470.0002,470.0003,470.0003,470.0003,470.0003,470.0003,470.0003,470.0003,470.0003,504.0000,591.0000,640.0000,601.0000,640.0000,640.0000,640.0000,640.0000,640.0000,640.0001,640.0000,626.0000,631.0000,556.0000,565.0000,609.0001,549.0001,475.0001,475.0001,475.0000,475.0000,475.0000,475.0000,475.0001,475.0001,475.0001,475.0001,475.0001,475.0001,475.0001,475.0001
DC Considered for Schedule,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1030.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1050.00,1080.00,1080.00,1380.00,1350.00,1350.00,1350.00,1350.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00,1380.00
