Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,22.09,13.45,0.00,7.21,0.00,-43.00
00:15 - 00:30,14.41,14.41,0.00,7.01,0.00,-73.00
00:30 - 00:45,4.80,24.03,0.00,6.24,0.00,-84.00
00:45 - 01:00,0.00,27.86,0.00,6.24,0.00,-91.00
01:00 - 01:15,-19.00,31.71,0.00,6.24,0.00,-100.00
01:15 - 01:30,-32.00,35.55,0.00,6.24,0.00,-103.00
01:30 - 01:45,-25.00,31.71,0.00,6.24,0.00,-99.00
01:45 - 02:00,-27.00,33.63,0.00,6.24,0.00,-95.00
02:00 - 02:15,-25.00,35.55,-1.00,6.24,0.00,-84.00
02:15 - 02:30,-24.00,36.51,-1.00,6.24,0.00,-81.00
02:30 - 02:45,11.53,0.00,-1.00,6.24,0.00,-106.00
02:45 - 03:00,10.57,0.00,-1.00,6.24,0.00,-103.00
03:00 - 03:15,7.69,18.25,-1.00,6.24,0.00,-86.00
03:15 - 03:30,10.57,13.45,-1.00,6.72,0.00,-88.00
03:30 - 03:45,18.25,25.94,-1.00,7.69,0.00,-88.00
03:45 - 04:00,21.14,24.01,-1.00,7.69,0.00,-85.00
04:00 - 04:15,-37.00,0.00,-1.00,7.69,0.00,-78.00
04:15 - 04:30,-39.00,0.00,-1.00,7.69,0.00,-79.00
04:30 - 04:45,-30.00,0.00,-1.00,7.69,0.00,-81.00
04:45 - 05:00,-43.00,0.00,-1.00,8.45,0.00,-82.00
05:00 - 05:15,-46.00,0.00,-1.00,3.36,0.00,-118.00
05:15 - 05:30,-56.00,0.00,-1.00,4.32,0.00,-37.00
05:30 - 05:45,-42.00,0.00,-1.00,8.45,0.00,-75.00
05:45 - 06:00,-113.00,0.00,-1.00,10.57,0.00,-70.00
06:00 - 06:15,-37.00,0.00,-1.00,11.53,0.00,-128.00
06:15 - 06:30,41.31,0.00,-1.00,13.45,0.00,-128.00
06:30 - 06:45,61.49,-6.00,-1.00,15.37,0.00,5.76
06:45 - 07:00,26.90,-29.00,-1.00,15.95,0.00,-67.00
07:00 - 07:15,-189.00,-73.00,-1.00,16.91,0.00,-89.00
07:15 - 07:30,-177.00,-33.00,-1.00,12.82,2.76,-95.00
07:30 - 07:45,-191.00,-5.00,-1.00,6.37,1.23,-136.00
07:45 - 08:00,-179.00,-14.00,-1.00,5.21,1.01,-142.00
08:00 - 08:15,-187.00,-91.00,-1.00,7.27,0.00,-115.00
08:15 - 08:30,-204.00,-83.00,-1.00,9.77,1.34,-119.00
08:30 - 08:45,-183.00,-115.00,-1.00,18.25,0.29,-95.00
08:45 - 09:00,-176.00,-115.00,-1.00,17.29,0.00,-101.00
09:00 - 09:15,-95.00,-114.00,-1.00,12.49,0.00,-198.00
09:15 - 09:30,-55.00,-112.00,-1.00,12.49,0.00,-208.00
09:30 - 09:45,41.31,-85.00,-1.00,12.49,0.00,-169.00
09:45 - 10:00,73.97,-125.00,-1.00,12.49,0.00,-164.00
10:00 - 10:15,59.56,0.00,-0.50,12.49,0.00,-126.00
10:15 - 10:30,-32.00,0.00,-0.50,11.53,0.00,-71.00
10:30 - 10:45,-39.00,-10.00,-0.50,10.57,0.00,-33.00
10:45 - 11:00,-25.00,0.00,-0.50,10.18,0.00,-45.00
11:00 - 11:15,10.56,-5.00,-0.50,7.69,0.00,-62.00
11:15 - 11:30,9.60,0.00,-0.50,7.21,0.00,-45.00
11:30 - 11:45,22.10,0.00,-0.50,6.72,0.00,-81.00
11:45 - 12:00,0.00,0.00,-0.50,5.76,0.00,-80.00
12:00 - 12:15,-68.00,0.00,-0.50,4.80,0.00,-9.00
12:15 - 12:30,-103.00,0.00,-0.50,3.84,0.00,0.00
12:30 - 12:45,-142.00,0.00,-0.50,2.88,0.00,-10.00
12:45 - 13:00,-181.00,0.00,-0.50,1.92,0.00,0.00
13:00 - 13:15,-76.00,-8.00,-0.50,1.92,0.00,-98.00
13:15 - 13:30,-74.00,-8.00,-0.50,1.92,0.00,-130.00
13:30 - 13:45,-90.00,0.00,-0.50,0.96,0.00,-48.00
13:45 - 14:00,-92.00,0.00,-0.50,0.00,0.00,-64.00
14:00 - 14:15,-63.00,0.00,-0.50,0.00,0.00,-60.00
14:15 - 14:30,-67.00,0.00,-0.50,0.00,0.00,-60.00
14:30 - 14:45,-76.00,-15.00,-0.50,0.00,0.00,-109.00
14:45 - 15:00,-97.00,-15.00,-0.50,0.00,0.00,-111.00
15:00 - 15:15,-115.00,-18.00,-0.50,0.00,0.00,-120.00
15:15 - 15:30,-121.00,-18.00,-0.50,0.00,0.00,-116.00
15:30 - 15:45,-114.00,-23.00,-0.50,0.00,0.00,-103.00
15:45 - 16:00,-121.00,-25.00,-0.50,0.00,0.00,-93.00
16:00 - 16:15,-256.00,-25.00,-0.50,1.44,0.00,-113.00
16:15 - 16:30,-222.00,-26.00,-0.50,1.44,0.00,-98.00
16:30 - 16:45,-202.00,-26.00,-0.50,1.44,0.00,-79.00
16:45 - 17:00,-202.00,-3.00,-0.50,1.92,0.00,-169.00
17:00 - 17:15,-140.00,-69.00,-0.50,5.76,0.00,-165.00
17:15 - 17:30,-77.00,-69.00,-0.50,5.76,0.00,-5.00
17:30 - 17:45,-156.00,-71.00,-0.50,6.72,0.00,-90.00
17:45 - 18:00,-107.00,-73.00,-0.50,8.65,0.00,-130.00
18:00 - 18:15,-202.00,-15.00,-0.50,11.53,4.03,-125.00
18:15 - 18:30,-159.00,-20.00,-0.50,6.75,0.52,-135.00
18:30 - 18:45,-112.00,-14.00,-0.50,2.84,0.22,-125.00
18:45 - 19:00,-53.00,0.00,-0.50,3.02,0.43,-105.00
19:00 - 19:15,-44.00,-15.00,-0.50,6.96,1.10,-135.00
19:15 - 19:30,-40.00,-27.00,-0.50,13.23,2.83,-140.00
19:30 - 19:45,-44.00,-15.00,-0.50,13.45,7.69,-145.00
19:45 - 20:00,-49.00,-17.00,-0.50,13.45,5.76,-145.00
20:00 - 20:15,-55.00,0.00,-0.50,13.45,0.00,-120.00
20:15 - 20:30,-69.00,0.00,-0.50,13.45,0.00,-105.00
20:30 - 20:45,-19.00,0.00,-0.50,13.45,0.00,-30.00
20:45 - 21:00,71.08,0.00,-0.50,12.49,0.00,38.43
21:00 - 21:15,34.58,14.41,-0.50,12.01,0.00,9.61
21:15 - 21:30,27.86,14.41,-0.50,11.82,0.00,14.41
21:30 - 21:45,25.94,28.82,-0.50,10.76,0.00,-7.00
21:45 - 22:00,68.21,24.02,-0.50,9.51,0.00,-15.00
22:00 - 22:15,62.44,0.00,-0.50,8.65,0.00,-10.00
22:15 - 22:30,48.99,0.00,-0.50,6.92,0.00,0.00
22:30 - 22:45,18.25,0.00,-0.50,6.15,0.00,-5.00
22:45 - 23:00,8.65,0.00,-0.50,4.61,0.00,-18.00
23:00 - 23:15,-7.00,0.00,-0.50,3.07,0.00,-6.00
23:15 - 23:30,-13.00,0.00,-0.50,2.50,0.00,-15.00
23:30 - 23:45,30.75,0.00,-0.50,1.63,0.00,0.00
