genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,1.9710174,0,0,0,4.2031913,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62184605,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.71368605,0,0.891,0,1.7474688,
2,0,0,0,1.9710174,0,0,0,4.2031913,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62184605,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.71368605,0,0.891,0,1.7474688,
3,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62184605,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.71368605,0,0.891,0,1.7474688,
4,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.71368605,0,0.891,0,1.7474688,
5,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.71368605,0,0.891,0,1.7474688,
6,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.72361905,0,0.891,0,1.7474688,
7,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.72361905,0,0.891,0,0.5824896,
8,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,2.359401,1.6620648,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.72361905,0,0.891,0,0.510048,
9,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,1.57273875,1.1071797,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.72361905,0,0.891,0,0.510048,
10,0,0,0,1.9710174,0,0,0,4.2037864,,0,0,1.57273875,1.1071797,0,0,0,6.0328224,1.62255555,2.014221,2.8072044,0,2.45741925,,,0,0,,,,2.2055,,0,,2.407812,6.9721795,,,,,,,0.2041314,1.771,0,4.75838715,0.728882,1.6199601,1.803626,,,0,0,0,,,2.1515736,,0,,0,0.781,,,0.219032,0.72361905,0,0.891,0,0.510048,
