Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:45 - 09:00,-43.00,-108.00,-1.00,17.31,0.00,0.00,9.62
09:00 - 09:15,53.86,-62.00,-1.00,18.27,0.00,0.00,9.62
09:15 - 09:30,81.76,-65.00,-1.00,18.27,0.00,0.00,9.62
09:30 - 09:45,90.41,-52.00,-1.00,17.31,0.00,0.00,9.62
09:45 - 10:00,35.59,-22.00,-1.00,16.35,0.00,0.00,33.66
10:00 - 10:15,144.27,0.00,-0.50,19.24,0.00,0.00,-20.00
10:15 - 10:30,163.51,0.00,-0.50,18.27,0.00,0.00,67.33
10:30 - 10:45,155.82,0.00,-0.50,17.31,0.00,0.00,45.20
10:45 - 11:00,137.54,0.00,-0.50,17.31,0.00,0.00,25.01
11:00 - 11:15,99.07,-10.00,-0.50,16.35,0.00,0.00,21.16
11:15 - 11:30,106.76,0.00,-0.50,15.39,-10.00,0.00,16.35
11:30 - 11:45,98.10,0.00,-0.50,15.39,-10.00,0.00,5.77
11:45 - 12:00,92.33,0.00,-0.50,14.43,-10.00,0.00,5.77
12:00 - 12:15,85.60,23.08,-0.50,12.98,-15.00,0.00,19.24
12:15 - 12:30,48.09,29.82,-0.50,12.98,-18.00,0.00,19.24
12:30 - 12:45,32.70,48.10,-0.50,12.02,-20.00,0.00,28.85
12:45 - 13:00,0.00,46.17,-0.50,11.06,-22.00,0.00,28.85
13:00 - 13:15,56.74,14.43,-0.50,11.06,-23.00,0.00,-74.00
13:15 - 13:30,18.28,11.54,-0.50,10.58,-23.00,0.00,-43.00
13:30 - 13:45,-23.00,11.54,-0.50,10.58,-26.00,0.00,-24.00
13:45 - 14:00,-36.00,10.58,-0.50,9.62,-27.00,0.00,-31.00
14:00 - 14:15,-42.00,0.00,-0.50,9.62,-30.00,0.00,-28.00
14:15 - 14:30,-42.00,0.00,-0.50,9.62,-30.00,0.00,-30.00
14:30 - 14:45,-72.00,0.00,-0.50,9.62,-32.00,0.00,-53.00
14:45 - 15:00,-64.00,0.00,-0.50,9.62,-33.00,0.00,-74.00
15:00 - 15:15,-23.00,0.00,-0.50,8.66,-34.00,0.00,-37.00
15:15 - 15:30,-28.00,0.00,-0.50,8.66,-33.00,0.00,-83.00
15:30 - 15:45,-50.00,-6.00,-0.50,8.66,-33.00,0.00,-75.00
15:45 - 16:00,-45.00,-9.00,-0.50,9.62,-33.00,0.00,-78.00
16:00 - 16:15,-132.00,-9.00,-0.50,9.62,-34.00,0.00,-84.00
16:15 - 16:30,-102.00,-7.00,-0.50,9.62,-35.00,0.00,-94.00
16:30 - 16:45,-48.00,0.00,-0.10,9.62,-35.00,0.00,-92.00
16:45 - 17:00,-5.00,0.00,-0.10,10.58,-27.00,0.00,-98.00
17:00 - 17:15,4.81,-25.00,-0.10,6.73,0.00,0.00,-96.00
17:15 - 17:30,13.47,0.00,-0.10,7.69,0.00,0.00,-73.00
17:30 - 17:45,48.09,-30.00,-0.10,7.69,0.00,0.00,-99.00
17:45 - 18:00,91.37,-85.00,-0.10,8.66,0.00,0.00,54.82
18:00 - 18:15,75.02,48.09,-0.10,10.58,0.00,0.00,-64.00
18:15 - 18:30,-4.00,39.71,-0.10,4.86,0.00,0.00,-74.00
18:30 - 18:45,-81.00,21.91,-0.10,1.83,0.00,0.05,-67.00
18:45 - 19:00,-79.00,24.93,-0.10,2.11,0.00,0.00,-61.00
19:00 - 19:15,-65.00,29.78,-0.10,2.12,0.00,0.55,-54.00
19:15 - 19:30,-31.00,29.31,-0.10,5.13,0.00,1.39,-55.00
19:30 - 19:45,3.81,57.12,-0.10,13.33,0.00,0.00,-50.00
19:45 - 20:00,70.21,57.71,-0.10,12.98,0.00,0.00,-52.00
20:00 - 20:15,-104.00,0.00,-0.10,17.31,0.00,0.00,-150.00
20:15 - 20:30,-82.00,0.00,-0.10,17.31,0.00,0.00,-97.00
20:30 - 20:45,-75.00,0.00,-0.10,16.83,0.00,0.00,-40.00
20:45 - 21:00,-54.00,0.00,-0.10,16.35,0.00,0.00,-43.00
21:00 - 21:15,-55.00,0.00,-0.10,16.35,-15.00,0.00,-42.00
21:15 - 21:30,-39.00,0.00,-0.10,15.68,-15.00,0.00,-47.00
21:30 - 21:45,-50.00,0.00,-0.10,14.43,-15.00,0.00,-43.00
21:45 - 22:00,33.66,0.00,-0.10,13.95,-15.00,0.00,-76.00
22:00 - 22:15,35.58,20.20,-0.10,11.93,-15.00,0.00,-69.00
22:15 - 22:30,62.52,21.16,-0.10,10.96,-15.00,0.00,-68.00
22:30 - 22:45,115.41,10.58,-0.10,9.91,-15.00,0.00,-55.00
22:45 - 23:00,114.46,9.62,-0.10,8.94,-15.00,0.00,-55.00
23:00 - 23:15,105.80,18.27,-0.50,8.18,-19.00,0.00,-45.00
23:15 - 23:30,106.76,15.39,-0.50,7.12,-19.00,0.00,-45.00
23:30 - 23:45,92.33,16.35,-0.50,6.54,-19.00,0.00,-50.00
23:45 - 24:00,90.41,10.58,-0.50,5.87,-19.00,0.00,-50.00
