Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:15 - 07:30,-380.00,-201.00,14.90,-90.00,0.00,-226.00
07:30 - 07:45,-386.00,-145.00,15.38,-107.00,0.00,-192.00
07:45 - 08:00,-362.00,-160.00,16.35,0.00,0.00,-205.00
08:00 - 08:15,-230.00,-130.00,13.46,-92.00,0.00,-255.00
08:15 - 08:30,-217.00,-134.00,14.42,-116.00,0.00,-248.00
08:30 - 08:45,-254.00,-162.00,15.38,-102.00,0.00,-246.00
08:45 - 09:00,-247.00,-150.00,16.35,-87.00,0.00,-279.00
09:00 - 09:15,-249.00,-144.00,14.42,-74.00,0.00,-232.00
09:15 - 09:30,-237.00,-147.00,15.38,-60.00,0.00,-163.00
09:30 - 09:45,-245.00,-127.00,16.35,-48.00,0.00,-114.00
09:45 - 10:00,-241.00,-121.00,17.31,-38.00,0.00,-127.00
10:00 - 10:15,-200.00,-117.00,16.35,-35.00,0.00,-66.00
10:15 - 10:30,-174.00,-110.00,16.83,-29.00,0.00,-33.00
10:30 - 10:45,-132.00,-102.00,17.31,-26.00,0.00,-21.00
10:45 - 11:00,-106.00,-97.00,17.78,-22.00,0.00,9.62
11:00 - 11:15,-110.00,-102.00,17.79,-24.00,0.00,-18.00
11:15 - 11:30,-114.00,-99.00,17.79,-23.00,0.00,-23.00
11:30 - 11:45,-140.00,-100.00,17.79,-22.00,0.00,-10.00
11:45 - 12:00,-134.00,-100.00,17.79,-19.00,0.00,-19.00
12:00 - 12:15,-164.00,-128.00,17.31,-18.00,0.00,-45.00
12:15 - 12:30,-166.00,-123.00,17.31,-18.00,0.00,-60.00
12:30 - 12:45,-153.00,-124.00,16.83,-17.00,0.00,-62.00
12:45 - 13:00,-170.00,-124.00,16.83,-17.00,0.00,-81.00
13:00 - 13:15,-203.00,-76.00,12.50,-16.00,0.00,-97.00
13:15 - 13:30,-217.00,-77.00,12.50,-18.00,0.00,-115.00
13:30 - 13:45,-196.00,-91.00,12.50,-18.00,0.00,-114.00
13:45 - 14:00,-169.00,-94.00,12.50,-16.00,0.00,-110.00
14:00 - 14:15,-129.00,-106.00,12.50,-15.00,0.00,-90.00
14:15 - 14:30,-91.00,-112.00,12.50,-14.00,0.00,-100.00
14:30 - 14:45,-7.00,-97.00,12.02,-19.00,0.00,-74.00
14:45 - 15:00,-13.00,-105.00,12.02,-17.00,0.00,-71.00
15:00 - 15:15,-51.00,-139.00,12.79,-22.00,0.00,-89.00
15:15 - 15:30,-22.00,-85.00,12.79,-19.00,0.00,-103.00
15:30 - 15:45,32.69,-34.00,12.79,-20.00,0.00,-106.00
15:45 - 16:00,50.96,-30.00,12.79,-24.00,0.00,-131.00
16:00 - 16:15,-54.00,0.00,14.90,-10.00,0.00,-155.00
16:15 - 16:30,-48.00,-22.00,14.90,-10.00,0.00,-160.00
16:30 - 16:45,-80.00,-62.00,14.90,-10.00,0.00,-135.00
16:45 - 17:00,-77.00,-73.00,14.90,-12.00,0.00,-155.00
17:00 - 17:15,-31.00,-83.00,16.35,-21.00,0.00,-140.00
17:15 - 17:30,-40.00,-83.00,16.35,-31.00,0.00,-140.00
17:30 - 17:45,-141.00,-55.00,16.35,-50.00,0.00,-145.00
17:45 - 18:00,-30.00,-80.00,17.31,-35.00,0.00,-250.00
18:00 - 18:15,-110.00,-97.00,18.27,-38.00,0.00,-345.00
18:15 - 18:30,-123.00,-90.00,19.23,-38.00,0.10,-420.00
18:30 - 18:45,-272.00,-95.00,19.23,-39.00,1.92,-345.00
18:45 - 19:00,-311.00,-91.00,15.24,-42.00,2.82,-285.00
19:00 - 19:15,-352.00,-78.00,5.90,-42.00,0.77,-275.00
19:15 - 19:30,-378.00,-78.00,3.96,-42.00,0.69,-285.00
19:30 - 19:45,-440.00,-68.00,2.21,-41.00,0.51,-310.00
19:45 - 20:00,-441.00,-91.00,2.11,-45.00,0.65,-320.00
20:00 - 20:15,-385.00,-90.00,2.52,-48.00,1.04,-350.00
20:15 - 20:30,-373.00,-98.00,2.46,-47.00,1.37,-385.00
20:30 - 20:45,-319.00,-87.00,2.32,-46.00,0.95,-370.00
20:45 - 21:00,-302.00,-89.00,2.27,-46.00,0.80,-390.00
21:00 - 21:15,-270.00,-117.00,2.65,-46.00,1.02,-390.00
21:15 - 21:30,-244.00,-116.00,2.42,-46.00,0.66,-365.00
21:30 - 21:45,-265.00,-144.00,2.33,-45.00,0.69,-355.00
21:45 - 22:00,-222.00,-120.00,2.13,-46.00,0.37,-315.00
22:00 - 22:15,-231.00,-142.00,2.07,-46.00,0.14,-290.00
22:15 - 22:30,-189.00,-125.00,1.90,-46.00,0.39,-260.00
22:30 - 22:45,-108.00,-99.00,1.60,-43.00,0.38,-210.00
22:45 - 23:00,-80.00,-87.00,1.57,-45.00,0.43,-190.00
23:00 - 23:15,-78.00,-74.00,1.63,-45.00,0.41,-160.00
23:15 - 23:30,-68.00,-72.00,1.66,-46.00,0.19,-150.00
23:30 - 23:45,-81.00,-53.00,1.62,-49.00,0.16,-186.00
23:45 - 24:00,-99.00,-61.00,1.68,-51.00,0.12,-192.00
