timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,TEHRIPSP_P,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,498.9500,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2300,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,15.6500,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,16.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1415.9570,266.32,0.00,17.5210,0.00,1664.7560
2,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,379.7100,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2300,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,15.6500,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,16.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1296.8770,346.32,0.00,15.9681,0.00,1627.2289
3,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,307.9900,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,15.6500,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,16.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1224.9270,406.32,0.00,14.9389,0.00,1616.3081
4,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,335.2700,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,17.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1251.2870,369.32,0.00,15.4331,0.00,1605.1739
5,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,371.2500,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1291.0970,310.32,0.00,16.2039,0.00,1585.2131
6,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,371.2500,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1290.9370,283.32,0.00,16.4132,0.00,1557.8438
7,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,400.3200,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1320.0070,220.32,0.00,17.1314,0.00,1523.1956
8,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,324.1200,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.4300,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.4300,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1243.6370,266.32,0.00,16.1769,0.00,1493.7801
9,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,266.4600,0.0000,0.0000,57.0000,0.0000,0.0000,104.0800,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9500,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.1600,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.7800,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1174.3470,319.03,0.00,15.2253,0.00,1478.1517
10,NDPL,67DSNDPL2025/07/23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.3300,0.0000,11.0000,29.0000,0.0000,0.0000,0.0000,0.0000,26.5900,229.3800,0.0000,0.0000,57.0000,0.0000,0.0000,115.2900,0.0000,270.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9900,0.0000,0.0000,5.4100,27.1300,35.0200,0.0000,49.7600,30.7100,5.0600,12.4900,7.7700,13.1600,27.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,6.0400,0.0000,0.0000,0.0000,15.1900,8.5000,0.0000,0.0000,0.0000,14.5600,9.7900,12.9300,0.0000,0.0000,10.7800,14.1200,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5600,10.4700,0.0000,0.0000,0.0000,0.0000,10.7300,0.0000,0.0000,0.0000,0.0000,0.0000,20.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9700,0.0000,0.0000,1149.1870,325.85,0.00,14.9758,0.00,1460.0612
