Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,-57.00,7.70,-42.00,-120.00
00:15 - 00:30,-35.00,-53.00,7.70,-42.00,-140.00
00:30 - 00:45,-39.00,-58.00,5.78,-42.00,-160.00
00:45 - 01:00,-54.00,-56.00,5.78,-42.00,-170.00
01:00 - 01:15,-65.00,-56.00,4.81,-43.00,-190.00
01:15 - 01:30,-50.00,-51.00,4.81,-43.00,-195.00
01:30 - 01:45,-35.00,-71.00,4.81,-42.00,-180.00
01:45 - 02:00,-69.00,-77.00,4.81,-41.00,-195.00
02:00 - 02:15,71.23,-27.00,3.85,-43.00,-225.00
02:15 - 02:30,42.35,-29.00,3.85,-43.00,-210.00
02:30 - 02:45,24.06,-30.00,3.85,-44.00,-220.00
02:45 - 03:00,0.00,-30.00,3.85,-43.00,-205.00
03:00 - 03:15,0.00,-45.00,2.89,-43.00,-191.00
03:15 - 03:30,-24.00,-45.00,2.89,-43.00,-213.00
03:30 - 03:45,-34.00,0.00,2.89,-43.00,-227.00
03:45 - 04:00,-57.00,-6.00,2.89,-43.00,-250.00
04:00 - 04:15,-43.00,37.54,2.89,-43.00,-58.00
04:15 - 04:30,-28.00,36.57,2.89,-42.00,-60.00
04:30 - 04:45,-18.00,37.54,2.89,-42.00,-58.00
04:45 - 05:00,-55.00,5.77,2.89,-42.00,-60.00
05:00 - 05:15,0.00,21.17,2.89,-43.00,-55.00
05:15 - 05:30,0.00,-22.00,2.89,-42.00,-70.00
05:30 - 05:45,-11.00,-19.00,2.89,-42.00,-90.00
05:45 - 06:00,-23.00,-17.00,2.89,-42.00,-130.00
06:00 - 06:15,-8.00,27.91,2.89,-42.00,-132.00
06:15 - 06:30,-11.00,28.88,3.85,-41.00,-130.00
06:30 - 06:45,-30.00,59.68,4.81,-40.00,-90.00
06:45 - 07:00,-31.00,58.71,5.78,-39.00,-113.00
07:00 - 07:15,-73.00,51.02,16.36,-10.00,-120.00
07:15 - 07:30,-50.00,56.78,17.33,-9.00,-120.00
07:30 - 07:45,-27.00,84.70,18.29,-10.00,-125.00
07:45 - 08:00,-23.00,82.78,19.25,0.00,-115.00
08:00 - 08:15,-50.00,95.29,15.40,-39.00,-110.00
08:15 - 08:30,-37.00,62.57,16.36,-31.00,-80.00
08:30 - 08:45,-19.00,58.72,16.36,-20.00,-75.00
08:45 - 09:00,-10.00,16.37,12.51,-37.00,-60.00
09:00 - 09:15,-34.00,11.55,19.25,-59.00,-65.00
09:15 - 09:30,-24.00,24.06,19.25,-53.00,-55.00
09:30 - 09:45,-33.00,68.34,14.44,-45.00,-5.00
09:45 - 10:00,-26.00,86.63,14.44,-42.00,4.81
10:00 - 10:15,-14.00,52.94,14.44,-34.00,-5.00
10:15 - 10:30,0.00,48.12,14.44,-28.00,-5.00
10:30 - 10:45,49.09,0.00,15.40,0.00,-60.00
10:45 - 11:00,47.16,0.00,15.40,0.00,-60.00
11:00 - 11:15,61.60,-14.00,16.36,0.00,-15.00
11:15 - 11:30,42.35,-14.00,16.36,0.00,33.69
11:30 - 11:45,90.48,-45.00,16.36,0.00,4.81
11:45 - 12:00,70.27,-50.00,16.36,0.00,-15.00
12:00 - 12:15,30.80,-58.00,16.36,0.00,-10.00
12:15 - 12:30,25.99,-65.00,16.36,0.00,-10.00
12:30 - 12:45,10.59,-50.00,16.36,0.00,-40.00
12:45 - 13:00,-9.00,-50.00,16.36,0.00,-50.00
13:00 - 13:15,0.00,-78.00,16.36,0.00,-50.00
13:15 - 13:30,0.00,-77.00,16.36,0.00,-40.00
13:30 - 13:45,0.00,-82.00,16.36,0.00,-15.00
13:45 - 14:00,0.00,-75.00,16.36,0.00,9.63
14:00 - 14:15,63.53,0.00,16.36,0.00,-75.00
14:15 - 14:30,42.35,0.00,16.36,0.00,-75.00
14:30 - 14:45,16.36,0.00,16.37,0.00,-79.00
14:45 - 15:00,19.25,0.00,16.36,0.00,-58.00
15:00 - 15:15,-31.00,-15.00,16.36,0.00,-30.00
15:15 - 15:30,-42.00,-55.00,16.36,0.00,-15.00
15:30 - 15:45,-22.00,-32.00,16.36,0.00,-15.00
15:45 - 16:00,-56.00,-39.00,16.36,0.00,-15.00
16:00 - 16:15,-109.00,-91.00,9.14,-67.00,-20.00
16:15 - 16:30,-129.00,-89.00,8.66,-67.00,-20.00
16:30 - 16:45,-183.00,-48.00,0.00,-67.00,9.63
16:45 - 17:00,-174.00,-46.00,0.00,-71.00,-62.00
17:00 - 17:15,-249.00,-17.00,3.85,-25.00,-43.00
17:15 - 17:30,-249.00,-16.00,2.89,-34.00,-38.00
17:30 - 17:45,-80.00,-8.00,1.93,0.00,-50.00
17:45 - 18:00,-86.00,-10.00,1.93,0.00,-40.00
18:00 - 18:15,-10.00,-157.00,9.91,-30.00,-30.00
18:15 - 18:30,-26.00,-153.00,9.82,-30.00,-30.00
18:30 - 18:45,41.39,-90.00,9.82,-50.00,-35.00
18:45 - 19:00,31.76,-75.00,9.82,-88.00,-35.00
19:00 - 19:15,11.55,-58.00,10.88,-99.00,-21.00
19:15 - 19:30,29.83,-10.00,10.88,-102.00,-7.00
19:30 - 19:45,74.11,0.00,10.88,-102.00,12.51
19:45 - 20:00,110.68,0.00,10.88,-102.00,-30.00
20:00 - 20:15,94.32,-67.00,10.88,-50.00,-47.00
20:15 - 20:30,121.27,-67.00,10.88,-50.00,-1.00
20:30 - 20:45,27.91,0.00,10.88,-50.00,-50.00
20:45 - 21:00,54.86,0.00,10.88,-50.00,-90.00
21:00 - 21:15,18.29,-51.00,8.18,-50.00,-49.00
21:15 - 21:30,64.48,-45.00,8.09,-50.00,-90.00
21:30 - 21:45,126.09,-25.00,8.37,-50.00,-90.00
21:45 - 22:00,187.69,0.00,8.47,-50.00,-110.00
22:00 - 22:15,138.60,0.00,8.47,-50.00,-120.00
22:15 - 22:30,115.50,0.00,8.66,-50.00,-120.00
22:30 - 22:45,98.17,0.00,8.76,-35.00,-50.00
22:45 - 23:00,128.01,0.00,8.86,-35.00,-60.00
23:00 - 23:15,124.16,0.00,8.76,-35.00,-80.00
23:15 - 23:30,118.39,-27.00,8.76,-35.00,-90.00
23:30 - 23:45,99.14,-50.00,8.76,-35.00,-90.00
23:45 - 24:00,64.49,-60.00,8.76,-35.00,-80.00
