Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
17:30 - 17:45,82.70,140.39,-0.50,3.85,0.00,0.00,-75.00
17:45 - 18:00,195.46,134.57,-0.50,3.76,0.00,0.00,-55.00
18:00 - 18:15,18.17,324.16,-0.50,0.98,0.00,1.23,-65.00
18:15 - 18:30,1.97,234.55,-0.50,0.69,0.00,0.38,-75.00
18:30 - 18:45,9.72,152.41,-0.50,0.79,0.00,0.14,-75.00
18:45 - 19:00,9.79,164.92,-0.50,0.72,0.00,0.10,-70.00
19:00 - 19:15,12.65,140.95,-0.50,1.30,0.00,0.26,-70.00
19:15 - 19:30,0.00,145.29,-0.50,1.91,0.00,0.93,-80.00
19:30 - 19:45,-10.00,201.16,-0.50,5.65,-10.00,3.52,-75.00
19:45 - 20:00,-36.00,221.17,-0.50,8.65,-10.00,6.64,-75.00
20:00 - 20:15,-51.00,158.66,-0.50,8.65,-15.00,3.85,-7.00
20:15 - 20:30,-65.00,165.40,-0.50,7.69,-15.00,5.67,0.00
20:30 - 20:45,-34.00,205.78,-0.50,6.73,-15.00,0.00,0.00
20:45 - 21:00,13.46,188.48,-0.50,6.73,-15.00,0.00,0.00
21:00 - 21:15,-53.00,183.67,-0.50,6.73,-10.00,0.00,-135.00
21:15 - 21:30,75.97,197.12,-0.50,5.77,-10.00,0.00,-30.00
21:30 - 21:45,22.12,197.12,-0.50,5.77,-10.00,0.00,-35.00
21:45 - 22:00,23.08,171.16,-0.50,4.81,-10.00,0.00,-35.00
22:00 - 22:15,44.23,188.48,-0.50,2.88,-10.00,0.00,-10.00
22:15 - 22:30,76.93,183.67,-0.50,0.96,-10.00,0.00,-25.00
22:30 - 22:45,100.97,178.86,-0.50,0.96,-10.00,0.00,-45.00
22:45 - 23:00,84.62,175.97,-0.50,0.00,-10.00,0.00,-45.00
23:00 - 23:15,30.77,146.16,-0.50,-1.00,-10.00,0.00,-28.00
23:15 - 23:30,9.62,136.54,-0.50,-3.00,-10.00,0.00,-27.00
23:30 - 23:45,-42.00,116.35,-0.50,-4.00,-10.00,0.00,-30.00
23:45 - 24:00,-29.00,93.28,-0.50,-4.00,-10.00,0.00,-30.00
