Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,9.62,-1.00,2.88,-15.00,0.00,-28.00
00:15 - 00:30,0.00,9.62,-1.00,2.88,-15.00,0.00,4.81
00:30 - 00:45,-8.00,0.00,-1.00,2.21,-15.00,0.00,-20.00
00:45 - 01:00,-10.00,0.00,-1.00,2.21,-15.00,0.00,-19.00
01:00 - 01:15,10.58,15.38,-1.00,2.12,-15.00,0.00,-32.00
01:15 - 01:30,-6.00,14.43,-1.00,1.92,-15.00,0.00,-32.00
01:30 - 01:45,0.00,16.35,-1.00,1.92,-15.00,0.00,-15.00
01:45 - 02:00,-9.00,19.23,-1.00,1.73,-15.00,0.00,-15.00
02:00 - 02:15,-14.00,36.54,-1.00,1.73,-15.00,0.00,-15.00
02:15 - 02:30,-25.00,34.62,-1.00,1.54,-15.00,0.00,-14.00
02:30 - 02:45,-24.00,32.69,-1.00,1.54,-15.00,0.00,-5.00
02:45 - 03:00,-28.00,33.65,-1.00,1.54,-15.00,0.00,-10.00
03:00 - 03:15,-14.00,50.00,-1.00,1.54,-15.00,0.00,-14.00
03:15 - 03:30,-16.00,48.08,-1.00,1.54,-15.00,0.00,-15.00
03:30 - 03:45,-22.00,50.96,-1.00,1.54,-15.00,0.00,-13.00
03:45 - 04:00,-19.00,50.97,-1.00,1.92,-15.00,0.00,-9.00
04:00 - 04:15,-17.00,55.78,-1.00,1.92,-15.00,0.00,-17.00
04:15 - 04:30,-22.00,60.59,-1.00,2.88,-15.00,0.00,-45.00
04:30 - 04:45,-25.00,50.96,-1.00,3.85,-15.00,0.00,-7.00
04:45 - 05:00,-25.00,52.89,-1.00,5.77,-15.00,0.00,-46.00
05:00 - 05:15,-33.00,50.01,-1.00,1.92,-15.00,0.00,-39.00
05:15 - 05:30,-42.00,72.12,-1.00,4.81,-15.00,0.00,-36.00
05:30 - 05:45,-26.00,122.13,-1.00,7.69,-15.00,0.00,-35.00
05:45 - 06:00,-56.00,146.16,-1.00,10.58,-15.00,0.00,-45.00
06:00 - 06:15,-25.00,113.47,-1.00,14.42,-15.00,0.00,-140.00
06:15 - 06:30,-46.00,143.28,-1.00,14.42,-15.00,0.00,19.23
06:30 - 06:45,84.62,176.93,-1.00,16.35,-15.00,0.00,19.23
06:45 - 07:00,-15.00,129.82,-1.00,17.31,-15.00,3.65,-45.00
07:00 - 07:15,-36.00,126.09,-1.00,9.21,0.00,0.97,-70.00
07:15 - 07:30,-31.00,117.61,-1.00,5.04,0.00,0.50,-66.00
07:30 - 07:45,-45.00,80.05,-1.00,1.91,0.00,0.05,-85.00
07:45 - 08:00,-30.00,84.73,-1.00,2.19,0.00,0.26,-80.00
08:00 - 08:15,-8.00,62.18,-1.00,3.43,0.00,0.46,-76.00
08:15 - 08:30,-27.00,85.68,-1.00,4.87,0.00,0.44,-75.00
08:30 - 08:45,-30.00,120.83,-1.00,8.64,0.00,0.30,-50.00
08:45 - 09:00,-30.00,168.44,-1.00,17.78,0.00,0.00,-40.00
09:00 - 09:15,-23.00,117.88,-1.00,13.41,0.00,0.00,33.54
09:15 - 09:30,-21.00,104.36,-1.00,10.14,0.00,0.00,36.74
09:30 - 09:45,-53.00,144.24,-1.00,12.50,0.00,0.00,38.46
09:45 - 10:00,-71.00,67.31,-1.00,12.50,0.00,0.00,19.23
10:00 - 10:15,-57.00,44.23,-0.50,10.58,0.00,0.00,54.81
10:15 - 10:30,-23.00,97.12,-0.50,8.65,0.00,0.00,114.44
10:30 - 10:45,68.27,47.12,-0.50,7.69,0.00,0.00,95.20
10:45 - 11:00,70.20,56.73,-0.50,4.81,0.00,0.00,80.77
11:00 - 11:15,138.46,100.01,-0.50,3.85,-15.00,0.00,95.20
11:15 - 11:30,114.43,69.24,-0.50,3.85,-15.00,0.00,32.69
11:30 - 11:45,40.39,118.28,-0.50,2.88,-15.00,0.00,38.46
11:45 - 12:00,-10.00,111.55,-0.50,2.88,-15.00,0.00,32.69
12:00 - 12:15,-57.00,100.00,-0.50,1.44,-15.00,0.10,-18.00
12:15 - 12:30,-110.00,78.85,-0.50,0.48,-15.00,0.00,-41.00
12:30 - 12:45,-20.00,33.66,-0.50,0.00,-15.00,0.00,-30.00
12:45 - 13:00,-49.00,31.73,-0.50,-1.00,-15.00,0.00,-22.00
13:00 - 13:15,-128.00,17.31,-0.50,-0.50,-25.00,0.00,0.00
13:15 - 13:30,-163.00,22.12,-0.50,-2.00,-25.00,0.00,0.00
13:30 - 13:45,-155.00,14.42,-0.50,-3.00,-25.00,0.00,-16.00
13:45 - 14:00,-155.00,16.35,-0.50,-3.00,-25.00,0.00,-30.00
14:00 - 14:15,-163.00,35.58,-0.50,-2.50,-25.00,0.00,-40.00
14:15 - 14:30,-164.00,31.73,-0.50,-3.00,-25.00,0.00,-40.00
14:30 - 14:45,-127.00,33.66,-0.50,-4.00,-25.00,0.00,-53.00
14:45 - 15:00,-134.00,29.81,-0.50,-4.50,-25.00,0.00,-62.00
15:00 - 15:15,-112.00,94.24,-0.50,-4.50,-25.00,0.00,-65.00
15:15 - 15:30,-108.00,92.31,-0.50,-4.50,-25.00,0.00,-62.00
15:30 - 15:45,-103.00,93.28,-0.50,-4.50,-25.00,0.00,-70.00
15:45 - 16:00,-98.00,99.04,-0.50,-4.50,-25.00,0.00,-55.00
16:00 - 16:15,-56.00,136.55,-0.50,-3.00,-25.00,0.00,-53.00
16:15 - 16:30,-18.00,100.01,-0.50,-2.00,-25.00,0.00,-75.00
16:30 - 16:45,15.39,102.89,-0.50,-1.50,-15.00,0.00,-139.00
16:45 - 17:00,-7.00,141.36,-0.50,0.00,-15.00,0.00,43.27
17:00 - 17:15,-1.00,164.44,-0.50,1.92,0.00,0.00,-20.00
17:15 - 17:30,38.46,61.55,-0.50,2.88,0.00,0.00,-5.00
