Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-92.00,0.00,-1.30,9.61,0.00,0.00,52.87
00:15 - 00:30,-84.00,0.00,-1.30,9.61,0.00,0.00,52.87
00:30 - 00:45,-111.00,-40.00,-1.30,9.61,0.00,0.00,38.46
00:45 - 01:00,-114.00,-35.00,-1.30,9.13,0.00,0.00,38.45
01:00 - 01:15,-135.00,-30.00,-1.30,9.13,0.00,0.00,34.61
01:15 - 01:30,-132.00,-40.00,-1.30,9.13,0.00,0.00,33.65
01:30 - 01:45,-96.00,-23.00,-1.30,9.13,0.00,0.00,29.80
01:45 - 02:00,-93.00,-22.00,-1.30,9.13,0.00,0.00,34.61
02:00 - 02:15,-110.00,-25.00,-1.50,9.13,0.00,0.00,33.65
02:15 - 02:30,-105.00,-23.00,-1.50,9.13,0.00,0.00,39.42
02:30 - 02:45,-108.00,0.00,-1.50,9.13,0.00,0.00,43.26
02:45 - 03:00,-106.00,0.00,-1.50,8.65,0.00,0.00,-37.00
03:00 - 03:15,-99.00,0.00,-1.50,8.65,0.00,0.00,-30.00
03:15 - 03:30,-97.00,0.00,-1.50,8.65,0.00,0.00,-30.00
03:30 - 03:45,-94.00,0.00,-1.50,8.65,0.00,0.00,-27.00
03:45 - 04:00,-92.00,0.00,-1.50,8.94,0.00,0.00,-27.00
04:00 - 04:15,-130.00,0.00,-1.50,9.61,0.00,0.00,-28.00
04:15 - 04:30,-134.00,0.00,-1.50,10.09,0.00,0.00,-35.00
04:30 - 04:45,-143.00,-14.00,-1.50,10.57,0.00,0.00,6.73
04:45 - 05:00,-178.00,-41.00,-1.50,11.54,0.00,0.00,9.61
05:00 - 05:15,-161.00,-45.00,-1.50,13.46,0.00,0.00,14.42
05:15 - 05:30,-136.00,-40.00,-1.50,15.38,0.00,0.00,0.00
05:30 - 05:45,-124.00,-10.00,-1.50,17.30,0.00,0.00,-60.00
05:45 - 06:00,-121.00,31.72,-1.50,19.71,0.00,0.00,-20.00
06:00 - 06:15,-90.00,0.00,-1.50,22.11,0.00,0.00,-7.00
06:15 - 06:30,-85.00,4.81,-1.50,23.07,0.00,0.00,-20.00
06:30 - 06:45,-81.00,-48.00,-1.50,24.03,0.00,0.00,-40.00
06:45 - 07:00,-82.00,-41.00,-1.50,24.03,0.00,0.00,-50.00
07:00 - 07:15,-81.00,-38.00,-1.50,24.99,0.00,0.10,-60.00
07:15 - 07:30,-90.00,-41.00,-1.50,25.96,0.00,0.00,-70.00
07:30 - 07:45,-70.00,-41.00,-0.10,25.95,0.00,0.77,-90.00
07:45 - 08:00,-60.00,-40.00,-0.10,25.96,0.00,0.67,-125.00
08:00 - 08:15,-65.00,0.00,-0.10,25.28,0.00,0.00,-115.00
08:15 - 08:30,-49.00,0.00,-0.10,24.99,0.00,0.00,-110.00
08:30 - 08:45,-33.00,0.00,-0.10,24.51,0.00,0.00,-114.00
08:45 - 09:00,-10.00,0.00,-0.10,24.03,0.00,0.00,-96.00
09:00 - 09:15,27.88,74.98,-0.50,24.03,0.00,0.00,-56.00
09:15 - 09:30,56.72,93.24,-0.50,23.65,0.00,0.00,-42.00
09:30 - 09:45,89.40,110.55,-0.50,23.07,0.00,0.00,-39.00
09:45 - 10:00,153.81,153.81,-0.50,23.07,0.00,0.00,-21.00
10:00 - 10:15,99.01,199.96,-0.50,22.01,0.00,0.00,-37.00
10:15 - 10:30,5.77,88.44,-0.50,22.11,0.00,0.00,-13.00
10:30 - 10:45,-43.00,87.48,-0.50,22.11,0.00,0.00,-20.00
10:45 - 11:00,-83.00,74.02,-0.50,21.73,0.00,0.00,24.03
11:00 - 11:15,-34.00,78.83,-0.10,20.19,0.00,0.00,9.61
11:15 - 11:30,-59.00,41.33,-0.10,20.19,0.00,0.00,-5.00
11:30 - 11:45,-96.00,59.60,-0.10,20.19,0.00,0.00,-35.00
11:45 - 12:00,-90.00,90.36,-0.10,19.23,0.00,0.00,0.00
12:00 - 12:15,11.54,118.23,-0.10,19.23,0.00,0.00,-10.00
12:15 - 12:30,49.99,122.08,-0.10,18.75,0.00,0.00,-10.00
12:30 - 12:45,34.61,123.04,-0.50,18.75,0.00,0.00,-30.00
12:45 - 13:00,-22.00,119.21,-0.50,18.26,0.00,0.00,-30.00
13:00 - 13:15,0.00,56.72,-0.50,18.26,0.00,0.00,24.03
13:15 - 13:30,0.00,54.80,-0.42,17.30,0.00,0.00,43.26
13:30 - 13:45,-29.00,0.00,-0.50,16.82,0.00,0.00,14.42
13:45 - 14:00,-24.00,0.00,-0.50,16.82,0.00,0.00,14.42
14:00 - 14:15,10.57,-33.00,-0.50,15.87,0.00,0.00,-95.00
14:15 - 14:30,19.23,-39.00,-0.50,15.38,0.00,0.00,-80.00
14:30 - 14:45,-70.00,-35.00,-0.50,15.38,0.00,0.00,-140.00
14:45 - 15:00,-133.00,-50.00,-0.50,15.38,0.00,0.00,-130.00
15:00 - 15:15,-145.00,-28.00,-0.50,15.38,0.00,0.00,-115.00
15:15 - 15:30,-149.00,-35.00,-0.50,15.38,0.00,0.00,-110.00
15:30 - 15:45,-209.00,-46.00,-0.50,14.90,0.00,0.00,-145.00
15:45 - 16:00,-221.00,-54.00,-0.50,15.38,0.00,0.00,-130.00
16:00 - 16:15,-192.00,0.00,-0.50,15.38,0.00,0.00,-50.00
