Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
16:15 - 16:30,-181.00,62.49,-0.50,15.38,0.00,0.00,-35.00
16:30 - 16:45,-233.00,48.06,-0.50,14.42,0.00,0.00,-85.00
16:45 - 17:00,-160.00,-15.00,-0.50,14.90,0.00,0.00,-115.00
17:00 - 17:15,-131.00,-14.00,-0.50,15.86,0.00,0.00,-120.00
17:15 - 17:30,-125.00,-23.00,-0.50,16.34,0.00,0.00,-120.00
17:30 - 17:45,-121.00,-28.00,-0.50,16.63,0.00,0.00,-120.00
17:45 - 18:00,-114.00,-102.00,-0.50,17.30,0.00,0.00,-54.00
18:00 - 18:15,-54.00,0.00,-0.50,17.59,0.00,0.00,-33.00
18:15 - 18:30,-65.00,0.00,-0.50,18.45,0.00,0.10,-64.00
18:30 - 18:45,-89.00,0.00,-0.50,19.51,0.00,0.00,0.00
18:45 - 19:00,-117.00,0.00,-0.50,19.23,0.00,0.67,0.00
19:00 - 19:15,-159.00,-9.00,-0.50,19.23,0.00,1.25,-32.00
19:15 - 19:30,-164.00,-9.00,-0.50,19.23,0.00,0.67,-22.00
19:30 - 19:45,-63.00,-15.00,-0.50,19.23,-10.00,0.00,-7.00
19:45 - 20:00,-59.00,-26.00,-0.50,18.26,-10.00,0.00,-26.00
20:00 - 20:15,-20.00,0.00,-0.50,17.30,-10.00,0.00,-4.00
20:15 - 20:30,19.23,0.00,-0.50,17.30,-10.00,0.00,0.00
20:30 - 20:45,-8.00,-30.00,-0.50,16.34,-15.00,0.00,-41.00
20:45 - 21:00,9.61,-34.00,-0.50,16.35,-15.00,0.00,-21.00
21:00 - 21:15,-158.00,-46.00,-0.50,16.34,-6.00,0.00,17.31
21:15 - 21:30,-80.00,6.73,-0.50,15.38,-6.00,0.00,20.19
21:30 - 21:45,-18.00,0.00,-0.50,15.00,-6.00,0.00,0.00
21:45 - 22:00,52.87,-26.00,-0.50,14.42,-6.00,0.00,0.00
22:00 - 22:15,47.10,-22.00,-0.50,13.46,-10.00,0.00,-45.00
22:15 - 22:30,45.18,-12.00,-0.50,12.50,-10.00,0.00,-54.00
22:30 - 22:45,45.18,-17.00,-0.50,11.15,-15.00,0.00,-68.00
22:45 - 23:00,43.26,-14.00,-0.50,11.05,-15.00,0.00,-71.00
23:00 - 23:15,40.38,-53.00,-0.90,10.57,-15.00,0.00,-65.00
23:15 - 23:30,30.77,-50.00,-0.90,10.09,-15.00,0.00,-63.00
23:30 - 23:45,0.00,-12.00,-0.90,9.61,-15.00,0.00,-71.00
23:45 - 24:00,-34.00,0.00,-0.90,9.61,-15.00,0.00,-70.00
