Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
18:30 - 18:45,-43.00,6.74,-1.00,9.88,0.00,0.72,-123.00
18:45 - 19:00,-23.00,14.76,-1.00,5.91,0.00,1.07,-107.00
19:00 - 19:15,-37.00,30.34,-1.00,2.90,0.00,0.30,-100.00
19:15 - 19:30,-34.00,24.98,-1.00,2.92,0.00,0.13,-115.00
19:30 - 19:45,-132.00,-7.00,-1.00,3.05,0.00,0.33,-137.00
19:45 - 20:00,-164.00,-34.00,-1.00,3.40,0.00,0.50,-140.00
20:00 - 20:15,-163.00,-22.00,-1.00,4.61,0.00,0.98,-161.00
20:15 - 20:30,-166.00,-22.00,-1.00,5.51,0.00,1.55,-157.00
20:30 - 20:45,-194.00,-45.00,-1.00,7.45,0.00,1.18,-210.00
20:45 - 21:00,-203.00,-45.00,-1.00,9.12,0.00,1.32,-210.00
21:00 - 21:15,-201.00,-82.00,-1.00,13.08,0.00,0.26,-195.00
21:15 - 21:30,-158.00,-82.00,-1.00,12.96,0.00,0.66,-185.00
21:30 - 21:45,-172.00,-90.00,-1.00,14.91,0.00,0.00,-150.00
21:45 - 22:00,-156.00,-81.00,-1.00,15.11,0.00,0.00,-130.00
22:00 - 22:15,-158.00,-62.00,-1.00,11.98,0.00,1.60,-120.00
22:15 - 22:30,-175.00,-69.00,-1.00,10.86,0.00,1.46,-120.00
22:30 - 22:45,-171.00,-107.00,-1.00,14.23,0.00,0.84,-125.00
22:45 - 23:00,-154.00,-111.00,-1.00,15.07,0.00,1.33,-107.00
23:00 - 23:15,-170.00,-138.00,-1.00,15.42,0.00,0.00,-114.00
23:15 - 23:30,-166.00,-138.00,-1.00,15.23,0.00,0.00,-117.00
23:30 - 23:45,-215.00,-125.00,-1.00,14.17,0.00,0.00,-128.00
23:45 - 24:00,-190.00,-130.00,-1.00,14.17,0.00,0.00,-130.00
