Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-50.00,0.00,1.54,-15.00,0.00,-95.00
00:15 - 00:30,-12.00,0.00,1.25,-15.00,0.00,-60.00
00:30 - 00:45,23.14,-12.00,1.06,-18.00,0.00,-15.00
00:45 - 01:00,46.28,-7.00,1.06,-18.00,0.00,-20.00
01:00 - 01:15,92.56,-30.00,0.96,-20.00,0.00,-25.00
01:15 - 01:30,91.59,-25.00,0.96,-20.00,0.00,-25.00
01:30 - 01:45,71.35,-5.00,0.96,-20.00,0.00,-30.00
01:45 - 02:00,72.31,-5.00,0.96,-20.00,0.00,-30.00
02:00 - 02:15,39.53,-17.00,0.87,-20.00,0.00,-25.00
02:15 - 02:30,35.67,-26.00,0.77,-20.00,0.00,-35.00
02:30 - 02:45,27.96,-23.00,0.77,-20.00,0.00,-50.00
02:45 - 03:00,27.96,-27.00,0.67,-20.00,0.00,-55.00
03:00 - 03:15,46.28,-32.00,0.67,-20.00,0.00,-65.00
03:15 - 03:30,50.14,-33.00,0.67,-20.00,0.00,-65.00
03:30 - 03:45,23.14,-24.00,0.77,-20.00,0.00,-65.00
03:45 - 04:00,-13.00,-37.00,0.77,-20.00,0.00,-60.00
04:00 - 04:15,0.00,-30.00,0.96,-20.00,0.00,-50.00
04:15 - 04:30,-30.00,-31.00,1.45,-20.00,0.00,-45.00
04:30 - 04:45,-21.00,-24.00,1.54,-20.00,0.00,-35.00
04:45 - 05:00,27.96,-9.00,2.31,-20.00,0.00,-35.00
05:00 - 05:15,40.49,-65.00,3.57,-20.00,0.00,-40.00
05:15 - 05:30,47.24,-64.00,5.11,-20.00,0.00,-30.00
05:30 - 05:45,66.52,-53.00,7.04,-20.00,0.00,-60.00
05:45 - 06:00,75.20,-49.00,7.71,-20.00,0.00,-100.00
06:00 - 06:15,19.28,-30.00,8.68,-20.00,0.00,-85.00
06:15 - 06:30,55.92,-25.00,9.64,-20.00,0.00,-85.00
06:30 - 06:45,46.28,-25.00,9.64,-10.00,0.00,-65.00
06:45 - 07:00,22.18,-36.00,12.05,-10.00,0.00,-60.00
07:00 - 07:15,57.84,-40.00,12.15,-10.00,0.00,-65.00
07:15 - 07:30,58.81,-40.00,12.15,-10.00,0.00,-75.00
07:30 - 07:45,75.20,-34.00,12.15,-15.00,0.00,-60.00
07:45 - 08:00,80.03,-43.00,11.95,-15.00,0.00,-60.00
08:00 - 08:15,76.17,-50.00,10.89,-10.00,0.00,-30.00
08:15 - 08:30,68.45,-30.00,9.35,0.00,0.00,-25.00
08:30 - 08:45,49.17,0.00,8.68,0.00,0.00,-65.00
08:45 - 09:00,53.03,0.00,7.23,0.00,0.00,-30.00
09:00 - 09:15,26.99,-20.00,6.75,-10.00,0.00,9.64
09:15 - 09:30,25.07,-10.00,5.78,-10.00,0.00,9.64
09:30 - 09:45,24.11,-5.00,5.30,-10.00,0.00,24.10
09:45 - 10:00,11.57,-10.00,4.82,-10.00,0.00,14.46
10:00 - 10:15,-13.00,-28.00,4.34,0.00,0.00,4.82
10:15 - 10:30,-29.00,-38.00,3.37,0.00,0.00,4.82
10:30 - 10:45,-11.00,-37.00,2.89,0.00,0.00,9.64
10:45 - 11:00,-26.00,-36.00,2.89,0.00,0.00,0.00
11:00 - 11:15,-50.00,-46.00,2.51,0.00,0.00,-80.00
11:15 - 11:30,-63.00,-40.00,2.41,0.00,0.00,-85.00
11:30 - 11:45,-100.00,-65.00,1.74,0.00,0.00,-105.00
11:45 - 12:00,-107.00,-59.00,1.74,0.00,0.00,-105.00
12:00 - 12:15,-33.00,-50.00,1.45,0.00,0.00,-100.00
12:15 - 12:30,-34.00,-56.00,1.64,0.00,0.00,-110.00
12:30 - 12:45,-42.00,-71.00,1.64,0.00,0.00,-70.00
12:45 - 13:00,-54.00,-78.00,0.96,0.00,0.00,-70.00
13:00 - 13:15,-77.00,-101.00,0.96,0.00,0.00,-80.00
13:15 - 13:30,-89.00,-108.00,0.96,0.00,0.00,-80.00
13:30 - 13:45,-93.00,-108.00,0.00,0.00,0.00,-70.00
13:45 - 14:00,-78.00,-71.00,0.00,0.00,0.00,-70.00
14:00 - 14:15,-55.00,-43.00,0.00,0.00,0.00,-50.00
14:15 - 14:30,-25.00,-42.00,0.00,0.00,0.00,-140.00
14:30 - 14:45,-95.00,-43.00,0.48,0.00,0.00,-130.00
14:45 - 15:00,-60.00,-42.00,0.96,0.00,0.00,-125.00
15:00 - 15:15,-22.00,-64.00,1.45,0.00,0.00,-110.00
15:15 - 15:30,-18.00,-50.00,1.92,0.00,0.10,-105.00
15:30 - 15:45,27.96,-14.00,2.89,0.00,0.00,-100.00
15:45 - 16:00,46.28,-9.00,3.37,0.00,0.00,-95.00
16:00 - 16:15,33.74,-15.00,3.86,0.00,0.00,-105.00
16:15 - 16:30,41.46,-12.00,4.82,0.00,0.00,-80.00
16:30 - 16:45,32.78,-53.00,5.30,0.00,0.00,-192.00
16:45 - 17:00,17.36,-88.00,5.78,0.00,0.00,-153.00
17:00 - 17:15,0.00,-113.00,6.75,0.00,0.00,-167.00
17:15 - 17:30,0.00,-100.00,7.71,0.00,0.00,-176.00
17:30 - 17:45,-29.00,-88.00,9.15,0.00,0.39,-195.00
17:45 - 18:00,-54.00,-94.00,9.64,0.00,1.06,-195.00
18:00 - 18:15,-20.00,-92.00,9.64,0.00,3.47,-152.00
18:15 - 18:30,-23.00,-78.00,9.64,0.00,2.22,-163.00
18:30 - 18:45,-22.00,-82.00,9.64,0.00,0.58,-177.00
18:45 - 19:00,-19.00,-89.00,9.64,0.00,0.00,-219.00
19:00 - 19:15,-8.00,-23.00,9.16,0.00,0.00,-228.00
19:15 - 19:30,-8.00,-11.00,8.19,0.00,0.00,-207.00
19:30 - 19:45,44.35,0.00,7.23,0.00,0.00,-159.00
19:45 - 20:00,0.00,-13.00,6.75,0.00,0.00,-162.00
20:00 - 20:15,29.88,23.14,6.75,0.00,0.00,-141.00
20:15 - 20:30,29.89,0.00,6.75,0.00,0.00,-41.00
20:30 - 20:45,27.00,9.64,6.27,0.00,0.00,5.78
20:45 - 21:00,27.00,9.64,5.78,0.00,0.00,-12.00
21:00 - 21:15,15.43,9.64,4.82,0.00,0.00,-94.00
21:15 - 21:30,17.35,4.82,3.86,0.00,0.00,-85.00
21:30 - 21:45,59.77,0.00,3.86,0.00,0.00,-120.00
21:45 - 22:00,62.66,0.00,3.86,0.00,0.00,-124.00
22:00 - 22:15,61.71,24.10,2.89,-10.00,0.00,-164.00
22:15 - 22:30,-17.00,14.46,2.89,-10.00,0.00,-139.00
22:30 - 22:45,-22.00,-20.00,1.93,-10.00,0.00,-172.00
22:45 - 23:00,-22.00,-35.00,1.93,-10.00,0.00,-149.00
23:00 - 23:15,-28.00,-15.00,0.96,-15.00,0.00,-135.00
23:15 - 23:30,16.39,-10.00,0.96,-18.00,0.00,-134.99
23:30 - 23:45,5.79,-10.00,0.96,-20.00,0.00,-79.99
23:45 - 24:00,24.11,0.00,0.96,-20.00,0.00,-10.00
