Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:15 - 06:30,157.70,-53.00,-1.00,0.00,0.00,0.00,-122.00
06:30 - 06:45,158.66,-60.00,-1.00,0.00,0.00,0.00,42.31
06:45 - 07:00,64.43,-86.00,-1.00,0.00,0.00,0.00,-27.00
07:00 - 07:15,-24.00,-130.00,-1.00,0.00,0.00,0.00,-59.00
07:15 - 07:30,7.45,-118.00,-1.00,0.00,0.00,0.45,-56.00
07:30 - 07:45,12.77,-104.00,-1.00,0.00,0.00,0.00,-38.00
07:45 - 08:00,11.98,-93.00,-1.00,0.00,0.00,0.12,-28.00
08:00 - 08:15,10.29,-168.00,-1.00,0.00,0.00,0.52,-19.00
08:15 - 08:30,17.41,-152.00,-1.00,0.00,0.00,0.69,-12.00
08:30 - 08:45,13.83,-141.00,-1.00,0.00,0.00,0.38,8.59
08:45 - 09:00,20.15,-141.00,-1.00,0.00,0.00,0.00,8.76
09:00 - 09:15,33.66,-150.00,-1.00,0.00,0.00,0.00,-27.00
09:15 - 09:30,35.58,-110.00,-1.00,0.00,0.00,0.00,-30.00
09:30 - 09:45,65.39,-117.00,-1.00,0.00,0.00,0.00,-11.00
09:45 - 10:00,91.35,-131.00,-1.00,0.00,0.00,0.00,-139.00
10:00 - 10:15,-43.00,-41.00,-0.50,0.00,-10.00,0.00,-31.00
10:15 - 10:30,-49.00,-43.00,-0.50,0.00,-10.00,0.00,13.46
10:30 - 10:45,-44.00,-63.00,-0.50,0.00,-10.00,0.00,21.16
10:45 - 11:00,-55.00,-51.00,-0.50,0.00,-10.00,0.00,21.16
11:00 - 11:15,-58.00,-120.00,-0.50,0.00,-15.00,0.00,14.42
11:15 - 11:30,-31.00,-87.00,-0.50,0.00,-15.00,0.00,0.00
11:30 - 11:45,0.00,-86.00,-0.50,0.00,-25.00,0.00,-5.00
11:45 - 12:00,0.00,-62.00,-0.50,0.00,-25.00,0.00,-20.00
12:00 - 12:15,-13.00,-24.00,-0.50,0.96,-20.00,0.00,4.81
12:15 - 12:30,-47.00,0.00,-0.50,0.96,-20.00,0.00,4.81
12:30 - 12:45,-48.00,0.00,-0.50,0.00,-20.00,0.00,24.04
12:45 - 13:00,-45.00,28.85,-0.50,0.00,-20.00,0.00,14.42
13:00 - 13:15,-87.00,0.00,-0.50,0.00,-20.00,0.00,-80.00
13:15 - 13:30,-135.00,0.00,-0.50,0.00,-20.00,0.00,-80.00
13:30 - 13:45,-105.00,-10.00,-0.50,0.00,-20.00,0.00,-80.00
13:45 - 14:00,-100.00,-20.00,-0.50,0.00,-20.00,0.00,14.42
14:00 - 14:15,-119.00,0.00,-0.50,0.00,-20.00,0.00,-23.00
14:15 - 14:30,-124.00,0.00,-0.50,0.00,-20.00,0.00,-30.00
14:30 - 14:45,-95.00,0.00,-0.50,0.00,-25.00,0.00,0.00
14:45 - 15:00,-87.00,0.00,-0.50,0.00,-25.00,0.00,-5.00
15:00 - 15:15,-74.00,0.00,-0.50,0.00,-27.00,0.00,-25.00
15:15 - 15:30,-66.00,0.00,-0.50,0.00,-27.00,0.00,-30.00
15:30 - 15:45,-44.00,0.00,-0.50,0.00,-27.00,0.00,-60.00
15:45 - 16:00,-29.00,0.00,-0.50,0.00,-27.00,0.00,-50.00
16:00 - 16:15,-48.00,24.04,-0.50,0.96,-30.00,0.00,-55.00
16:15 - 16:30,-12.00,17.31,-0.50,0.96,-30.00,0.00,-60.00
16:30 - 16:45,-7.00,5.77,-0.50,0.96,-30.00,0.58,-25.00
16:45 - 17:00,-52.00,39.43,-0.50,1.44,-30.00,0.00,-20.00
17:00 - 17:15,-47.00,50.96,-0.50,3.85,-20.00,0.00,-27.00
17:15 - 17:30,-36.00,0.00,-0.50,4.81,-20.00,0.00,-65.00
17:30 - 17:45,-13.00,0.00,-0.50,5.77,-20.00,0.00,-150.00
17:45 - 18:00,-28.00,0.00,-0.50,6.73,-20.00,0.00,-23.00
18:00 - 18:15,-92.00,68.44,-0.50,6.22,-10.00,0.25,-51.00
18:15 - 18:30,-56.00,29.01,-0.50,2.90,-10.00,0.00,-64.00
18:30 - 18:45,-69.00,78.16,-0.50,1.88,-10.00,0.00,-78.00
18:45 - 19:00,0.00,80.89,-0.50,1.69,-10.00,0.00,-57.00
19:00 - 19:15,2.87,81.68,-0.50,2.98,-10.00,0.39,-64.00
19:15 - 19:30,4.41,56.72,-0.50,4.41,-20.00,0.28,-60.00
19:30 - 19:45,30.44,53.52,-0.50,11.99,-20.00,4.98,-31.00
19:45 - 20:00,-14.00,63.47,-0.50,12.50,-20.00,5.77,-42.00
20:00 - 20:15,-14.00,39.43,-0.50,12.50,-15.00,0.00,-4.00
20:15 - 20:30,37.50,154.82,-0.50,11.54,-15.00,0.00,-2.00
20:30 - 20:45,0.00,175.97,-0.50,11.54,-15.00,0.00,-5.00
20:45 - 21:00,-27.00,103.85,-0.50,10.58,-15.00,0.00,-39.00
21:00 - 21:15,0.00,101.93,-0.50,9.90,-15.00,0.00,0.00
21:15 - 21:30,24.04,99.05,-0.50,9.23,-15.00,0.00,19.23
21:30 - 21:45,28.85,77.89,-0.50,8.27,-15.00,0.00,0.00
21:45 - 22:00,35.58,86.55,-0.50,7.69,-15.00,0.00,0.00
22:00 - 22:15,18.27,79.81,-0.50,5.29,-15.00,0.00,0.00
22:15 - 22:30,3.85,71.15,-0.50,4.81,-15.00,0.00,0.00
22:30 - 22:45,28.85,23.08,-0.50,2.88,-15.00,0.00,-27.00
22:45 - 23:00,19.23,15.39,-0.50,0.00,-15.00,0.00,-27.00
23:00 - 23:15,22.12,0.00,-0.50,0.00,-15.00,0.00,-55.00
23:15 - 23:30,-35.00,0.00,-0.50,0.00,-20.00,0.00,-69.00
23:30 - 23:45,-34.00,0.00,-0.50,0.00,-20.00,0.00,-85.00
23:45 - 24:00,-79.00,0.00,-0.50,0.00,-20.00,0.00,-82.00
