Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-52.00,-33.00,-1.00,0.00,0.00,0.00,-85.00
00:15 - 00:30,-43.00,-24.00,-1.00,0.00,0.00,0.00,-85.00
00:30 - 00:45,-75.00,-10.00,-1.00,0.00,0.00,0.00,-81.00
00:45 - 01:00,-82.00,-15.00,-1.00,0.00,0.00,0.00,-76.00
01:00 - 01:15,-73.00,0.00,-1.00,0.00,0.00,0.00,-84.00
01:15 - 01:30,-72.00,0.00,-1.00,0.00,0.00,0.00,-86.00
01:30 - 01:45,-75.00,0.00,-1.00,0.00,0.00,0.00,-84.00
01:45 - 02:00,-71.00,-5.00,-1.00,0.00,0.00,0.00,-81.00
02:00 - 02:15,-73.00,-9.00,-1.00,0.00,0.00,0.00,-74.00
02:15 - 02:30,-72.00,-13.00,-1.00,0.00,0.00,0.00,-74.00
02:30 - 02:45,-63.00,-22.00,-1.00,0.00,0.00,0.00,-82.00
02:45 - 03:00,-63.00,-30.00,-1.00,0.00,0.00,0.00,-82.00
03:00 - 03:15,-79.00,-32.00,-1.00,0.00,0.00,0.00,-75.00
03:15 - 03:30,-81.00,-34.00,-1.00,0.00,0.00,0.00,-78.00
03:30 - 03:45,-92.00,-39.00,-1.00,0.00,0.00,0.00,-79.00
03:45 - 04:00,-93.00,-40.00,-1.00,0.00,0.00,0.00,-77.00
04:00 - 04:15,-97.00,-29.00,-1.00,0.00,0.00,0.00,-60.00
04:15 - 04:30,-100.00,-30.00,-1.00,0.00,0.00,0.00,-58.00
04:30 - 04:45,-90.00,-28.00,-1.00,0.00,0.00,0.00,-61.00
04:45 - 05:00,-96.00,-31.00,-1.00,0.00,0.00,0.00,-59.00
05:00 - 05:15,-92.00,-28.00,-1.00,0.00,0.00,0.00,35.58
05:15 - 05:30,-90.00,-30.00,-1.00,0.00,0.00,0.00,1.92
05:30 - 05:45,0.00,0.00,-1.00,0.00,0.00,0.00,-14.00
05:45 - 06:00,21.16,0.00,-1.00,0.00,0.00,0.00,-11.00
06:00 - 06:15,119.24,-60.00,-1.00,0.00,0.00,0.00,-49.00
