Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,1048.1520,1092.1520,942.1520,810.1520,750.1520,730.1520,720.1520,720.1520,605.0000,515.0000,505.0000,505.0000,505.0000,505.0000,505.0000,505.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,505.0000,505.0000,534.0000,538.0000,530.0000,520.0000,530.0000,535.0000,500.0000,505.0000,497.0000,628.0000,500.0000,510.0000,604.0000,624.0000,710.0000,790.0392,668.0000,742.0000,818.0392,910.2392,968.2392,1005.2392,983.2392,1048.2392,1056.2392,1062.2392,1047.2392,1031.2392
DC Considered for Schedule,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,880.00,1180.00,1180.00,1180.00,1180.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00
