Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-30.00,0.00,-1.00,13.67,0.00,0.00,4.78
00:15 - 00:30,-85.00,0.00,-1.00,12.71,0.00,0.00,4.78
00:30 - 00:45,-79.00,0.00,-1.00,12.43,0.00,0.00,-24.00
00:45 - 01:00,-78.00,0.00,-1.00,11.85,0.00,0.00,-57.00
01:00 - 01:15,-54.00,0.00,-1.00,11.85,0.00,0.00,-85.00
01:15 - 01:30,-52.00,0.00,-1.00,11.47,0.00,0.00,-100.00
01:30 - 01:45,-76.00,0.00,-1.00,11.18,0.00,0.00,-115.00
01:45 - 02:00,-75.00,0.00,-1.00,10.99,0.00,0.00,-125.00
02:00 - 02:15,-51.00,0.00,-1.00,10.90,0.00,0.00,-106.00
02:15 - 02:30,-47.00,0.00,-1.00,10.90,0.00,0.00,-100.00
02:30 - 02:45,-64.00,0.00,-1.00,10.80,0.00,0.00,-94.00
02:45 - 03:00,-61.00,0.00,-1.00,10.71,0.00,0.00,-92.00
03:00 - 03:15,-50.00,-10.00,-1.00,10.71,0.00,0.00,-79.00
03:15 - 03:30,-59.00,-10.00,-1.00,10.80,0.00,0.00,-62.00
03:30 - 03:45,-66.00,-10.00,-1.00,11.09,0.00,0.00,-43.00
03:45 - 04:00,-70.00,-10.00,-1.00,11.38,0.00,0.00,-44.00
04:00 - 04:15,-41.00,-7.00,-1.00,12.04,0.00,0.00,-49.00
04:15 - 04:30,-31.00,0.00,-1.00,12.43,0.00,0.00,-48.00
04:30 - 04:45,-4.00,0.00,-1.00,12.43,0.00,0.00,-42.00
04:45 - 05:00,-6.00,0.00,-1.00,13.67,0.00,0.00,-43.00
05:00 - 05:15,-56.00,0.00,-1.00,8.60,0.00,0.00,-26.00
05:15 - 05:30,-56.00,0.00,-1.00,9.46,0.00,0.00,13.39
05:30 - 05:45,-41.00,29.63,-1.00,11.76,0.00,0.00,8.60
05:45 - 06:00,-28.00,-9.00,-1.00,14.34,0.00,0.00,9.56
06:00 - 06:15,26.77,57.35,-1.00,18.16,0.00,0.00,-80.00
06:15 - 06:30,0.00,38.24,-1.00,20.07,0.00,0.00,16.25
