Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:30 - 06:45,-17.00,69.78,-1.00,22.18,0.00,0.00,-35.00
06:45 - 07:00,-14.00,59.22,-1.00,16.63,0.00,0.00,-79.00
07:00 - 07:15,0.00,13.58,-1.00,5.43,0.00,0.27,-66.00
07:15 - 07:30,6.09,25.35,-1.00,4.05,0.00,0.15,0.29
07:30 - 07:45,6.99,65.91,-1.00,2.62,0.00,0.11,45.85
07:45 - 08:00,10.97,87.34,-1.00,2.72,0.00,0.00,79.25
08:00 - 08:15,0.00,45.16,-1.00,3.21,1.20,0.00,100.34
08:15 - 08:30,-90.00,49.82,-1.00,3.19,1.19,0.15,99.65
08:30 - 08:45,-105.00,35.72,-1.00,4.92,1.84,0.13,133.06
08:45 - 09:00,-104.00,29.11,-1.00,5.45,2.05,0.11,100.58
09:00 - 09:15,-153.00,0.00,-1.00,8.70,3.73,0.19,64.94
09:15 - 09:30,-115.00,16.21,-1.00,10.81,4.64,0.46,89.58
09:30 - 09:45,-43.00,31.52,-1.00,24.05,9.95,0.00,-95.00
09:45 - 10:00,-29.00,42.06,-1.00,26.77,11.47,0.00,-122.00
10:00 - 10:15,-42.00,12.43,0.00,24.85,11.47,0.00,-124.00
10:15 - 10:30,-46.00,12.43,0.00,23.90,56.97,0.00,-113.00
10:30 - 10:45,-82.00,4.78,0.00,23.90,9.56,0.00,-120.00
10:45 - 11:00,-99.00,57.35,0.00,23.90,9.56,0.00,-119.00
11:00 - 11:15,-111.00,23.90,0.00,21.03,9.56,0.00,70.73
11:15 - 11:30,-98.00,43.02,0.00,20.07,9.56,0.00,85.07
11:30 - 11:45,-55.00,59.27,0.00,21.99,9.56,0.00,77.42
11:45 - 12:00,-12.00,59.27,0.00,21.99,9.56,0.00,82.20
12:00 - 12:15,43.02,101.32,0.00,21.99,9.56,0.00,-51.00
12:15 - 12:30,95.59,99.41,0.00,21.99,9.56,0.00,-24.00
12:30 - 12:45,38.23,0.00,0.00,21.03,9.56,0.00,9.56
12:45 - 13:00,43.02,0.00,0.00,20.07,9.56,0.00,9.56
13:00 - 13:15,-16.00,9.56,0.00,20.07,0.00,0.00,0.00
13:15 - 13:30,5.74,9.56,0.00,19.11,0.00,0.00,-50.00
13:30 - 13:45,0.00,23.90,0.00,18.16,0.00,0.00,-74.00
13:45 - 14:00,0.00,23.89,0.00,17.21,0.00,0.00,-58.00
14:00 - 14:15,-25.00,28.68,0.00,16.25,0.00,0.00,-55.00
14:15 - 14:30,-41.00,28.68,0.00,15.29,0.00,0.00,-60.00
14:30 - 14:45,-32.00,33.46,0.00,13.38,0.00,0.00,-63.00
14:45 - 15:00,-96.00,28.67,0.00,12.43,0.00,0.00,-85.00
15:00 - 15:15,-86.00,-16.00,0.00,12.43,0.00,0.00,-131.00
15:15 - 15:30,-151.00,-18.00,0.00,12.43,0.00,0.00,-126.00
15:30 - 15:45,0.00,-22.00,0.00,12.43,0.00,0.00,-147.00
15:45 - 16:00,12.43,-31.00,0.00,12.42,0.00,0.00,-99.00
16:00 - 16:15,56.79,28.40,0.00,13.25,0.00,0.00,63.41
16:15 - 16:30,27.15,42.76,0.00,9.50,0.00,0.00,-4.00
16:30 - 16:45,0.00,42.31,0.00,6.44,0.00,0.00,-30.00
16:45 - 17:00,0.00,36.71,0.00,5.01,3.34,0.03,-63.00
17:00 - 17:15,-34.00,1.57,0.00,2.80,1.57,0.08,-25.00
17:15 - 17:30,1.44,0.97,0.00,1.73,0.97,0.24,12.02
17:30 - 17:45,0.00,0.59,0.00,1.13,0.59,0.09,20.25
17:45 - 18:00,21.44,0.54,0.00,1.07,0.54,0.15,47.17
18:00 - 18:15,-91.00,133.47,0.00,2.11,0.92,0.45,101.26
18:15 - 18:30,-65.00,87.48,0.00,1.51,0.60,0.26,72.39
18:30 - 18:45,-51.00,113.25,0.00,2.23,0.89,0.07,0.00
18:45 - 19:00,0.38,130.74,0.00,2.47,0.95,0.14,14.21
19:00 - 19:15,-23.00,66.62,0.00,2.96,0.00,0.01,0.00
19:15 - 19:30,1.02,69.29,0.00,3.34,0.00,0.00,0.00
19:30 - 19:45,2.28,29.32,0.00,2.82,0.00,0.05,16.29
19:45 - 20:00,-36.00,27.77,0.00,5.15,0.00,0.59,0.00
20:00 - 20:15,51.50,59.43,0.00,10.30,0.00,0.00,19.81
20:15 - 20:30,86.42,91.58,0.00,14.88,0.00,0.00,28.62
20:30 - 20:45,109.26,100.51,0.00,20.97,0.00,0.00,0.00
20:45 - 21:00,175.89,111.84,0.00,22.75,0.00,0.00,0.00
21:00 - 21:15,221.77,119.49,0.00,21.79,0.00,0.00,-15.00
21:15 - 21:30,224.63,109.93,0.00,21.03,0.00,0.00,0.00
21:30 - 21:45,191.18,88.90,0.00,19.12,0.00,0.00,0.00
21:45 - 22:00,219.85,21.99,0.00,17.02,0.00,0.00,81.25
22:00 - 22:15,61.17,38.24,0.00,16.06,0.00,0.00,-60.00
22:15 - 22:30,77.42,59.27,0.00,14.15,0.00,0.00,9.56
22:30 - 22:45,127.13,54.49,0.00,13.19,0.00,0.00,9.56
22:45 - 23:00,126.18,52.57,0.00,11.47,0.00,0.00,9.56
23:00 - 23:15,173.01,49.71,0.00,9.56,0.00,0.00,17.21
23:15 - 23:30,170.15,44.93,0.00,9.37,0.00,0.00,22.94
23:30 - 23:45,162.51,31.54,0.00,8.41,0.00,0.00,35.37
23:45 - 24:00,115.67,24.85,0.00,7.17,0.00,0.00,25.81
