Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-154.00,-191.00,-0.50,17.39,-44.00,0.00,0.00,85.98
00:15 - 00:30,-254.99,-153.00,-0.50,17.39,-44.00,0.00,0.00,33.81
00:30 - 00:45,-273.00,-151.00,-0.50,15.17,-44.00,0.00,0.00,38.64
00:45 - 01:00,-285.00,-135.00,-0.50,15.17,-44.00,0.00,0.00,38.64
01:00 - 01:15,-305.00,-165.00,-0.50,15.17,-44.00,0.00,0.00,48.30
01:15 - 01:30,-344.00,-147.00,-0.50,15.17,-44.00,0.00,0.00,38.64
01:30 - 01:45,-367.00,-192.00,-0.50,14.49,-44.00,0.00,0.00,47.34
01:45 - 02:00,-411.00,-181.00,-0.50,14.49,-44.00,0.00,0.00,47.34
02:00 - 02:15,-67.00,-113.00,-0.50,14.49,-44.00,0.00,0.00,-3.00
02:15 - 02:30,-101.00,-99.00,-0.50,14.49,-44.00,0.00,0.00,30.92
02:30 - 02:45,-137.00,-111.00,-0.50,14.49,-56.00,0.00,0.00,31.88
02:45 - 03:00,-169.00,-99.00,-0.50,14.49,-54.00,0.00,0.00,-16.00
03:00 - 03:15,-218.00,-71.00,-0.50,14.49,-53.00,0.00,0.00,41.54
03:15 - 03:30,-257.00,-74.00,-0.50,14.20,-55.00,0.00,0.00,37.68
03:30 - 03:45,-249.00,-76.00,-0.50,13.91,-52.00,0.00,0.00,37.68
03:45 - 04:00,-258.00,-81.00,-0.50,13.91,-55.00,0.00,0.00,39.61
04:00 - 04:15,-217.00,-86.00,-0.50,13.91,-56.00,0.00,0.00,35.75
04:15 - 04:30,-211.00,-91.00,-0.50,13.91,-55.00,0.00,0.00,36.71
04:30 - 04:45,-243.00,-74.00,-0.50,13.53,-52.00,0.00,0.00,44.44
04:45 - 05:00,-255.00,-77.00,-0.50,13.91,-53.00,0.00,0.00,44.44
05:00 - 05:15,-217.00,-34.00,-0.50,14.49,-53.00,0.00,0.00,48.31
05:15 - 05:30,-211.00,-39.00,-0.50,15.46,-55.00,0.00,0.00,43.47
05:30 - 05:45,-91.00,-15.00,-0.50,16.04,-56.00,0.00,0.00,45.40
05:45 - 06:00,-84.00,-16.00,-0.50,16.42,-54.00,0.00,0.00,48.31
06:00 - 06:15,-111.00,18.36,-0.50,16.91,-57.00,0.00,0.00,79.21
06:15 - 06:30,-107.00,17.39,-0.50,17.39,-53.00,0.00,0.00,71.49
06:30 - 06:45,-134.00,11.59,-0.50,18.36,-57.00,0.00,0.00,14.49
06:45 - 07:00,-143.00,15.46,-0.50,19.32,-53.00,0.00,0.00,52.17
07:00 - 07:15,-185.00,28.02,-0.50,20.29,-50.00,0.00,0.00,40.57
07:15 - 07:30,-201.00,34.78,-0.50,21.25,-50.00,0.00,0.00,37.68
07:30 - 07:45,-238.00,39.61,-0.50,22.22,-51.00,0.00,0.00,10.63
07:45 - 08:00,-261.00,46.37,-0.50,22.22,-54.00,0.00,0.00,45.41
08:00 - 08:15,-249.00,-118.00,-0.50,15.46,-49.00,0.00,0.00,48.30
08:15 - 08:30,-236.00,-142.00,-0.50,16.42,-48.00,0.00,0.00,48.31
08:30 - 08:45,-227.00,-172.00,0.00,17.39,-49.00,0.00,0.00,37.68
08:45 - 09:00,-234.00,-171.00,0.00,18.36,-48.00,0.00,0.00,32.84
09:00 - 09:15,-211.00,-233.00,-0.50,13.53,-48.00,0.00,0.00,28.98
09:15 - 09:30,-200.00,-244.00,-0.50,13.53,-44.00,0.00,0.00,19.32
09:30 - 09:45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09:45 - 10:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10:00 - 10:15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10:15 - 10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10:30 - 10:45,-315.00,-186.00,-0.50,8.69,-49.00,0.00,0.00,7.73
10:45 - 11:00,-214.00,-169.00,-0.50,8.69,-45.00,0.00,0.00,14.50
11:00 - 11:15,-213.00,-80.00,0.00,3.38,-84.00,0.00,0.00,0.00
11:15 - 11:30,-224.00,-70.00,0.00,3.38,-79.00,0.00,0.00,0.00
11:30 - 11:45,-125.00,-58.00,-0.50,3.38,-79.00,0.00,0.00,0.00
11:45 - 12:00,-120.00,-45.00,-0.50,3.38,-77.00,0.00,0.00,0.00
12:00 - 12:15,-121.00,-121.00,-0.50,3.38,-103.00,0.00,0.00,0.00
12:15 - 12:30,-128.00,-107.00,-0.50,3.38,-101.00,0.00,0.00,0.00
12:30 - 12:45,-151.00,-100.00,-0.50,3.38,-93.00,0.00,0.00,0.00
12:45 - 13:00,-159.00,-105.00,-0.50,3.38,-101.00,0.00,0.00,0.00
13:00 - 13:15,-294.00,-106.00,-0.50,3.86,-97.00,0.00,0.00,27.06
13:15 - 13:30,-288.00,-101.00,-0.50,3.86,-98.00,0.00,0.00,28.02
13:30 - 13:45,-308.00,-48.00,-0.50,3.86,-100.00,0.00,0.00,25.12
13:45 - 14:00,-261.00,-20.00,-0.50,3.86,-103.00,0.00,0.00,35.75
14:00 - 14:15,-258.00,0.00,-0.50,5.51,-104.00,0.00,0.00,73.42
14:15 - 14:30,-294.00,0.00,-0.50,5.51,-102.00,0.00,0.00,83.08
14:30 - 14:45,-305.00,-19.00,-0.50,5.51,-75.00,0.00,0.00,48.30
14:45 - 15:00,-262.00,-16.00,-0.50,5.51,-71.00,0.00,0.00,52.17
15:00 - 15:15,-224.00,-61.00,-0.50,8.31,-65.00,0.00,0.00,38.64
15:15 - 15:30,-203.00,-65.00,-0.50,8.31,-64.00,0.00,0.00,38.64
15:30 - 15:45,-276.00,-60.00,-0.50,8.31,-62.00,0.00,0.00,38.64
15:45 - 16:00,-277.00,-45.00,-0.50,8.31,-66.00,0.00,0.00,33.81
16:00 - 16:15,-169.00,-43.00,-0.50,11.11,-69.00,0.00,0.00,24.15
16:15 - 16:30,-170.00,-47.00,-0.50,11.11,-72.00,0.00,0.00,19.32
16:30 - 16:45,-139.00,-39.00,-0.50,9.66,-76.00,0.00,0.00,24.15
16:45 - 17:00,-145.00,-32.00,-0.50,8.69,-83.00,0.00,0.00,19.33
17:00 - 17:15,-78.00,-25.00,-0.50,14.49,-48.00,0.00,0.00,4.83
17:15 - 17:30,-68.00,-33.00,-0.50,14.49,-48.00,0.00,0.00,9.66
17:30 - 17:45,0.00,0.00,-0.50,13.53,-63.00,0.00,0.00,33.81
17:45 - 18:00,0.00,0.00,-0.50,13.53,-77.00,0.00,0.00,43.47
18:00 - 18:15,-117.00,33.81,-0.50,12.56,-92.00,0.00,0.00,67.63
18:15 - 18:30,-137.00,17.39,-0.50,12.56,-92.00,0.00,0.00,77.29
18:30 - 18:45,-128.00,14.49,0.00,11.59,-82.00,0.00,0.00,86.95
18:45 - 19:00,-162.00,9.66,0.00,11.59,-81.00,0.00,0.00,72.46
19:00 - 19:15,-259.00,0.00,-0.50,11.59,-89.00,0.00,0.00,-40.00
19:15 - 19:30,-243.00,11.59,-0.50,12.56,-88.00,0.00,0.00,-50.00
19:30 - 19:45,-210.97,21.25,-0.50,12.56,-87.00,0.00,0.00,-45.00
19:45 - 20:00,-182.00,18.36,-0.50,12.56,-87.00,0.00,0.00,-40.00
20:00 - 20:15,-145.00,0.00,-0.50,12.56,-91.00,0.10,0.00,0.00
20:15 - 20:30,-119.00,-18.00,-0.50,12.56,-90.00,0.10,0.00,9.66
20:30 - 20:45,-213.00,-55.00,-0.50,12.56,-91.00,0.10,-25.00,-5.00
20:45 - 21:00,-175.00,-60.00,-0.50,12.56,-90.00,0.00,-25.00,-10.00
21:00 - 21:15,-174.00,-95.00,-0.50,12.56,-92.00,1.26,0.00,14.49
21:15 - 21:30,-214.00,-111.00,-0.50,12.56,-90.00,0.00,0.00,9.66
21:30 - 21:45,-261.00,-155.00,-0.50,12.56,-88.00,0.00,0.00,19.32
21:45 - 22:00,-263.00,-163.00,-0.50,12.56,-88.00,0.00,0.00,14.49
22:00 - 22:15,-292.00,-167.00,-0.50,12.56,-88.00,0.00,-25.00,0.00
22:15 - 22:30,-210.00,-166.00,-0.50,12.29,-86.00,0.75,-25.00,-15.00
22:30 - 22:45,-125.00,-142.00,-0.50,12.41,-88.00,1.43,0.00,-50.00
22:45 - 23:00,-66.00,-126.00,-0.50,12.54,-90.00,0.68,0.00,-50.00
23:00 - 23:15,-66.00,-101.00,-0.50,11.59,-94.00,0.68,0.00,-35.00
23:15 - 23:30,-91.00,-98.00,-0.50,11.59,-93.00,0.58,0.00,-35.00
