Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-35.00,78.40,-0.80,31.36,-57.00,0.00,24.30
00:15 - 00:30,-27.00,66.16,-0.80,37.81,-56.00,0.00,7.56
00:30 - 00:45,-75.00,0.00,-0.80,38.64,-56.00,0.00,-10.00
00:45 - 01:00,-92.00,0.00,-0.80,38.64,-56.00,0.00,-20.00
01:00 - 01:15,-150.00,0.00,-0.80,15.46,-58.00,0.00,-43.00
01:15 - 01:30,-193.00,-21.00,-0.80,15.17,-62.00,0.00,-46.00
01:30 - 01:45,-255.00,-46.00,-0.80,14.78,-63.00,0.00,-53.00
01:45 - 02:00,-299.00,-74.00,-0.80,14.20,-63.00,0.00,-60.00
02:00 - 02:15,38.64,-85.00,-0.80,13.91,-71.00,0.00,-75.00
02:15 - 02:30,107.23,-87.00,-0.80,13.52,-63.00,0.00,-70.00
02:30 - 02:45,64.73,-29.00,-0.80,13.52,-66.00,0.00,-61.00
02:45 - 03:00,0.00,0.00,-0.80,13.52,-66.00,0.00,-59.00
03:00 - 03:15,19.32,34.77,-0.80,12.56,-64.00,0.00,-62.00
03:15 - 03:30,29.94,17.39,-0.80,12.56,-71.00,0.00,-92.00
03:30 - 03:45,46.36,34.78,-0.80,12.08,-71.00,0.00,-166.00
03:45 - 04:00,37.67,35.74,-0.80,11.79,-71.00,0.00,58.93
04:00 - 04:15,31.87,25.12,-0.80,11.79,-81.00,0.00,-19.00
04:15 - 04:30,24.15,26.08,-0.80,11.79,-81.00,0.00,62.79
04:30 - 04:45,36.71,10.63,-0.80,11.79,-81.00,0.00,86.93
04:45 - 05:00,0.00,9.66,-0.80,11.79,-81.00,0.00,90.80
05:00 - 05:15,-8.00,-11.00,-0.80,11.79,-82.00,0.00,-20.00
05:15 - 05:30,-70.00,-32.00,-0.80,11.79,-82.00,0.00,-28.00
05:30 - 05:45,-56.00,-18.00,-0.80,11.79,-83.00,0.00,-47.00
05:45 - 06:00,58.93,-26.00,-0.80,11.59,-83.00,0.00,-44.00
06:00 - 06:15,43.47,13.52,-0.80,10.63,-79.00,0.00,24.15
06:15 - 06:30,12.56,6.76,-0.80,10.63,-76.00,0.00,32.84
06:30 - 06:45,0.00,-25.00,-0.80,10.63,-76.00,0.00,25.11
06:45 - 07:00,0.00,0.00,-0.80,10.63,-78.00,0.00,-110.00
07:00 - 07:15,-83.00,0.00,-0.80,10.63,-76.00,0.00,-84.00
07:15 - 07:30,-22.00,0.00,-0.80,11.59,-75.00,0.00,-37.00
07:30 - 07:45,22.21,0.00,-0.80,12.56,-78.00,0.00,15.46
07:45 - 08:00,37.67,-12.00,-0.80,13.52,-66.00,0.00,10.63
08:00 - 08:15,15.45,-115.00,-0.80,7.73,-145.00,0.00,14.49
08:15 - 08:30,25.11,-123.00,-0.80,10.14,-126.00,0.10,15.46
08:30 - 08:45,-32.00,-111.00,-0.80,11.11,-107.00,0.10,29.94
08:45 - 09:00,-43.00,-110.00,-0.80,12.56,-88.00,0.00,25.11
09:00 - 09:15,-81.00,-55.00,-0.80,11.11,-119.00,0.10,51.19
09:15 - 09:30,-68.00,-58.00,-0.80,12.08,-104.00,0.00,31.87
09:30 - 09:45,-35.00,-60.00,-0.80,12.08,-90.00,0.00,38.64
09:45 - 10:00,-36.00,-60.00,-0.80,13.52,-76.00,0.00,52.17
10:00 - 10:15,0.00,-145.00,-0.80,11.59,-50.00,0.00,62.79
10:15 - 10:30,0.00,-132.00,-0.80,11.59,-46.00,0.00,86.94
10:30 - 10:45,-26.00,0.00,-0.80,13.52,-40.00,0.00,84.05
10:45 - 11:00,0.00,0.00,-0.80,14.49,-35.00,0.00,96.60
11:00 - 11:15,6.76,0.00,-0.80,14.49,-30.00,0.00,144.90
11:15 - 11:30,44.44,0.00,-0.80,14.49,-30.00,0.00,120.75
11:30 - 11:45,-67.00,0.00,-0.80,14.49,-25.00,0.00,106.26
11:45 - 12:00,-37.00,0.00,-0.80,14.49,-25.00,0.00,67.62
12:00 - 12:15,-4.00,32.84,-0.80,14.49,-25.00,0.00,77.28
