Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:15 - 12:30,49.27,36.71,-0.80,14.49,-25.00,0.00,82.10
12:30 - 12:45,38.64,47.33,-0.80,14.49,-25.00,0.10,72.45
12:45 - 13:00,62.79,53.13,-0.80,14.49,-20.00,0.00,80.18
13:00 - 13:15,25.12,51.20,-0.80,14.49,-20.00,0.00,11.59
13:15 - 13:30,-14.00,56.99,-0.80,14.49,-20.00,0.00,7.73
13:30 - 13:45,-68.00,39.61,-0.80,14.49,-20.00,0.00,123.64
13:45 - 14:00,-27.00,45.40,-0.80,14.49,-10.00,0.10,150.69
14:00 - 14:15,14.49,14.49,-0.80,16.42,-10.00,0.00,54.10
14:15 - 14:30,57.96,0.00,-0.80,16.42,-10.00,0.00,91.77
14:30 - 14:45,58.93,0.00,-0.80,19.32,-10.00,0.00,85.97
14:45 - 15:00,72.45,0.00,-0.80,19.32,-10.00,0.00,98.53
15:00 - 15:15,0.00,0.00,-0.80,22.22,-10.00,0.00,52.16
15:15 - 15:30,28.01,24.15,-0.80,22.22,-10.00,0.00,11.59
15:30 - 15:45,29.95,124.61,-0.80,22.22,-10.00,0.00,48.30
15:45 - 16:00,63.76,123.64,-0.80,22.22,-10.00,0.00,48.30
16:00 - 16:15,52.16,162.29,-0.80,22.22,-10.00,0.00,28.98
16:15 - 16:30,56.03,170.01,-0.80,22.22,-10.00,0.00,43.47
16:30 - 16:45,80.18,149.73,-0.80,22.22,-29.00,0.00,43.47
16:45 - 17:00,79.21,146.83,-0.80,22.22,-45.00,0.10,57.96
17:00 - 17:15,94.67,139.09,-0.80,25.12,-10.00,0.10,86.94
17:15 - 17:30,96.60,145.86,-0.80,24.15,-17.00,0.10,115.92
17:30 - 17:45,80.18,152.62,-0.80,22.22,-37.00,0.00,115.92
17:45 - 18:00,87.91,156.49,-0.80,19.32,-55.00,0.00,115.92
18:00 - 18:15,0.00,222.18,0.00,18.35,-58.00,0.00,-20.00
18:15 - 18:30,33.81,204.79,-0.80,17.39,-59.00,0.00,-30.00
18:30 - 18:45,39.61,198.03,-0.80,18.35,-61.00,0.00,198.03
18:45 - 19:00,15.46,164.22,-0.80,17.39,-58.00,0.00,193.19
19:00 - 19:15,-194.00,6.76,-0.80,17.39,-60.00,1.26,48.30
19:15 - 19:30,-166.00,8.69,-0.80,17.39,-60.00,2.90,43.47
19:30 - 19:45,-184.00,0.00,-0.80,48.30,-40.00,3.67,33.81
19:45 - 20:00,-129.00,0.00,-0.80,48.30,-41.00,3.38,28.98
20:00 - 20:15,-179.00,0.00,-0.80,17.58,-39.00,2.61,43.47
20:15 - 20:30,-116.00,9.66,-0.80,17.58,-39.00,3.57,43.48
20:30 - 20:45,-38.00,12.56,-0.80,17.58,-41.00,4.64,30.91
20:45 - 21:00,0.00,16.42,-0.80,17.58,-41.00,6.67,26.08
21:00 - 21:15,-236.00,-91.00,-0.80,17.58,-40.00,5.12,-485.00
21:15 - 21:30,-247.00,-83.00,-0.80,17.58,-37.00,4.93,-535.00
21:30 - 21:45,-1168.00,-657.00,0.00,11.59,0.00,2.80,-620.00
21:45 - 22:00,-1152.00,-607.00,0.00,11.59,0.00,0.97,-670.00
22:00 - 22:15,-900.00,-300.00,0.00,11.59,-72.00,2.13,-530.00
22:15 - 22:30,-900.00,-300.00,-0.80,11.59,-73.00,3.77,-530.00
22:30 - 22:45,-475.00,0.00,-0.80,21.25,-25.00,5.99,-460.00
22:45 - 23:00,-428.00,0.00,-0.80,21.25,-25.00,2.61,-440.00
23:00 - 23:15,-271.00,0.00,-0.80,21.25,-25.00,4.35,-400.00
23:15 - 23:30,-208.00,0.00,-0.80,21.26,-25.00,2.99,-375.00
23:30 - 23:45,-39.00,-400.00,-0.80,20.28,-30.00,1.26,-290.00
23:45 - 24:00,-65.00,-400.00,-0.80,20.29,-30.00,0.00,-290.00
