Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,920.0000,900.0000,890.0000,890.0000,890.0000,890.0000,890.0000,890.0000,890.0000,890.0000,901.3180,901.3180,891.3180,870.0000,870.0000,870.0000,830.0000,820.0000,820.0000,810.0000,840.0000,840.0000,830.0000,820.0000,880.0000,880.0000,860.0000,840.0000,790.0000,790.0000,790.0000,790.0000,790.0000,790.0000,790.0000,790.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,770.0000,770.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,740.0000,770.0000,830.0000,830.0000,863.5360,863.5360,903.5360,923.5360,923.5360,923.5360,933.5360,933.5360,933.5360,940.0000,940.0000,871.3180,871.3180,870.0000,871.3180,921.3180,931.3180,921.3180,931.3180,931.3180,891.3180,891.3180,891.3180,891.3180,891.3180,891.3180,891.3180,940.0000,939.9999,940.0000,940.0000,940.0000,940.0000,940.0000,940.0000
DC Considered for Schedule,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1280.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00,1300.00
