Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
15:45 - 16:00,262.65,217.43,21.17,0.00,0.00,-40.00
16:00 - 16:15,306.91,177.99,20.20,0.00,0.00,4.81
16:15 - 16:30,298.25,177.99,19.24,0.00,0.00,4.81
16:30 - 16:45,300.18,181.84,18.28,0.00,0.00,38.48
16:45 - 17:00,299.21,181.84,19.24,0.00,0.10,33.67
17:00 - 17:15,246.30,221.28,8.66,-11.00,0.00,67.35
17:15 - 17:30,213.59,226.08,7.70,-11.00,0.00,67.35
17:30 - 17:45,191.46,164.52,6.73,-15.00,0.00,67.35
17:45 - 18:00,159.71,176.07,6.73,-27.00,0.00,125.07
18:00 - 18:15,172.22,203.00,4.81,-10.00,0.00,134.69
18:15 - 18:30,245.33,223.21,7.22,-10.00,0.00,108.72
18:30 - 18:45,234.75,163.56,9.14,-19.00,0.00,108.72
18:45 - 19:00,183.76,108.72,9.62,-22.00,0.00,86.59
19:00 - 19:15,98.33,50.10,8.04,-18.00,1.36,8.04
19:15 - 19:30,64.46,39.91,6.65,-20.00,1.79,6.65
19:30 - 19:45,63.78,36.89,3.89,-19.00,0.12,13.86
19:45 - 20:00,70.64,36.53,4.57,-20.00,0.82,15.22
20:00 - 20:15,223.32,27.78,5.90,-20.00,2.13,22.83
20:15 - 20:30,225.44,18.79,6.01,-18.00,2.11,26.30
20:30 - 20:45,216.48,11.33,10.20,-16.00,2.04,39.67
20:45 - 21:00,237.89,12.65,11.39,-13.00,1.90,31.63
21:00 - 21:15,162.59,0.00,17.32,-12.00,0.10,-30.00
21:15 - 21:30,152.01,0.00,17.32,-12.00,1.06,-20.00
21:30 - 21:45,97.18,0.00,15.39,-16.00,0.00,-20.00
21:45 - 22:00,95.25,0.00,15.39,-13.00,0.00,-20.00
22:00 - 22:15,80.82,0.00,15.39,-20.00,0.67,-45.00
22:15 - 22:30,15.39,0.00,15.40,-20.00,0.48,-45.00
22:30 - 22:45,-74.00,0.00,14.43,-20.00,0.00,-65.00
22:45 - 23:00,-52.00,0.00,14.43,-20.00,0.00,-70.00
23:00 - 23:15,17.32,0.00,14.43,-20.00,0.00,-65.00
23:15 - 23:30,19.24,0.00,13.47,-20.00,0.00,4.81
23:30 - 23:45,24.05,0.00,12.51,-20.00,0.00,-20.00
23:45 - 24:00,0.00,0.00,12.51,0.00,0.00,-5.00
