Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,32.71,81.78,10.58,-12.00,0.00,-50.00
00:15 - 00:30,-32.00,54.84,10.58,-12.00,0.00,4.81
00:30 - 00:45,-15.00,62.54,9.62,-13.00,0.00,85.62
00:45 - 01:00,-24.00,38.48,9.62,-13.00,0.00,62.54
01:00 - 01:15,0.00,67.35,9.62,-20.00,0.00,49.07
01:15 - 01:30,47.14,47.14,9.62,-22.00,0.00,51.96
01:30 - 01:45,86.59,30.79,9.62,-22.00,0.00,33.67
01:45 - 02:00,142.39,14.43,9.62,-22.00,0.00,30.79
02:00 - 02:15,95.25,-27.00,9.62,-23.00,0.00,50.99
02:15 - 02:30,124.11,-35.00,8.66,-23.00,0.00,39.45
02:30 - 02:45,158.75,-30.00,8.66,-23.00,0.00,46.18
02:45 - 03:00,163.56,-30.00,8.66,-24.00,0.00,50.99
03:00 - 03:15,151.05,0.00,8.66,-23.00,0.00,28.86
03:15 - 03:30,129.89,0.00,8.66,-23.00,0.00,28.86
03:30 - 03:45,108.72,-10.00,8.66,-23.00,0.00,0.00
03:45 - 04:00,125.07,-10.00,8.66,-23.00,0.00,4.81
04:00 - 04:15,123.15,34.64,8.66,-20.00,0.00,19.24
04:15 - 04:30,111.60,29.83,8.66,-20.00,0.00,0.00
04:30 - 04:45,33.67,38.49,8.66,-20.00,0.00,0.00
04:45 - 05:00,56.76,62.54,8.66,-23.00,0.00,9.62
05:00 - 05:15,55.80,24.05,8.66,-23.00,0.00,17.32
05:15 - 05:30,66.38,6.73,8.66,-22.00,0.00,21.17
05:30 - 05:45,0.00,-11.00,9.62,-23.00,0.00,42.33
05:45 - 06:00,0.00,-11.00,10.58,-23.00,0.00,41.37
06:00 - 06:15,-54.00,5.77,18.28,-22.00,0.00,28.87
06:15 - 06:30,-52.00,4.81,18.28,-22.00,0.00,33.67
06:30 - 06:45,-32.00,30.79,18.28,-23.00,0.00,43.29
06:45 - 07:00,-27.00,19.24,18.28,-22.00,0.00,43.30
07:00 - 07:15,-18.00,4.81,18.28,-22.00,0.00,43.29
07:15 - 07:30,30.79,37.52,18.28,-22.00,0.00,52.91
07:30 - 07:45,141.43,28.86,18.28,-22.00,0.00,28.86
07:45 - 08:00,119.31,33.67,18.28,-21.00,0.00,43.29
08:00 - 08:15,130.84,48.11,16.36,-20.00,0.00,33.67
08:15 - 08:30,131.80,62.54,15.39,-9.00,0.00,52.92
08:30 - 08:45,119.30,91.40,17.32,-9.00,0.10,79.85
08:45 - 09:00,107.75,67.35,17.32,-9.00,0.00,81.78
09:00 - 09:15,96.21,120.27,18.28,-26.00,0.00,43.29
09:15 - 09:30,118.34,182.79,18.28,-14.00,0.00,72.16
09:30 - 09:45,21.17,116.41,22.13,0.00,0.00,76.97
09:45 - 10:00,15.39,118.34,23.09,0.00,0.00,86.59
10:00 - 10:15,7.70,86.58,23.38,0.00,0.00,72.16
10:15 - 10:30,22.13,91.39,24.34,0.00,0.00,57.73
10:30 - 10:45,49.07,83.70,22.13,0.00,0.00,43.29
10:45 - 11:00,100.06,86.59,21.17,0.00,0.00,38.48
11:00 - 11:15,136.61,86.59,19.53,0.00,0.00,57.73
11:15 - 11:30,151.03,107.76,17.90,0.00,0.00,48.11
11:30 - 11:45,226.10,128.92,17.32,0.00,0.00,43.29
11:45 - 12:00,231.87,137.58,15.39,0.00,0.00,43.29
12:00 - 12:15,268.43,131.81,9.62,0.00,0.00,43.29
12:15 - 12:30,273.24,141.43,9.62,0.00,0.00,43.29
12:30 - 12:45,201.08,187.61,9.62,0.00,0.00,-20.00
12:45 - 13:00,216.47,195.31,8.66,0.00,0.00,-20.00
13:00 - 13:15,292.48,230.90,22.13,0.00,0.00,33.67
13:15 - 13:30,303.07,235.71,22.13,0.00,0.00,43.29
13:30 - 13:45,361.75,272.27,23.09,0.00,0.00,21.17
13:45 - 14:00,298.25,252.07,23.09,0.00,0.00,31.75
14:00 - 14:15,377.14,213.59,23.09,0.00,0.00,0.00
14:15 - 14:30,324.23,189.53,23.09,0.00,0.00,19.24
14:30 - 14:45,260.73,190.50,23.09,0.00,0.00,14.43
14:45 - 15:00,232.83,175.10,23.09,0.00,0.00,19.24
15:00 - 15:15,340.58,176.06,21.17,0.00,0.00,9.62
15:15 - 15:30,357.89,181.84,21.17,0.00,0.00,4.81
15:30 - 15:45,308.83,220.32,21.17,0.00,0.00,-45.00
