Timeslot,Revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP
00:00-00:15,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,144.71,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,272.03,0.00,0.00,20.80,64.81,96.80,92.37,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,49.95,80.92,76.68,9.69,28.23,10.44,12.62,0.00,25.29,0.00,0.00,5.80,68.90,7.20,0.00,0.00,0.00,51.89,38.16,42.15,32.60,11.69,0.00,58.79,16.90,51.13,2.44,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,7.00,0.00,200.00,2.06,3.70,0.00,0.00,0.00,46.50,15.50,15.50,300.00,300.00,100.00,200.00,0.00,13.00,36.67,36.67,6.87,8.76,0.00,16.25,12.20,23.21,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
00:15-00:30,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,100.96,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,20.80,64.81,96.80,92.37,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,49.95,80.92,76.68,9.69,28.23,10.44,6.31,0.00,25.29,0.00,0.00,4.04,68.90,7.20,0.00,0.00,0.00,51.89,38.16,42.15,32.60,11.69,0.00,58.79,16.90,51.13,2.44,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,7.00,0.00,200.00,2.06,3.70,0.00,0.00,0.00,46.01,15.33,15.33,300.00,300.00,100.00,200.00,0.00,12.00,36.33,36.33,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
00:30-00:45,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,92.37,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,49.95,80.92,76.68,7.26,28.23,10.44,6.31,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,51.89,38.16,28.10,32.60,11.69,0.00,58.79,16.90,51.13,2.44,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,7.00,0.00,200.00,2.06,3.70,0.00,0.00,0.00,45.49,15.17,15.17,300.00,300.00,100.00,200.00,0.00,11.67,35.67,35.67,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
00:45-01:00,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,92.37,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,49.95,80.92,76.68,7.26,28.23,10.44,6.31,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,51.89,38.16,28.10,32.60,11.69,0.00,58.79,16.90,51.13,2.44,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,7.20,0.00,200.00,2.06,3.70,0.00,0.00,0.00,44.51,14.83,14.83,300.00,300.00,100.00,200.00,0.00,11.00,35.00,35.00,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
01:00-01:15,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,51.27,80.92,76.68,7.26,28.23,10.44,6.31,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,52.44,38.16,28.10,32.60,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,11.00,0.00,200.00,2.06,3.70,0.00,0.00,0.00,43.01,14.33,14.33,300.00,300.00,100.00,200.00,0.00,11.00,34.33,34.33,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
01:15-01:30,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,51.27,80.92,76.68,7.26,28.23,10.44,6.31,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,52.44,38.16,28.10,16.30,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,11.41,0.00,200.00,2.06,3.70,0.00,0.00,0.00,42.00,14.00,14.00,300.00,300.00,100.00,200.00,0.00,11.00,34.00,34.00,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
01:30-01:45,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,51.27,80.92,76.68,7.26,28.23,10.44,6.31,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,52.44,38.16,28.10,16.30,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,11.81,0.00,200.00,2.06,3.70,0.00,0.00,0.00,40.99,13.67,13.67,300.00,300.00,100.00,200.00,0.00,11.00,33.33,33.33,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
01:45-02:00,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,287.92,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.12,27.99,45.83,148.30,0.00,51.27,80.92,76.68,7.26,28.23,10.44,5.59,0.00,25.29,0.00,0.00,3.14,68.90,7.79,0.00,0.00,0.00,52.44,38.16,28.10,16.30,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,12.21,0.00,200.00,2.06,3.70,0.00,0.00,0.00,40.01,13.33,13.33,300.00,300.00,100.00,200.00,0.00,11.00,33.33,33.33,6.87,8.76,0.00,16.25,12.20,23.72,300.00,300.00,200.00,200.00,18.70,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
02:00-02:15,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,633.35,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.11,27.99,45.83,148.30,0.00,51.93,80.92,76.68,7.26,28.23,10.44,5.22,0.00,25.29,0.00,0.00,3.14,68.90,8.96,0.00,0.00,0.00,52.44,38.16,26.77,16.30,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,18.01,0.00,200.00,1.97,3.62,0.00,0.00,0.00,34.50,11.50,11.50,300.00,300.00,100.00,200.00,0.00,8.47,33.33,33.33,6.87,8.76,0.00,16.25,12.20,23.21,300.00,300.00,200.00,200.00,18.51,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
02:15-02:30,72DC2025/06/06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.30,0.00,78.00,290.00,0.00,0.00,0.00,0.00,90.20,670.85,78.53,0.00,300.00,0.00,0.00,115.78,104.18,272.91,0.00,0.00,0.00,0.00,0.00,0.00,633.35,0.00,0.00,18.20,64.81,96.80,62.53,418.77,155.58,21.83,45.11,27.99,45.83,148.30,0.00,51.93,80.92,76.68,7.26,28.23,10.44,0.00,0.00,25.29,0.00,0.00,3.14,68.90,8.96,0.00,0.00,0.00,52.44,38.16,26.70,16.30,11.69,0.00,58.79,16.90,51.13,1.41,6.52,2.48,0.00,0.00,950.00,0.00,1.13,3.35,18.21,0.00,200.00,1.97,3.62,0.00,0.00,0.00,33.49,11.17,11.17,300.00,300.00,100.00,200.00,0.00,8.07,33.33,33.33,6.87,8.76,0.00,16.25,12.20,23.21,300.00,300.00,200.00,200.00,18.51,100.00,100.00,100.00,0.00,11.31,10.94,7.57,25.84,0.00
