Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,910.0001,904.3776,910.0001,910.0001,910.0001,910.0001,910.0001,894.3776,869.3776,745.0004,745.0004,745.0004,777.3776,807.3776,807.3776,807.3776,807.3776,767.3776,767.3776,767.3776,767.3776,767.3776,767.3776,745.0004,745.0004,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,744.9998,761.1520,744.9998,744.9998,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,771.1520,818.1520,895.0000,905.0000,905.0000,905.0000,905.0001,905.0000,905.0000,905.0000,905.0001,905.0001,905.0001,905.0001,905.0001,849.2116,849.2116,849.2116,849.2116,905.0000,905.0000,905.0000,905.0000,905.0000,905.0000,905.0000,905.0000
DC Considered for Schedule,915.00,915.00,915.00,915.00,915.00,915.00,915.00,915.00,915.00,915.00,915.00,915.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00
