Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:45 - 07:00,168.38,61.57,15.87,-10.00,0.00,-13.00
07:00 - 07:15,138.55,38.48,15.87,-0.14,0.00,12.51
07:15 - 07:30,91.40,26.94,15.87,0.00,0.00,-13.00
07:30 - 07:45,111.61,0.00,15.87,0.00,0.00,14.43
07:45 - 08:00,103.92,0.00,15.87,0.00,0.00,38.48
08:00 - 08:15,174.14,0.00,15.87,0.00,0.00,96.21
08:15 - 08:30,190.50,0.00,14.43,0.00,0.00,96.21
08:30 - 08:45,200.11,52.92,17.80,0.00,0.00,91.40
08:45 - 09:00,208.77,52.92,18.76,0.00,0.00,101.02
09:00 - 09:15,185.69,57.73,19.72,0.00,0.00,38.48
09:15 - 09:30,199.16,48.11,20.20,0.00,0.00,28.86
09:30 - 09:45,196.27,64.46,21.17,0.00,0.00,24.05
09:45 - 10:00,220.32,74.08,22.13,0.00,0.00,52.92
10:00 - 10:15,233.79,77.93,23.09,0.00,0.00,72.16
10:15 - 10:30,251.11,77.93,24.05,0.00,0.00,72.16
10:30 - 10:45,358.86,161.63,21.17,0.00,0.00,81.78
10:45 - 11:00,370.40,175.10,19.92,0.00,0.00,76.97
11:00 - 11:15,330.96,202.04,18.76,0.00,0.00,52.92
11:15 - 11:30,330.00,209.74,17.32,0.00,0.00,50.99
11:30 - 11:45,233.79,201.08,12.22,0.00,0.00,28.86
11:45 - 12:00,231.86,208.78,10.97,0.00,0.00,33.67
12:00 - 12:15,284.77,163.56,11.55,0.00,0.00,52.92
12:15 - 12:30,277.08,154.90,11.06,0.00,0.00,52.92
12:30 - 12:45,336.74,145.28,11.06,0.00,0.00,60.61
12:45 - 13:00,325.19,140.47,10.58,0.00,0.00,58.69
13:00 - 13:15,241.48,67.35,21.65,0.00,0.00,48.11
13:15 - 13:30,198.19,50.03,21.65,0.00,0.00,38.48
13:30 - 13:45,195.30,50.03,21.17,0.00,0.00,0.00
13:45 - 14:00,213.58,58.69,21.17,0.00,0.00,0.00
14:00 - 14:15,198.19,55.80,21.17,0.00,0.00,-11.00
14:15 - 14:30,133.72,44.26,21.17,0.00,0.00,-29.00
14:30 - 14:45,177.02,23.09,21.17,0.00,0.00,-26.00
14:45 - 15:00,197.23,36.56,21.17,0.00,0.00,-8.00
15:00 - 15:15,101.98,0.00,19.24,0.00,0.00,0.00
15:15 - 15:30,124.11,7.70,19.24,0.00,0.00,0.00
15:30 - 15:45,135.66,28.86,19.24,0.00,0.00,4.81
15:45 - 16:00,136.62,26.94,19.24,0.00,0.00,4.81
16:00 - 16:15,165.47,52.92,18.28,0.00,0.00,52.92
16:15 - 16:30,186.65,65.42,17.32,0.00,0.00,14.43
16:30 - 16:45,183.76,44.26,15.39,0.00,0.00,4.81
16:45 - 17:00,197.23,54.84,16.36,0.00,0.00,4.81
17:00 - 17:15,148.16,3.85,6.73,0.00,0.00,11.55
17:15 - 17:30,117.38,18.28,5.77,0.00,0.00,14.43
17:30 - 17:45,119.30,19.24,4.81,-26.00,0.00,0.00
17:45 - 18:00,86.59,24.05,3.85,-28.00,0.00,0.00
18:00 - 18:15,106.79,29.83,3.85,0.00,0.00,28.86
18:15 - 18:30,74.09,32.71,6.73,-21.00,0.00,17.32
18:30 - 18:45,133.74,33.67,8.66,-20.00,0.00,14.43
18:45 - 19:00,153.93,35.60,9.62,-22.00,0.00,-46.00
19:00 - 19:15,73.36,0.00,11.22,-21.00,0.69,64.73
19:15 - 19:30,52.42,0.00,10.49,-22.00,0.97,24.20
19:30 - 19:45,76.00,-52.00,9.82,-22.00,1.24,58.96
19:45 - 20:00,185.97,-105.00,10.56,-23.00,2.04,42.27
20:00 - 20:15,82.01,-116.00,9.39,-10.00,2.19,6.26
20:15 - 20:30,93.50,-88.00,9.74,-6.00,1.68,-22.00
20:30 - 20:45,52.94,-96.00,11.14,-6.00,1.46,-30.00
20:45 - 21:00,66.38,-89.00,11.42,-6.00,1.14,-35.00
21:00 - 21:15,42.36,-143.00,14.11,-6.00,0.00,-50.00
21:15 - 21:30,72.61,-133.00,15.29,-6.00,0.29,-50.00
21:30 - 21:45,35.61,-146.00,15.39,-6.00,0.38,-97.00
21:45 - 22:00,30.79,-130.00,15.39,-6.00,0.29,-100.00
22:00 - 22:15,13.47,-115.00,15.39,-20.00,0.48,-117.00
22:15 - 22:30,31.76,-93.00,15.39,-20.00,0.19,-108.00
22:30 - 22:45,-17.00,-64.00,14.43,-20.00,0.00,-67.00
22:45 - 23:00,-9.00,-56.00,14.43,-20.00,0.00,-59.00
23:00 - 23:15,41.36,26.94,13.47,-20.00,0.10,-100.00
23:15 - 23:30,117.37,29.83,13.47,-20.00,0.00,-100.00
23:30 - 23:45,206.85,0.00,12.51,-20.00,0.00,-100.00
23:45 - 24:00,76.97,0.00,12.51,-20.00,0.00,-100.00
