Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:15 - 08:30,57.91,10.62,18.34,0.00,0.00,39.58
08:30 - 08:45,92.67,24.13,22.20,0.00,0.00,39.58
08:45 - 09:00,93.63,19.31,23.17,0.00,0.00,29.92
09:00 - 09:15,86.88,22.20,24.13,0.00,0.00,57.92
09:15 - 09:30,121.63,71.43,24.13,0.00,0.00,67.57
09:30 - 09:45,145.76,77.22,25.10,0.00,0.00,82.05
09:45 - 10:00,129.35,90.74,25.10,0.00,0.00,62.74
10:00 - 10:15,159.28,122.59,25.10,0.00,0.00,83.98
10:15 - 10:30,158.32,139.00,26.06,0.00,0.00,51.16
10:30 - 10:45,107.15,150.58,23.17,0.00,0.00,28.96
10:45 - 11:00,111.01,160.24,22.20,0.00,0.00,28.96
11:00 - 11:15,130.32,183.40,21.24,0.00,0.00,0.00
11:15 - 11:30,111.01,194.02,19.79,0.00,0.00,0.00
11:30 - 11:45,123.56,202.71,18.82,0.00,0.00,28.96
11:45 - 12:00,128.38,209.47,17.38,0.00,0.00,33.79
12:00 - 12:15,109.08,210.44,16.41,0.00,0.00,38.61
12:15 - 12:30,135.14,166.04,16.41,0.00,0.00,38.61
12:30 - 12:45,50.20,117.76,16.41,0.00,0.00,37.65
12:45 - 13:00,1.93,95.56,16.41,0.00,0.00,45.37
13:00 - 13:15,9.65,137.08,26.06,0.00,0.00,32.82
13:15 - 13:30,17.38,148.65,26.06,0.00,0.00,30.89
13:30 - 13:45,73.36,166.04,26.06,0.00,0.00,24.13
13:45 - 14:00,74.33,179.54,26.06,0.00,0.00,33.79
14:00 - 14:15,187.26,166.03,17.86,0.00,0.00,33.79
14:15 - 14:30,223.94,161.21,17.86,0.00,0.00,33.79
14:30 - 14:45,329.16,193.06,17.86,0.00,0.00,57.92
14:45 - 15:00,361.99,217.19,17.86,0.00,0.00,57.92
15:00 - 15:15,326.27,222.98,25.10,0.00,0.00,33.79
15:15 - 15:30,283.80,242.29,25.10,0.00,0.00,14.48
15:30 - 15:45,308.89,257.74,25.10,0.00,0.00,28.96
15:45 - 16:00,311.79,263.53,25.10,0.00,0.00,14.48
16:00 - 16:15,320.48,285.73,24.13,0.00,0.00,0.00
16:15 - 16:30,332.07,294.42,24.13,0.00,0.00,9.65
16:30 - 16:45,350.40,250.98,23.17,0.00,0.00,19.31
16:45 - 17:00,361.98,261.60,24.13,0.00,0.00,19.31
17:00 - 17:15,214.30,274.15,15.44,-43.00,0.00,82.05
17:15 - 17:30,191.13,279.93,14.48,-49.00,0.00,4.83
17:30 - 17:45,213.33,261.60,13.51,-56.00,0.00,-50.00
17:45 - 18:00,199.82,250.01,12.55,-65.00,0.00,109.08
18:00 - 18:15,74.33,168.92,8.69,-51.00,0.00,53.09
18:15 - 18:30,42.47,167.97,9.65,-49.00,0.00,57.92
18:30 - 18:45,-5.00,138.04,11.58,-50.00,0.00,24.13
18:45 - 19:00,-13.00,134.18,13.51,-50.00,0.00,9.65
19:00 - 19:15,30.32,107.51,9.37,-19.00,0.00,27.57
19:15 - 19:30,22.55,68.91,5.33,-23.00,0.00,12.53
19:30 - 19:45,13.13,50.17,1.92,-24.00,0.00,8.54
19:45 - 20:00,14.63,41.25,1.84,-25.00,0.14,11.26
20:00 - 20:15,85.68,42.34,1.83,-23.00,0.13,5.10
20:15 - 20:30,104.29,41.60,1.89,-24.00,0.00,5.27
20:30 - 20:45,130.08,42.38,1.93,-24.00,0.13,15.24
20:45 - 21:00,142.02,40.56,1.84,-24.00,0.12,14.60
21:00 - 21:15,81.51,31.67,1.59,-24.00,0.00,19.27
21:15 - 21:30,87.05,33.75,1.56,-25.00,0.07,30.39
21:30 - 21:45,141.57,50.33,2.27,-27.00,0.00,-15.00
21:45 - 22:00,149.61,70.30,2.48,-26.00,0.00,3.91
22:00 - 22:15,100.61,107.07,4.64,-27.00,0.00,7.74
22:15 - 22:30,88.52,122.47,5.01,-27.00,0.00,19.48
22:30 - 22:45,176.32,103.83,8.33,-30.00,0.00,0.00
22:45 - 23:00,79.85,112.79,9.49,-27.00,0.00,0.00
23:00 - 23:15,38.32,118.63,14.60,-26.00,0.00,31.93
23:15 - 23:30,45.37,111.01,15.44,-26.00,0.00,21.24
23:30 - 23:45,70.47,114.86,14.48,-25.00,0.00,4.83
23:45 - 24:00,61.78,114.87,14.48,-26.00,0.00,4.83
