Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
10:00 - 10:15,44.24,-133.00,-0.50,21.73,-19.00,0.00,-16.00
10:15 - 10:30,45.19,-107.00,-0.50,21.64,-19.00,0.00,-14.00
10:30 - 10:45,59.62,-63.00,-0.50,21.64,-19.00,0.00,-5.00
10:45 - 11:00,87.51,-82.00,-0.50,21.44,-19.00,0.00,-112.00
11:00 - 11:15,16.35,-64.00,-0.50,21.06,-19.00,0.00,-24.00
11:15 - 11:30,46.16,-70.00,-0.50,20.19,-19.00,0.00,-22.00
11:30 - 11:45,96.16,-53.00,-0.50,19.23,-19.00,0.00,21.16
11:45 - 12:00,80.77,-61.00,-0.50,18.27,-19.00,0.00,23.08
12:00 - 12:15,0.00,-48.00,-0.50,17.31,-19.00,0.00,18.27
12:15 - 12:30,0.00,-47.00,-0.50,16.34,-19.00,0.00,16.35
12:30 - 12:45,16.34,-35.00,-0.50,15.39,-19.00,0.00,9.62
12:45 - 13:00,13.46,-40.00,-0.50,14.42,-19.00,0.00,9.62
13:00 - 13:15,7.69,-85.00,-0.50,14.42,-19.00,0.00,19.24
13:15 - 13:30,21.16,-99.00,-0.50,14.42,-19.00,0.00,14.42
13:30 - 13:45,39.43,-83.00,-0.50,13.46,-19.00,0.00,37.50
13:45 - 14:00,25.00,-91.00,-0.50,13.46,-19.00,0.00,37.51
14:00 - 14:15,42.31,-88.00,-0.50,10.58,-19.00,0.00,25.96
14:15 - 14:30,42.31,-66.00,-0.50,10.58,-19.00,0.00,25.96
14:30 - 14:45,13.46,-92.00,-0.50,10.58,-19.00,0.00,19.23
14:45 - 15:00,-28.00,-97.00,-0.50,10.10,-19.00,0.00,20.19
15:00 - 15:15,0.00,-99.00,-0.50,9.62,-19.00,0.00,-2.00
15:15 - 15:30,24.04,-102.00,-0.50,9.62,-19.00,0.00,-2.00
15:30 - 15:45,47.11,-64.00,-0.50,9.62,-19.00,0.00,-40.00
15:45 - 16:00,75.00,-52.00,-0.50,9.62,-19.00,0.00,-36.00
16:00 - 16:15,73.09,-47.00,-0.50,8.65,-19.00,0.00,-5.00
16:15 - 16:30,49.04,-55.00,-0.50,9.62,-19.00,0.00,-47.00
16:30 - 16:45,0.00,-85.00,-0.50,10.10,-19.00,0.00,-89.00
16:45 - 17:00,0.00,-175.00,-0.50,11.06,-19.00,0.00,4.81
17:00 - 17:15,0.00,-190.00,-0.50,7.21,-10.00,0.00,-8.00
17:15 - 17:30,0.00,-188.00,-0.50,8.65,-10.00,0.00,-38.00
17:30 - 17:45,-17.00,-160.00,-0.50,9.62,0.00,0.00,-45.00
17:45 - 18:00,44.34,-134.00,-0.50,10.38,0.00,0.00,-60.00
18:00 - 18:15,-37.00,-55.00,-0.50,7.10,0.00,0.22,-53.00
18:15 - 18:30,-31.00,-78.00,-0.50,2.12,0.00,0.26,-49.00
18:30 - 18:45,-18.00,-49.00,-0.50,0.87,0.00,0.09,-50.00
18:45 - 19:00,-2.00,-46.00,-0.50,0.84,0.00,0.04,-75.00
19:00 - 19:15,-23.00,-25.00,-0.50,1.66,0.00,0.49,-65.00
19:15 - 19:30,-48.00,-24.00,-0.50,2.27,0.00,1.27,-61.00
19:30 - 19:45,-38.00,-51.00,-0.50,8.48,0.00,4.24,-70.00
19:45 - 20:00,-12.00,-65.00,-0.50,14.43,0.00,5.38,-62.00
20:00 - 20:15,25.96,0.00,-0.50,18.27,-14.00,3.75,-54.00
20:15 - 20:30,29.81,0.00,-0.50,16.35,-14.00,0.00,-49.00
20:30 - 20:45,36.54,0.00,-0.50,16.35,-14.00,0.00,-28.00
20:45 - 21:00,122.12,0.00,-0.50,16.35,-14.00,0.00,-45.00
21:00 - 21:15,-44.00,-10.00,-0.50,15.19,-20.00,0.00,-127.00
21:15 - 21:30,-50.00,0.00,-0.50,14.62,-20.00,0.00,-68.00
21:30 - 21:45,-79.00,0.00,-0.50,14.42,-20.00,0.00,4.81
21:45 - 22:00,-72.00,-22.00,-0.50,13.46,-20.00,0.00,0.00
22:00 - 22:15,-102.00,-16.00,-0.50,12.31,-20.00,0.00,-35.00
22:15 - 22:30,-70.00,-13.00,-0.50,10.87,-20.00,0.00,-30.00
22:30 - 22:45,-26.00,-23.00,-0.50,10.10,-20.00,0.00,-29.00
22:45 - 23:00,-27.00,-23.00,-0.50,9.62,-20.00,0.00,-28.00
23:00 - 23:15,-58.00,-29.00,-0.50,8.65,-20.00,0.00,-26.00
23:15 - 23:30,-60.00,-27.00,-0.50,7.69,-20.00,0.00,-26.00
23:30 - 23:45,-68.00,-23.00,-0.50,7.21,-20.00,0.00,-30.00
23:45 - 24:00,-108.00,-20.00,-0.50,6.92,-20.00,0.00,-30.00
