Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,116.16,0.00,-1.50,10.46,-16.00,0.00,-45.00
00:15 - 00:30,109.44,-18.00,-1.50,10.27,-16.00,0.00,-95.00
00:30 - 00:45,115.20,-30.00,-1.50,10.18,-16.00,0.00,6.72
00:45 - 01:00,107.52,-25.00,-1.50,9.98,-16.00,0.00,4.80
01:00 - 01:15,55.68,0.00,-1.50,9.89,-16.00,0.00,-25.00
01:15 - 01:30,0.00,0.00,-1.50,9.79,-16.00,0.00,11.52
01:30 - 01:45,-34.00,-29.00,-1.50,9.79,-16.00,0.00,-50.00
01:45 - 02:00,-6.00,-22.00,-1.50,9.79,-16.00,0.00,0.00
02:00 - 02:15,17.28,-37.00,-1.50,9.79,-17.00,0.00,4.80
02:15 - 02:30,18.24,-37.00,-1.50,9.70,-17.00,0.00,4.80
02:30 - 02:45,26.88,0.00,-1.50,9.70,-17.00,0.00,-10.00
02:45 - 03:00,24.00,0.00,-1.50,9.70,-17.00,0.00,-10.00
03:00 - 03:15,0.00,0.00,-1.50,9.70,-17.00,0.00,-5.00
03:15 - 03:30,0.00,0.00,-1.50,9.79,-17.00,0.00,-5.00
03:30 - 03:45,0.00,0.00,-1.50,9.89,-17.00,0.00,-10.00
03:45 - 04:00,0.00,0.00,-1.50,9.98,-17.00,0.00,-5.00
04:00 - 04:15,0.00,-25.00,-1.50,10.27,-17.00,0.00,0.00
04:15 - 04:30,0.00,-25.00,-1.50,10.66,-17.00,0.00,0.00
04:30 - 04:45,0.00,-28.00,-1.50,11.33,-17.00,0.00,-60.00
04:45 - 05:00,20.16,-34.00,-1.50,11.90,-17.00,0.00,-120.00
05:00 - 05:15,36.48,-36.00,-1.50,13.34,-17.00,0.00,-10.00
05:15 - 05:30,66.24,-36.00,-1.50,15.55,-16.00,0.00,4.80
05:30 - 05:45,67.20,-40.00,-1.50,16.13,-16.00,0.00,4.80
05:45 - 06:00,64.32,-45.00,-1.50,18.43,-16.00,0.00,9.60
06:00 - 06:15,-79.00,-37.00,-1.50,19.97,-16.00,0.00,0.00
06:15 - 06:30,-70.00,-41.00,-1.50,18.90,-15.00,0.00,-15.00
06:30 - 06:45,-64.00,-37.00,-1.50,16.69,-10.00,3.94,-10.00
06:45 - 07:00,-35.00,-36.00,-1.50,14.77,-16.00,0.66,0.00
07:00 - 07:15,0.00,-32.00,-1.50,17.74,-10.00,0.70,12.76
07:15 - 07:30,-9.00,-26.00,-1.50,22.69,-10.00,0.56,3.99
07:30 - 07:45,-34.00,0.00,-1.50,27.94,-10.00,0.00,24.00
07:45 - 08:00,-7.00,0.00,-1.50,27.55,-10.00,0.00,14.40
08:00 - 08:15,-36.00,-8.00,-1.50,25.54,-9.00,0.00,-35.00
08:15 - 08:30,-47.00,-72.00,-1.50,24.77,-9.00,0.00,-55.00
08:30 - 08:45,-44.00,-88.00,-1.50,24.86,-15.00,0.00,-20.00
08:45 - 09:00,-85.00,-116.00,-1.50,24.48,-10.00,0.00,-120.00
09:00 - 09:15,19.20,-85.00,-1.50,24.19,-20.00,0.00,-40.00
09:15 - 09:30,65.28,-84.00,-1.50,23.52,-15.00,0.00,-75.00
09:30 - 09:45,-4.00,-67.00,-1.50,23.13,-10.00,0.10,-105.00
09:45 - 10:00,46.07,-33.00,-1.50,22.85,-10.00,0.10,-75.00
10:00 - 10:15,54.72,65.28,-1.00,22.18,0.00,0.00,-40.00
10:15 - 10:30,40.32,66.24,-1.00,21.70,0.00,0.00,-15.00
10:30 - 10:45,47.04,76.80,-1.00,21.02,0.00,0.00,0.00
10:45 - 11:00,24.00,81.60,-1.00,20.26,0.00,0.00,20.16
11:00 - 11:15,26.88,85.44,-1.00,19.97,0.00,0.00,3.84
11:15 - 11:30,18.24,86.40,-1.00,19.58,0.00,0.00,19.20
11:30 - 11:45,-20.00,87.36,-1.00,18.91,0.00,0.00,25.92
11:45 - 12:00,0.96,87.36,-1.00,18.82,0.00,0.00,24.00
12:00 - 12:15,48.96,82.56,-1.00,18.62,0.00,0.00,-3.00
12:15 - 12:30,45.12,44.16,-1.00,18.05,0.00,0.00,-10.00
12:30 - 12:45,28.80,43.20,-1.00,16.32,0.00,0.00,-7.00
12:45 - 13:00,50.88,30.72,-1.00,16.32,0.00,0.00,-11.00
13:00 - 13:15,18.24,69.12,-1.00,16.13,0.00,0.00,-33.00
13:15 - 13:30,36.48,81.60,-1.00,15.36,0.00,0.00,-113.00
13:30 - 13:45,34.56,86.40,-1.00,14.40,0.00,0.00,-82.00
13:45 - 14:00,18.24,83.52,-1.00,13.82,0.00,0.00,-45.00
14:00 - 14:15,-7.00,65.28,-1.00,13.44,0.00,0.00,-61.00
14:15 - 14:30,-9.00,15.36,-1.00,13.44,0.00,0.00,-50.00
14:30 - 14:45,-18.00,0.00,-1.00,13.15,0.00,0.00,-50.00
14:45 - 15:00,-13.00,7.68,-1.00,11.23,0.00,0.00,-48.00
15:00 - 15:15,-30.00,15.36,-1.00,11.04,0.00,0.00,-48.00
15:15 - 15:30,-35.00,61.44,-1.00,12.19,0.00,0.00,-44.00
15:30 - 15:45,-83.00,69.12,-1.00,12.48,0.00,0.00,-70.00
15:45 - 16:00,-19.00,-15.00,-1.00,12.77,0.00,0.00,-45.00
16:00 - 16:15,-26.00,-23.00,-1.00,13.15,0.00,0.00,-73.00
16:15 - 16:30,-35.00,-52.00,-1.00,13.15,0.00,0.10,-69.00
16:30 - 16:45,-43.00,-39.00,-1.00,13.44,0.00,0.00,-86.00
16:45 - 17:00,-29.00,-28.00,-1.00,13.92,0.00,0.00,-51.00
17:00 - 17:15,-60.00,-94.00,-1.00,13.92,0.00,0.00,-86.00
17:15 - 17:30,-59.00,-60.00,-1.00,14.40,0.00,0.00,-107.00
17:30 - 17:45,-70.00,-23.00,-1.00,14.40,0.00,0.00,-111.00
17:45 - 18:00,-96.00,-8.00,-1.00,14.40,0.00,0.00,-95.00
18:00 - 18:15,22.08,0.00,-1.00,14.40,0.00,0.00,-42.00
18:15 - 18:30,-8.00,0.00,-1.00,14.88,0.00,0.00,-36.00
18:30 - 18:45,-62.00,0.00,-1.00,16.32,-10.00,1.25,-32.00
18:45 - 19:00,-110.00,19.20,-1.00,17.76,-10.00,1.25,-30.00
19:00 - 19:15,-129.00,27.28,-1.00,17.08,-10.00,4.05,-9.00
19:15 - 19:30,-162.00,40.21,-1.00,16.97,-10.00,5.27,-10.00
19:30 - 19:45,-131.00,48.00,-1.00,18.24,-10.00,3.36,-10.00
19:45 - 20:00,-60.00,38.40,-1.00,18.24,-10.00,2.88,-6.00
20:00 - 20:15,-44.00,55.68,-1.00,19.20,-15.00,0.00,-12.00
20:15 - 20:30,-45.00,36.48,-1.00,19.20,-18.00,0.00,-12.00
20:30 - 20:45,-26.00,12.48,-1.00,18.24,-18.00,0.00,-12.00
20:45 - 21:00,-28.00,4.80,-1.00,17.86,-18.00,0.00,-12.00
21:00 - 21:15,-11.00,-10.00,-1.00,17.28,-18.00,0.00,-15.00
21:15 - 21:30,5.76,-10.00,-1.00,16.32,-18.00,0.00,-11.00
21:30 - 21:45,0.00,-19.00,-1.00,16.32,-18.00,0.00,-16.00
21:45 - 22:00,0.00,-22.00,-1.00,14.78,-18.00,0.00,-15.00
22:00 - 22:15,35.52,-8.00,-1.00,13.82,0.00,0.00,162.24
22:15 - 22:30,27.84,-65.00,-1.00,13.15,0.00,0.00,168.00
22:30 - 22:45,0.00,-74.00,-1.00,12.10,0.00,0.00,152.64
22:45 - 23:00,0.00,-85.00,-1.00,11.04,0.00,0.00,151.68
23:00 - 23:15,36.48,-203.00,-1.00,10.56,-10.00,0.00,106.56
23:15 - 23:30,13.44,-105.00,-1.00,10.56,-10.00,0.00,66.24
23:30 - 23:45,0.00,-202.00,-1.00,10.37,-10.00,0.00,125.76
23:45 - 24:00,16.32,-100.00,-1.00,10.18,-10.00,0.00,134.40
