Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-89.00,-58.00,1.34,-16.00,0.00,14.41
00:15 - 00:30,-87.00,-58.00,1.15,-18.00,0.00,-30.00
00:30 - 00:45,-95.00,-57.00,0.96,-19.00,0.00,-50.00
00:45 - 01:00,-96.00,-57.00,0.86,-21.00,0.00,-45.00
01:00 - 01:15,-77.00,-69.00,0.58,-20.00,0.00,-30.00
01:15 - 01:30,-75.00,-70.00,0.29,-19.00,0.00,-25.00
01:30 - 01:45,-98.00,-83.00,0.29,-20.00,0.00,-35.00
01:45 - 02:00,-96.00,-85.00,0.19,-16.00,0.00,-40.00
02:00 - 02:15,-110.00,-82.00,-1.10,-16.00,0.00,-35.00
02:15 - 02:30,-133.00,-88.00,-1.10,-17.00,0.00,-20.00
02:30 - 02:45,-139.00,-88.00,-1.00,-17.00,0.00,-30.00
02:45 - 03:00,-140.00,-87.00,-0.90,-17.00,0.00,-30.00
03:00 - 03:15,-145.00,-89.00,-0.80,-18.00,0.00,-40.00
03:15 - 03:30,-147.00,-85.00,-0.70,-18.00,0.00,-40.00
03:30 - 03:45,-149.00,-72.00,-0.70,-17.00,0.00,-115.00
03:45 - 04:00,-125.00,-62.00,-0.40,-17.00,0.00,-40.00
04:00 - 04:15,-123.00,-38.00,0.00,-17.00,0.00,-85.00
04:15 - 04:30,-124.00,-34.00,0.00,-17.00,0.00,-90.00
04:30 - 04:45,-126.00,-31.00,0.48,-17.00,0.00,-55.00
04:45 - 05:00,-192.00,-31.00,1.06,-17.00,0.00,-60.00
05:00 - 05:15,-222.00,-39.00,3.17,-18.00,0.00,-80.00
05:15 - 05:30,-217.00,-65.00,6.05,-17.00,0.00,-80.00
05:30 - 05:45,-174.00,-97.00,7.10,-17.00,0.00,-120.00
05:45 - 06:00,-111.00,-79.00,9.02,-17.00,0.00,-90.00
06:00 - 06:15,-148.00,-139.00,10.27,-10.00,0.00,-25.00
06:15 - 06:30,-149.00,-147.00,11.04,-10.00,0.00,-50.00
06:30 - 06:45,-191.00,-147.00,12.19,-15.00,0.00,-65.00
06:45 - 07:00,-262.00,-158.00,13.35,0.00,0.00,-105.00
07:00 - 07:15,-150.00,-167.00,14.40,0.00,0.29,-60.00
07:15 - 07:30,-91.00,-159.00,16.23,0.00,0.38,-60.00
07:30 - 07:45,-134.00,-147.00,16.33,0.00,1.82,-55.00
07:45 - 08:00,-142.00,-150.00,16.90,0.00,1.92,-70.00
08:00 - 08:15,-106.00,-139.00,7.97,0.00,0.00,-60.00
08:15 - 08:30,-95.00,-122.00,7.78,0.00,0.00,-65.00
08:30 - 08:45,-87.00,-126.00,7.30,-10.00,0.00,0.00
08:45 - 09:00,-80.00,-120.00,7.01,-17.00,0.00,-40.00
09:00 - 09:15,-60.00,-41.00,5.76,-51.00,0.00,19.20
09:15 - 09:30,-38.00,-31.00,5.57,-51.00,0.00,24.00
09:30 - 09:45,-52.00,-49.00,5.47,-54.00,0.00,4.80
09:45 - 10:00,-29.00,-118.00,5.28,-54.00,0.00,-110.00
10:00 - 10:15,-209.00,-109.00,9.70,-64.00,0.00,-80.00
10:15 - 10:30,-150.00,-102.00,9.02,-64.00,0.00,-35.00
10:30 - 10:45,-97.00,-109.00,8.35,-66.00,0.10,-65.00
10:45 - 11:00,-75.00,-104.00,7.39,-67.00,0.00,-95.00
