Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:00 - 11:15,-94.00,-33.00,6.43,-67.00,0.00,-103.00
11:15 - 11:30,-105.00,0.00,6.24,-67.00,0.00,-121.00
11:30 - 11:45,-53.00,0.00,4.32,-66.00,0.00,-114.00
11:45 - 12:00,-88.00,0.00,3.84,-67.00,0.00,-114.00
12:00 - 12:15,-41.00,-27.00,4.32,-67.00,0.00,-47.00
12:15 - 12:30,0.00,-43.00,3.84,-67.00,0.00,-8.00
12:30 - 12:45,-13.00,-40.00,3.36,-68.00,0.00,22.08
12:45 - 13:00,-33.00,-36.00,2.40,-67.00,0.00,23.04
13:00 - 13:15,-28.00,-44.00,0.96,-68.00,0.00,0.00
13:15 - 13:30,-30.00,-41.00,0.96,-68.00,0.00,-131.00
13:30 - 13:45,0.00,-47.00,0.48,-68.00,0.00,-133.00
13:45 - 14:00,0.00,-42.00,0.00,-68.00,0.00,-136.00
14:00 - 14:15,-15.00,-24.00,-2.00,-68.00,0.00,-91.00
14:15 - 14:30,-15.00,-22.00,-2.00,-68.00,0.00,-93.00
14:30 - 14:45,-20.00,-33.00,-2.00,-68.00,0.00,-162.00
14:45 - 15:00,-80.00,-30.00,-2.00,-68.00,0.00,-200.00
15:00 - 15:15,-97.00,-29.00,-2.00,-68.00,0.00,-139.00
15:15 - 15:30,-90.00,-38.00,-2.00,-67.00,0.00,-136.00
15:30 - 15:45,-86.00,-32.00,-2.00,-68.00,0.00,-126.00
15:45 - 16:00,-82.00,-33.00,-1.00,-68.00,0.00,-128.00
16:00 - 16:15,-96.00,-33.00,-1.00,-68.00,0.00,-149.00
16:15 - 16:30,-141.00,-39.00,-1.00,-68.00,0.00,-149.00
16:30 - 16:45,-171.00,-33.00,0.00,-68.00,0.00,-120.00
16:45 - 17:00,-127.00,-29.00,0.00,-67.00,0.00,-87.00
17:00 - 17:15,-168.00,-37.00,-3.00,-67.00,0.00,-124.00
17:15 - 17:30,-118.00,-48.00,-3.00,-67.00,0.00,-150.00
17:30 - 17:45,-133.00,-125.00,-3.00,-67.00,0.00,-198.00
17:45 - 18:00,-80.00,-112.00,-2.00,-67.00,0.00,-96.00
18:00 - 18:15,11.52,-69.00,-2.00,-65.00,0.00,-107.00
18:15 - 18:30,-45.00,-40.00,0.00,-55.00,0.00,-89.00
18:30 - 18:45,-30.00,-35.00,0.96,-49.00,0.58,-91.00
18:45 - 19:00,-28.00,-35.00,0.96,-50.00,0.86,-86.00
19:00 - 19:15,-36.00,-25.00,0.96,-37.00,4.13,-70.00
19:15 - 19:30,-28.00,-27.00,0.96,-38.00,4.22,-63.00
19:30 - 19:45,-19.00,-22.00,0.96,-38.00,6.53,-51.00
19:45 - 20:00,-31.00,-21.00,0.00,-46.00,0.00,-72.00
20:00 - 20:15,11.52,-45.00,4.80,-47.00,0.00,-205.00
20:15 - 20:30,32.64,-10.00,4.80,-48.00,0.00,-129.00
20:30 - 20:45,-55.00,-7.00,3.65,-50.00,0.00,-59.00
20:45 - 21:00,-60.00,-16.00,2.88,-51.00,0.00,-34.00
21:00 - 21:15,-20.00,-16.00,2.59,-54.00,0.00,-42.00
21:15 - 21:30,-11.00,-11.00,2.40,-55.00,0.00,-34.00
21:30 - 21:45,-28.00,-6.00,1.92,-53.99,0.00,0.00
21:45 - 22:00,-46.00,-15.00,0.67,-54.00,0.00,-5.00
22:00 - 22:15,0.00,-18.00,0.00,-54.00,0.00,-79.00
22:15 - 22:30,0.00,-14.00,-0.50,-55.00,0.00,-75.00
22:30 - 22:45,13.44,-5.00,-1.50,-54.00,0.00,-67.00
22:45 - 23:00,-12.00,-20.00,-2.50,-55.00,0.00,-85.00
23:00 - 23:15,40.32,-10.00,-2.80,-55.00,0.00,-90.00
23:15 - 23:30,27.84,-10.00,-3.20,-59.00,0.00,-180.00
23:30 - 23:45,14.40,-16.00,-4.00,-63.00,0.00,-160.00
23:45 - 24:00,-15.00,-16.00,-4.60,-60.00,0.00,-80.00
