Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:00 - 07:15,-68.00,-62.00,1.92,-15.00,0.00,-115.00
07:15 - 07:30,-86.00,-41.00,1.92,-14.00,0.00,-115.00
07:30 - 07:45,-137.00,-12.00,2.89,-14.00,0.00,-37.00
07:45 - 08:00,-146.00,-30.00,2.89,-14.00,0.00,-40.00
08:00 - 08:15,-130.00,-20.00,0.96,-12.00,0.00,-74.00
08:15 - 08:30,-121.00,0.00,0.00,-10.00,0.00,-57.00
08:30 - 08:45,-79.00,-20.00,0.96,-9.00,0.00,-28.00
08:45 - 09:00,-73.00,-20.00,0.96,-8.00,0.00,-30.00
09:00 - 09:15,-44.00,-20.00,0.00,-24.00,0.00,-20.00
09:15 - 09:30,55.78,-10.00,0.00,-16.00,0.00,-10.00
09:30 - 09:45,46.16,22.12,0.00,-7.00,0.00,19.24
09:45 - 10:00,69.25,40.40,0.00,0.00,0.00,28.85
10:00 - 10:15,56.75,50.01,0.00,0.00,0.00,105.80
10:15 - 10:30,69.25,71.17,0.00,0.00,0.00,105.80
10:30 - 10:45,148.12,97.14,0.00,0.00,0.00,105.80
10:45 - 11:00,156.78,90.41,0.00,0.00,0.00,76.94
11:00 - 11:15,180.82,103.87,0.00,0.00,0.00,91.37
11:15 - 11:30,168.31,106.76,0.00,0.00,0.00,88.49
11:30 - 11:45,229.87,151.96,0.00,0.00,0.00,90.41
11:45 - 12:00,250.07,166.39,0.00,0.00,0.00,92.33
12:00 - 12:15,217.37,189.47,-3.00,0.00,0.00,91.37
12:15 - 12:30,214.48,198.13,-3.00,0.00,0.00,91.37
12:30 - 12:45,273.15,178.89,-3.00,0.00,0.00,67.33
12:45 - 13:00,268.34,187.55,-3.00,0.00,0.00,67.33
13:00 - 13:15,265.46,161.58,0.00,0.00,0.00,85.60
13:15 - 13:30,262.57,148.12,0.00,0.00,0.00,76.94
13:30 - 13:45,301.04,171.20,-1.00,0.00,0.00,105.80
13:45 - 14:00,326.05,193.32,-1.00,0.00,0.00,96.18
14:00 - 14:15,330.85,196.21,-1.00,0.00,0.00,57.71
14:15 - 14:30,368.37,224.10,-1.00,0.00,0.00,86.56
14:30 - 14:45,396.26,230.83,0.00,0.00,0.00,67.33
14:45 - 15:00,405.88,256.80,0.00,0.00,0.00,33.66
15:00 - 15:15,426.08,145.23,0.00,0.00,0.00,25.01
15:15 - 15:30,428.96,122.15,0.00,0.00,0.00,0.00
15:30 - 15:45,403.00,141.38,0.96,0.00,0.00,1.92
15:45 - 16:00,403.95,147.16,0.96,0.00,0.00,-15.00
16:00 - 16:15,280.85,167.35,0.96,0.00,0.00,-67.00
16:15 - 16:30,260.65,119.26,0.96,0.00,0.00,-67.00
16:30 - 16:45,176.01,61.56,0.96,0.00,0.00,-130.00
16:45 - 17:00,176.97,62.52,0.96,0.00,0.00,-110.00
17:00 - 17:15,-76.00,18.27,3.85,0.00,0.00,-120.00
17:15 - 17:30,-74.00,22.12,2.89,0.00,0.00,-110.00
17:30 - 17:45,46.17,0.00,1.92,0.00,0.00,-120.00
17:45 - 18:00,63.48,0.00,0.96,0.00,0.00,-100.00
18:00 - 18:15,59.63,-47.00,0.96,-14.00,0.00,-115.00
18:15 - 18:30,145.23,-51.00,0.96,-13.00,0.00,-40.00
18:30 - 18:45,85.61,7.69,1.92,-13.00,0.00,-55.00
18:45 - 19:00,96.18,10.58,2.89,-11.00,0.00,-60.00
19:00 - 19:15,33.66,-27.00,4.81,-25.00,0.00,-70.00
19:15 - 19:30,-42.00,-58.00,3.42,-29.00,0.00,-75.00
19:30 - 19:45,-33.00,-38.00,2.27,-40.00,0.00,-50.00
19:45 - 20:00,-45.00,-44.00,2.17,-41.00,0.00,-45.00
20:00 - 20:15,-51.00,-98.00,1.65,-41.00,0.36,-70.00
20:15 - 20:30,-64.00,-98.00,1.75,-41.00,0.00,-100.00
20:30 - 20:45,-57.00,-143.00,1.44,-42.00,0.02,-170.00
20:45 - 21:00,-57.00,-143.00,1.55,-41.00,0.00,-170.00
21:00 - 21:15,-48.00,-180.00,1.20,-42.00,0.00,-210.00
21:15 - 21:30,-42.00,-155.00,1.20,-38.00,0.00,-200.00
21:30 - 21:45,-67.00,-160.00,2.11,-20.00,0.00,-250.00
21:45 - 22:00,-43.00,-149.00,2.22,-20.00,0.00,-250.00
22:00 - 22:15,-128.00,-162.00,1.70,-20.00,0.00,-250.00
22:15 - 22:30,-118.00,-162.00,1.68,-20.00,0.00,-230.00
22:30 - 22:45,-136.00,-184.00,1.69,-20.00,0.00,-212.00
22:45 - 23:00,-156.00,-175.00,1.77,-20.00,0.00,-186.00
23:00 - 23:15,-160.00,-160.00,2.61,-20.00,0.00,-193.00
23:15 - 23:30,-149.00,-165.00,3.13,-20.00,0.00,-198.00
23:30 - 23:45,-92.00,-140.00,5.44,-20.00,0.00,-195.00
23:45 - 24:00,-120.00,-155.00,6.01,-20.00,0.00,-205.00
