Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-58.00,-33.00,7.27,-56.00,0.00,-17.60,-200.00
00:15 - 00:30,18.62,-56.00,7.45,-57.00,0.00,-17.60,-100.00
00:30 - 00:45,14.03,-52.00,9.91,-55.00,0.00,-17.60,-15.00
00:45 - 01:00,7.69,-56.00,10.57,-55.00,0.00,0.00,-30.00
01:00 - 01:15,-38.00,-45.00,10.57,-56.00,0.00,0.00,-70.00
01:15 - 01:30,-26.00,-36.00,9.61,-56.00,0.00,0.00,-70.00
01:30 - 01:45,-27.00,1.92,9.61,-57.00,0.00,0.00,-110.00
01:45 - 02:00,-24.00,26.91,8.65,-57.00,0.00,0.00,-45.00
02:00 - 02:15,0.00,0.00,8.65,-57.00,0.00,0.00,-35.00
02:15 - 02:30,11.53,0.00,7.69,-57.00,0.00,0.00,-35.00
02:30 - 02:45,36.52,0.00,7.69,-56.00,0.00,0.00,-50.00
02:45 - 03:00,37.48,0.00,6.73,-57.00,0.00,0.00,-40.00
03:00 - 03:15,5.77,0.00,5.76,-56.00,0.00,0.00,-30.00
03:15 - 03:30,8.65,0.00,5.77,-56.00,0.00,0.00,-30.00
03:30 - 03:45,12.49,9.61,5.77,-56.00,0.00,0.00,-25.00
03:45 - 04:00,12.49,9.61,5.77,-56.00,0.00,0.00,-25.00
04:00 - 04:15,13.46,14.41,5.77,-57.00,0.00,0.00,-10.00
04:15 - 04:30,26.90,14.42,5.77,-57.00,0.00,0.00,4.81
04:30 - 04:45,9.60,0.00,5.77,-56.00,0.00,0.00,4.81
04:45 - 05:00,-12.00,0.00,5.76,-56.00,0.00,0.00,4.81
05:00 - 05:15,-34.00,-82.00,5.77,-56.00,0.00,0.00,9.61
05:15 - 05:30,-73.00,-134.00,5.77,-57.00,0.00,0.00,19.22
05:30 - 05:45,64.39,-180.00,5.77,-56.00,0.00,0.00,19.22
05:45 - 06:00,16.34,-165.00,5.77,-56.00,0.00,0.00,24.02
06:00 - 06:15,19.22,-78.00,5.77,-52.00,0.00,0.00,96.11
06:15 - 06:30,33.64,-67.00,5.77,-52.00,0.29,0.00,67.27
06:30 - 06:45,93.22,-80.00,8.65,-53.00,0.00,0.00,76.89
06:45 - 07:00,123.98,-55.00,9.61,-54.00,0.00,0.00,33.64
07:00 - 07:15,-119.00,0.00,9.61,-54.00,0.00,0.00,100.92
07:15 - 07:30,-42.00,0.00,9.61,-54.00,0.00,0.00,108.61
07:30 - 07:45,41.33,0.00,9.61,-54.00,0.00,0.00,105.72
07:45 - 08:00,120.14,0.00,10.57,-34.00,0.00,0.00,96.11
08:00 - 08:15,121.10,0.00,0.96,-33.00,0.00,0.00,-30.00
08:15 - 08:30,132.63,0.00,0.00,-30.00,0.00,0.00,-40.00
08:30 - 08:45,111.49,0.00,3.84,-11.00,0.00,0.00,-50.00
08:45 - 09:00,115.33,0.00,4.81,0.00,0.00,0.00,-50.00
09:00 - 09:15,134.55,-35.00,5.77,0.00,0.00,0.00,-90.00
09:15 - 09:30,114.37,-30.00,5.77,0.00,0.00,0.00,-50.00
09:30 - 09:45,-240.00,-10.00,4.81,0.00,0.00,0.00,-25.00
09:45 - 10:00,-254.00,-15.00,3.84,0.00,0.00,0.00,19.23
10:00 - 10:15,-154.00,-15.00,3.84,0.00,0.00,0.00,19.23
10:15 - 10:30,-162.00,-15.00,3.84,0.00,0.00,0.00,28.84
10:30 - 10:45,-83.00,-19.00,0.00,0.00,0.00,0.00,48.06
10:45 - 11:00,-104.00,-25.00,0.00,0.00,0.00,0.00,52.86
11:00 - 11:15,78.81,0.00,-1.00,0.00,0.00,0.00,33.64
11:15 - 11:30,77.85,0.00,-3.00,0.00,0.00,0.00,38.44
11:30 - 11:45,21.14,11.53,-4.00,0.00,0.00,0.00,4.81
11:45 - 12:00,30.75,19.22,-5.00,0.00,0.00,0.00,4.81
12:00 - 12:15,58.63,67.28,-6.00,0.00,0.00,0.00,28.83
12:15 - 12:30,63.43,67.28,-6.00,0.00,0.00,0.00,38.44
12:30 - 12:45,37.48,75.93,-8.00,0.00,0.00,0.00,43.25
12:45 - 13:00,29.79,75.93,-8.00,0.00,0.00,0.00,48.06
13:00 - 13:15,74.01,50.94,1.92,0.00,0.00,0.00,9.61
13:15 - 13:30,85.53,50.94,0.96,0.00,0.00,0.00,14.42
13:30 - 13:45,65.35,67.28,-1.00,0.00,0.00,0.00,19.22
13:45 - 14:00,87.47,74.00,-1.00,0.00,0.00,0.00,28.83
14:00 - 14:15,175.88,19.22,-1.00,0.00,0.00,0.00,-35.00
14:15 - 14:30,180.69,43.25,-1.00,0.00,0.00,0.00,0.00
14:30 - 14:45,178.77,91.30,-1.00,0.00,0.00,0.00,14.42
14:45 - 15:00,228.74,105.72,-1.00,0.00,0.00,0.00,19.22
15:00 - 15:15,233.54,110.53,-6.00,0.00,0.00,0.00,0.00
15:15 - 15:30,252.76,126.87,-6.00,0.00,0.00,0.00,0.00
15:30 - 15:45,257.57,141.28,-6.00,0.00,0.00,0.00,9.61
15:45 - 16:00,281.61,150.89,-6.00,0.00,0.00,0.00,19.22
16:00 - 16:15,126.87,98.99,-6.00,0.00,0.00,0.00,0.00
16:15 - 16:30,151.85,109.57,-6.00,0.00,0.00,0.00,0.00
16:30 - 16:45,115.33,72.08,-6.60,0.00,0.00,0.00,24.03
16:45 - 17:00,144.17,81.69,-4.70,0.00,0.00,0.00,24.03
17:00 - 17:15,176.84,81.69,4.81,0.00,0.00,0.00,9.61
17:15 - 17:30,163.38,100.92,4.52,0.00,0.00,0.00,19.22
17:30 - 17:45,117.25,146.09,3.56,0.00,0.00,0.00,27.64
17:45 - 18:00,72.08,162.44,2.59,0.00,0.00,0.00,38.44
18:00 - 18:15,161.46,153.78,3.84,-7.00,0.00,0.00,24.03
18:15 - 18:30,164.36,124.94,6.05,-20.00,0.00,0.00,115.33
18:30 - 18:45,176.84,52.86,8.17,-33.00,0.00,0.00,72.08
18:45 - 19:00,193.18,34.60,9.61,-26.00,0.00,0.00,86.50
19:00 - 19:15,129.75,9.61,12.11,-31.00,0.00,0.00,28.83
19:15 - 19:30,72.08,0.00,12.11,-34.00,0.00,0.00,19.22
19:30 - 19:45,68.25,8.65,12.49,-55.00,0.48,0.00,38.44
19:45 - 20:00,40.37,0.00,12.78,-55.00,0.00,0.00,33.64
20:00 - 20:15,88.42,-6.00,13.46,-56.00,0.77,0.00,38.44
20:15 - 20:30,106.68,0.00,13.46,-55.00,0.00,0.00,38.44
20:30 - 20:45,116.20,-10.00,13.33,-56.00,0.00,0.00,23.82
20:45 - 21:00,130.71,-5.00,13.17,-56.00,1.41,0.00,23.51
21:00 - 21:15,142.82,-20.00,14.55,-56.00,0.00,0.00,31.84
21:15 - 21:30,169.67,-19.00,13.64,-52.00,0.26,0.00,29.84
21:30 - 21:45,195.10,-18.00,13.12,-52.00,0.00,0.00,12.29
21:45 - 22:00,243.80,-11.00,12.60,-55.00,0.00,0.00,16.25
22:00 - 22:15,248.84,-53.00,12.28,-55.00,0.00,0.00,0.00
22:15 - 22:30,247.17,-39.00,10.75,-55.00,0.00,0.00,0.00
22:30 - 22:45,343.17,-34.00,10.15,-56.00,0.00,0.00,13.53
22:45 - 23:00,334.14,-20.00,9.04,-51.00,0.00,0.00,6.29
23:00 - 23:15,265.06,-1.00,8.21,-51.00,0.00,0.00,-5.00
23:15 - 23:30,289.10,-2.00,9.15,-51.00,0.00,0.00,-5.00
23:30 - 23:45,369.07,-19.00,12.97,-52.00,0.00,0.00,-5.00
23:45 - 24:00,321.01,-29.00,12.49,-52.00,0.00,0.00,-5.00
