Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,296.5720,296.5720,278.0595,278.0595,278.0595,278.0595,289.7595,289.7595,285.2125,285.2125,285.2125,285.2125,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,269.9999,269.9999,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0001,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,295.0001,295.0001,295.0001,295.0001,295.0001,295.0001,295.0001,295.0001,296.9999,296.9999,296.9999,296.9999,298.0000,298.0000,292.8685,292.8685,297.9999,297.9999,278.1835,278.1835,293.4490,283.5490,270.0001,305.0001,270.0001,270.0001,270.0001,270.0001,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,273.9490,273.9490
DC Considered for Schedule,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00,1290.00
