Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,312.9999,312.9999,312.9999,312.9999,312.0000,312.0000,312.0000,312.0000,310.0001,310.0001,310.0001,310.0001,308.0001,308.0001,308.0001,308.0001,308.0001,308.0001,306.0000,306.0000,306.0000,306.0000,305.0001,305.0001,305.0001,305.0001,305.0001,305.0001,304.0000,304.0000,304.0000,304.0000,304.0000,304.0000,304.0000,304.0000,305.0001,305.0001,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,285.9600,270.0000,298.3600,298.3600,298.3600,298.3600,312.4026,312.0000,315.0000,315.0000,315.0000,315.0000,315.9999,315.9999,317.0000,317.0000,317.0000,317.0000,317.0000,317.0000,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,315.9999,314.0001,314.0001,314.0001,314.0001,314.0001,314.0001,314.0001,249.9983
DC Considered for Schedule,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00,1270.00
